SITECODE	SITETYPE	CELLCODE
BE33036C0	C	1kmE4045N3047
BE33036C0	C	1kmE4045N3048
BE33036C0	C	1kmE4046N3047
BE33036C0	C	1kmE4046N3048
BE33036C0	C	1kmE4046N3049
BE33036C0	C	1kmE4046N3050
BE33036C0	C	1kmE4047N3047
BE33036C0	C	1kmE4047N3048
BE33036C0	C	1kmE4047N3049
BE33036C0	C	1kmE4047N3050
BE33036C0	C	1kmE4047N3051
BE33036C0	C	1kmE4048N3046
BE33036C0	C	1kmE4048N3047
BE33036C0	C	1kmE4048N3048
BE33036C0	C	1kmE4048N3049
BE33036C0	C	1kmE4048N3050
BE33036C0	C	1kmE4048N3051
BE33036C0	C	1kmE4048N3052
BE33036C0	C	1kmE4048N3053
BE33036C0	C	1kmE4048N3054
BE33036C0	C	1kmE4049N3046
BE33036C0	C	1kmE4049N3047
BE33036C0	C	1kmE4049N3048
BE33036C0	C	1kmE4049N3049
BE33036C0	C	1kmE4049N3050
BE33036C0	C	1kmE4049N3051
BE33036C0	C	1kmE4049N3052
BE33036C0	C	1kmE4049N3053
BE33036C0	C	1kmE4049N3054
BE33036C0	C	1kmE4049N3055
BE33036C0	C	1kmE4049N3056
BE33036C0	C	1kmE4050N3048
BE33036C0	C	1kmE4050N3049
BE33036C0	C	1kmE4050N3050
BE33036C0	C	1kmE4050N3051
BE33036C0	C	1kmE4050N3052
BE33036C0	C	1kmE4050N3053
BE33036C0	C	1kmE4050N3054
BE33036C0	C	1kmE4050N3055
BE33036C0	C	1kmE4050N3056
BE33036C0	C	1kmE4051N3049
BE33036C0	C	1kmE4051N3050
BE33036C0	C	1kmE4051N3051
BE33036C0	C	1kmE4051N3052
BE33036C0	C	1kmE4052N3049
BE33036C0	C	1kmE4052N3050
BE33036C0	C	1kmE4052N3051
BE33036C0	C	1kmE4052N3052
BE33036C0	C	1kmE4053N3049
BE33036C0	C	1kmE4053N3050
BE35029C0	C	1kmE3929N3020
BE35029C0	C	1kmE3931N3018
BE35029C0	C	1kmE3931N3019
BE35029C0	C	1kmE3931N3021
BE35029C0	C	1kmE3932N3018
BE35029C0	C	1kmE3932N3019
BE35029C0	C	1kmE3932N3020
BE35029C0	C	1kmE3932N3021
BE35029C0	C	1kmE3932N3022
BE35029C0	C	1kmE3933N3016
BE35029C0	C	1kmE3933N3018
BE35029C0	C	1kmE3933N3019
BE35029C0	C	1kmE3933N3020
BE35029C0	C	1kmE3933N3022
BE35029C0	C	1kmE3934N3015
BE35029C0	C	1kmE3934N3016
BE35029C0	C	1kmE3934N3017
BE35029C0	C	1kmE3934N3018
BE35029C0	C	1kmE3934N3019
BE35029C0	C	1kmE3934N3020
BE35029C0	C	1kmE3934N3021
BE35029C0	C	1kmE3934N3022
BE35029C0	C	1kmE3935N3015
BE35029C0	C	1kmE3935N3016
BE35029C0	C	1kmE3935N3017
BE35029C0	C	1kmE3935N3018
BE35029C0	C	1kmE3935N3019
BE35029C0	C	1kmE3935N3020
BE35029C0	C	1kmE3935N3021
BE35029C0	C	1kmE3936N3015
BE35029C0	C	1kmE3936N3016
BE35029C0	C	1kmE3936N3017
BE35029C0	C	1kmE3936N3018
BE35029C0	C	1kmE3936N3019
BE35029C0	C	1kmE3936N3020
BE35029C0	C	1kmE3936N3021
BE35029C0	C	1kmE3937N3015
BE35029C0	C	1kmE3937N3016
BE35029C0	C	1kmE3937N3017
BE35029C0	C	1kmE3937N3018
BE35029C0	C	1kmE3937N3019
BE35029C0	C	1kmE3937N3020
BE35029C0	C	1kmE3937N3021
BE35029C0	C	1kmE3938N3014
BE35029C0	C	1kmE3938N3015
BE35029C0	C	1kmE3938N3016
BE35029C0	C	1kmE3938N3017
BE35029C0	C	1kmE3938N3018
BE35029C0	C	1kmE3938N3019
BE35029C0	C	1kmE3938N3020
BE35029C0	C	1kmE3938N3021
BE35029C0	C	1kmE3939N3014
BE35029C0	C	1kmE3939N3015
BE35029C0	C	1kmE3939N3016
BE35029C0	C	1kmE3939N3017
BE35029C0	C	1kmE3939N3018
BE35029C0	C	1kmE3939N3019
BE35029C0	C	1kmE3939N3020
BE35029C0	C	1kmE3939N3021
BE35029C0	C	1kmE3940N3015
BE35029C0	C	1kmE3940N3016
BE35029C0	C	1kmE3940N3017
BE35029C0	C	1kmE3940N3018
BE35029C0	C	1kmE3940N3019
BE35029C0	C	1kmE3941N3015
BE35029C0	C	1kmE3941N3016
BE35029C0	C	1kmE3941N3017
BE35029C0	C	1kmE3941N3018
BE35029C0	C	1kmE3941N3019
BE35029C0	C	1kmE3942N3017
BE35029C0	C	1kmE3942N3018
BE35029C0	C	1kmE3942N3019
BE35029C0	C	1kmE3943N3016
BE35029C0	C	1kmE3943N3017
BE35029C0	C	1kmE3943N3018
BE35029C0	C	1kmE3943N3019
BE35029C0	C	1kmE3944N3016
BE35029C0	C	1kmE3944N3017
BE35029C0	C	1kmE3944N3018
BE35029C0	C	1kmE3944N3019
BE35029C0	C	1kmE3945N3016
BE35029C0	C	1kmE3945N3017
BE35029C0	C	1kmE3945N3018
BE35029C0	C	1kmE3945N3019
BE35029C0	C	1kmE3946N3016
BE35029C0	C	1kmE3946N3017
BE35029C0	C	1kmE3946N3018
BE35029C0	C	1kmE3946N3019
BE35029C0	C	1kmE3947N3018
BE35029C0	C	1kmE3947N3019
BE2200037	B	1kmE4017N3095
BE2200037	B	1kmE4017N3096
BE2200037	B	1kmE4018N3095
BE2200037	B	1kmE4018N3096
BE2200037	B	1kmE4018N3097
BE2200037	B	1kmE4019N3098
BE2200037	B	1kmE4019N3103
BE2200037	B	1kmE4020N3098
BE2200037	B	1kmE4020N3102
BE2200037	B	1kmE4020N3103
BE2200037	B	1kmE4020N3104
BE2200037	B	1kmE4021N3104
BE2200037	B	1kmE4021N3105
BE2200037	B	1kmE4022N3105
BE2200037	B	1kmE4022N3106
BE2200037	B	1kmE4022N3109
BE2200037	B	1kmE4022N3111
BE2200037	B	1kmE4023N3106
BE2200037	B	1kmE4023N3107
BE2200037	B	1kmE4023N3108
BE2200037	B	1kmE4023N3109
BE2200037	B	1kmE4023N3110
BE2200037	B	1kmE4024N3107
BE2200037	B	1kmE4024N3108
BE2200037	B	1kmE4024N3109
BE2200037	B	1kmE4024N3112
BE2200037	B	1kmE4024N3113
BE2200037	B	1kmE4025N3113
BE2200037	B	1kmE4025N3114
BE2200037	B	1kmE4026N3113
BE2200037	B	1kmE4026N3114
BE2200037	B	1kmE4026N3115
BE2200037	B	1kmE4026N3116
BE2200037	B	1kmE4026N3117
BE2200037	B	1kmE4027N3115
BE2200037	B	1kmE4027N3116
BE2200037	B	1kmE4027N3119
BE2200037	B	1kmE4027N3120
BE2200037	B	1kmE4028N3120
BE2200037	B	1kmE4028N3124
BE2200037	B	1kmE4028N3125
BE2200037	B	1kmE4029N3122
BE2200037	B	1kmE4029N3123
BE2200037	B	1kmE4029N3124
BE2200037	B	1kmE4029N3125
BE2200037	B	1kmE4030N3122
BE2200037	B	1kmE4030N3123
BE2200037	B	1kmE4030N3124
BE2200037	B	1kmE4031N3123
BE2200038	B	1kmE3967N3093
BE2200038	B	1kmE3967N3094
BE2200038	B	1kmE3967N3095
BE2200038	B	1kmE3967N3096
BE2200038	B	1kmE3967N3097
BE2200038	B	1kmE3967N3100
BE2200038	B	1kmE3968N3093
BE2200038	B	1kmE3968N3094
BE2200038	B	1kmE3968N3096
BE2200038	B	1kmE3968N3097
BE2200038	B	1kmE3968N3099
BE2200038	B	1kmE3968N3100
BE2200038	B	1kmE3969N3099
BE2200038	B	1kmE3969N3100
BE2200038	B	1kmE3969N3101
BE2200038	B	1kmE3975N3092
BE2200038	B	1kmE3975N3093
BE2200038	B	1kmE3976N3092
BE2200038	B	1kmE3976N3093
BE2200038	B	1kmE3976N3094
BE2200038	B	1kmE3977N3091
BE2200038	B	1kmE3977N3092
BE2200038	B	1kmE3977N3093
BE2200038	B	1kmE3978N3090
BE2200038	B	1kmE3978N3091
BE2200038	B	1kmE3978N3092
BE2200038	B	1kmE3978N3093
BE2200038	B	1kmE3979N3091
BE2200038	B	1kmE3979N3092
BE2200038	B	1kmE3980N3090
BE2200038	B	1kmE3980N3091
BE2200038	B	1kmE3980N3092
BE2200038	B	1kmE3980N3093
BE2200038	B	1kmE3982N3093
BE2200038	B	1kmE3983N3093
BE2200038	B	1kmE3983N3094
BE2200038	B	1kmE3983N3095
BE2200038	B	1kmE3983N3096
BE2200038	B	1kmE3984N3093
BE2200038	B	1kmE3984N3094
BE2200038	B	1kmE3984N3095
BE2200038	B	1kmE3984N3096
BE2200038	B	1kmE3985N3093
BE2200038	B	1kmE3985N3094
BE2200038	B	1kmE3986N3081
BE2200038	B	1kmE3986N3082
BE2200038	B	1kmE3986N3083
BE2200038	B	1kmE3986N3093
BE2200038	B	1kmE3987N3081
BE2200038	B	1kmE3987N3082
BE2200038	B	1kmE3987N3083
BE2200038	B	1kmE3987N3093
BE2200038	B	1kmE3988N3083
BE2200038	B	1kmE3988N3084
BE2200038	B	1kmE3989N3083
BE2200038	B	1kmE3989N3084
BE2200038	B	1kmE3991N3096
BE2200038	B	1kmE3991N3097
BE2200038	B	1kmE3992N3086
BE2200038	B	1kmE3992N3096
BE2200038	B	1kmE3992N3097
BE2200038	B	1kmE3993N3083
BE2200038	B	1kmE3993N3084
BE2200038	B	1kmE3993N3085
BE2200038	B	1kmE3993N3086
BE2200038	B	1kmE3993N3087
BE2200038	B	1kmE3993N3088
BE2200038	B	1kmE3993N3096
BE2200038	B	1kmE3994N3083
BE2200038	B	1kmE3994N3084
BE2200038	B	1kmE3994N3085
BE2200038	B	1kmE3994N3089
BE2200038	B	1kmE3994N3096
BE2200038	B	1kmE3995N3081
BE2200038	B	1kmE3995N3083
BE2200038	B	1kmE3995N3084
BE2200038	B	1kmE3995N3089
BE2200038	B	1kmE3995N3090
BE2200038	B	1kmE3995N3091
BE2200038	B	1kmE3995N3092
BE2200038	B	1kmE3995N3095
BE2200038	B	1kmE3995N3096
BE2200038	B	1kmE3996N3085
BE2200038	B	1kmE3996N3089
BE2200038	B	1kmE3996N3090
BE2200038	B	1kmE3996N3091
BE2200038	B	1kmE3996N3092
BE2200038	B	1kmE3996N3095
BE2200038	B	1kmE3996N3096
BE2200038	B	1kmE3997N3085
BE2200038	B	1kmE3997N3086
BE2200038	B	1kmE3997N3087
BE2200038	B	1kmE3997N3088
BE2200038	B	1kmE3997N3095
BE2200038	B	1kmE3997N3096
BE2200038	B	1kmE3998N3085
BE2200038	B	1kmE3998N3086
BE2200038	B	1kmE3998N3095
BE2200038	B	1kmE3998N3096
BE2200038	B	1kmE3999N3085
BE2200038	B	1kmE3999N3086
BE2200038	B	1kmE3999N3094
BE2200038	B	1kmE3999N3095
BE2200038	B	1kmE4000N3086
BE2200038	B	1kmE4000N3087
BE2200038	B	1kmE4000N3088
BE2200038	B	1kmE4000N3089
BE2200038	B	1kmE4000N3090
BE2200038	B	1kmE4000N3094
BE2200038	B	1kmE4000N3095
BE2200038	B	1kmE4001N3087
BE2200038	B	1kmE4001N3088
BE2200038	B	1kmE4001N3089
BE2200038	B	1kmE4001N3090
BE2200038	B	1kmE4001N3091
BE2200038	B	1kmE4002N3087
BE2200038	B	1kmE4002N3088
BE2200038	B	1kmE4002N3090
BE2200038	B	1kmE4002N3091
BE2200038	B	1kmE4003N3087
BE2200038	B	1kmE4003N3088
BE2200041	B	1kmE3999N3098
BE2200041	B	1kmE3999N3099
BE2200041	B	1kmE4000N3098
BE2200041	B	1kmE4000N3099
BE2200041	B	1kmE4002N3083
BE2200041	B	1kmE4002N3084
BE2200041	B	1kmE4002N3096
BE2200041	B	1kmE4002N3097
BE2200041	B	1kmE4003N3083
BE2200041	B	1kmE4003N3084
BE2200041	B	1kmE4003N3096
BE2200041	B	1kmE4003N3097
BE2200041	B	1kmE4004N3083
BE2200041	B	1kmE4004N3084
BE2200041	B	1kmE4004N3085
BE2200041	B	1kmE4004N3086
BE2200041	B	1kmE4004N3087
BE2200041	B	1kmE4004N3088
BE2200041	B	1kmE4004N3089
BE2200041	B	1kmE4004N3090
BE2200041	B	1kmE4004N3091
BE2200041	B	1kmE4004N3092
BE2200041	B	1kmE4004N3095
BE2200041	B	1kmE4004N3096
BE2200041	B	1kmE4005N3083
BE2200041	B	1kmE4005N3084
BE2200041	B	1kmE4005N3088
BE2200041	B	1kmE4005N3089
BE2200041	B	1kmE4005N3090
BE2200041	B	1kmE4005N3091
BE2200041	B	1kmE4005N3092
BE2200041	B	1kmE4006N3088
BE2200041	B	1kmE4006N3089
BE2200041	B	1kmE4007N3086
BE2200041	B	1kmE4007N3087
BE33010C0	C	1kmE3976N3054
BE33010C0	C	1kmE3976N3055
BE33010C0	C	1kmE3977N3054
BE33010C0	C	1kmE3977N3055
BE33010C0	C	1kmE3978N3053
BE33010C0	C	1kmE3978N3054
BE33010C0	C	1kmE3978N3055
BE33010C0	C	1kmE3979N3053
BE33010C0	C	1kmE3979N3054
BE33010C0	C	1kmE3979N3055
BE33010C0	C	1kmE3979N3056
BE33010C0	C	1kmE3980N3053
BE33010C0	C	1kmE3980N3054
BE33010C0	C	1kmE3980N3055
BE33010C0	C	1kmE3980N3056
BE33010C0	C	1kmE3980N3057
BE33010C0	C	1kmE3981N3054
BE33010C0	C	1kmE3981N3055
BE33010C0	C	1kmE3981N3056
BE33010C0	C	1kmE3981N3057
BE33010C0	C	1kmE3982N3055
BE33010C0	C	1kmE3982N3056
BE33010C0	C	1kmE3983N3055
BE33010C0	C	1kmE3983N3056
BE33010C0	C	1kmE3984N3057
BE33010C0	C	1kmE3984N3058
BE33010C0	C	1kmE3985N3058
BE33022C0	C	1kmE4033N3059
BE33022C0	C	1kmE4033N3060
BE33022C0	C	1kmE4033N3061
BE33022C0	C	1kmE4034N3058
BE33022C0	C	1kmE4034N3059
BE33022C0	C	1kmE4034N3060
BE33022C0	C	1kmE4034N3061
BE33022C0	C	1kmE4035N3058
BE33022C0	C	1kmE4035N3059
BE33022C0	C	1kmE4035N3060
BE33022C0	C	1kmE4035N3061
BE33022C0	C	1kmE4036N3057
BE33022C0	C	1kmE4036N3058
BE33022C0	C	1kmE4036N3059
BE33022C0	C	1kmE4036N3060
BE33022C0	C	1kmE4036N3061
BE33022C0	C	1kmE4036N3062
BE33022C0	C	1kmE4037N3056
BE33022C0	C	1kmE4037N3057
BE33022C0	C	1kmE4037N3058
BE33022C0	C	1kmE4037N3059
BE33022C0	C	1kmE4037N3060
BE33022C0	C	1kmE4037N3061
BE33022C0	C	1kmE4038N3055
BE33022C0	C	1kmE4038N3056
BE33022C0	C	1kmE4038N3057
BE33022C0	C	1kmE4038N3058
BE33022C0	C	1kmE4038N3059
BE33022C0	C	1kmE4038N3060
BE33022C0	C	1kmE4038N3061
BE33022C0	C	1kmE4039N3055
BE33022C0	C	1kmE4039N3056
BE33022C0	C	1kmE4039N3057
BE33022C0	C	1kmE4039N3058
BE33022C0	C	1kmE4039N3059
BE33022C0	C	1kmE4039N3060
BE33022C0	C	1kmE4040N3055
BE33022C0	C	1kmE4040N3056
BE33022C0	C	1kmE4040N3057
BE33022C0	C	1kmE4040N3058
BE33022C0	C	1kmE4041N3054
BE33022C0	C	1kmE4041N3055
BE33022C0	C	1kmE4041N3056
BE33023C0	C	1kmE4040N3059
BE33023C0	C	1kmE4040N3060
BE33023C0	C	1kmE4040N3062
BE33023C0	C	1kmE4040N3063
BE33023C0	C	1kmE4041N3056
BE33023C0	C	1kmE4041N3057
BE33023C0	C	1kmE4041N3058
BE33023C0	C	1kmE4041N3059
BE33023C0	C	1kmE4041N3060
BE33023C0	C	1kmE4041N3061
BE33023C0	C	1kmE4041N3062
BE33023C0	C	1kmE4041N3063
BE33023C0	C	1kmE4042N3055
BE33023C0	C	1kmE4042N3056
BE33023C0	C	1kmE4042N3057
BE33023C0	C	1kmE4042N3058
BE33023C0	C	1kmE4042N3059
BE33023C0	C	1kmE4042N3060
BE33023C0	C	1kmE4042N3061
BE33023C0	C	1kmE4043N3057
BE33023C0	C	1kmE4043N3058
BE33023C0	C	1kmE4043N3059
BE33023C0	C	1kmE4044N3056
BE33023C0	C	1kmE4044N3057
BE35013C0	C	1kmE3981N3029
BE35013C0	C	1kmE3981N3030
BE35013C0	C	1kmE3982N3029
BE35013C0	C	1kmE3982N3030
BE35013C0	C	1kmE3982N3031
BE35013C0	C	1kmE3983N3029
BE35013C0	C	1kmE3983N3030
BE35013C0	C	1kmE3983N3031
BE35013C0	C	1kmE3984N3029
BE35013C0	C	1kmE3984N3030
BE35013C0	C	1kmE3984N3031
BE35013C0	C	1kmE3985N3030
BE35013C0	C	1kmE3985N3031
BE35033B0	B	1kmE3936N3000
BE35033B0	B	1kmE3937N3000
BE35033B0	B	1kmE3938N3000
BE35033B0	B	1kmE3938N3001
BE35033B0	B	1kmE3939N3000
BE35033B0	B	1kmE3939N3001
BE35033B0	B	1kmE3940N3000
BE35037C0	C	1kmE3965N3008
BE35037C0	C	1kmE3965N3009
BE35037C0	C	1kmE3965N3010
BE35037C0	C	1kmE3966N3007
BE35037C0	C	1kmE3966N3008
BE35037C0	C	1kmE3966N3009
BE35037C0	C	1kmE3966N3010
BE35037C0	C	1kmE3967N3006
BE35037C0	C	1kmE3967N3007
BE35037C0	C	1kmE3967N3008
BE35037C0	C	1kmE3967N3009
BE35037C0	C	1kmE3967N3010
BE35037C0	C	1kmE3967N3011
BE35037C0	C	1kmE3967N3012
BE35037C0	C	1kmE3968N3007
BE35037C0	C	1kmE3968N3008
BE35037C0	C	1kmE3968N3009
BE35037C0	C	1kmE3968N3010
BE35037C0	C	1kmE3968N3011
BE35037C0	C	1kmE3968N3012
BE35037C0	C	1kmE3969N3007
BE35037C0	C	1kmE3969N3008
BE35037C0	C	1kmE3969N3009
BE35037C0	C	1kmE3969N3010
BE35037C0	C	1kmE3969N3011
BE35037C0	C	1kmE3969N3012
BE35037C0	C	1kmE3969N3013
BE35037C0	C	1kmE3969N3014
BE35037C0	C	1kmE3970N3009
BE35037C0	C	1kmE3970N3010
BE35037C0	C	1kmE3970N3011
BE35037C0	C	1kmE3970N3012
BE35037C0	C	1kmE3970N3013
BE35037C0	C	1kmE3970N3014
BE35037C0	C	1kmE3971N3009
BE35037C0	C	1kmE3971N3010
BE35037C0	C	1kmE3971N3011
BE35037C0	C	1kmE3971N3012
BE35037C0	C	1kmE3971N3013
BE35037C0	C	1kmE3972N3009
BE35037C0	C	1kmE3972N3010
BE35037C0	C	1kmE3972N3011
BE35037C0	C	1kmE3972N3012
BE35037C0	C	1kmE3972N3013
BE35037C0	C	1kmE3972N3014
BE35037C0	C	1kmE3973N3011
BE35037C0	C	1kmE3973N3012
BE35037C0	C	1kmE3973N3013
BE35037C0	C	1kmE3973N3014
BE35037C0	C	1kmE3974N3011
BE35037C0	C	1kmE3974N3012
BE35037C0	C	1kmE3974N3013
BE35037C0	C	1kmE3974N3014
BE35037C0	C	1kmE3975N3012
BE35037C0	C	1kmE3975N3013
BE35037C0	C	1kmE3976N3012
BE35042C0	C	1kmE3961N2997
BE35042C0	C	1kmE3961N2998
BE35042C0	C	1kmE3961N2999
BE35042C0	C	1kmE3961N3000
BE35042C0	C	1kmE3961N3001
BE35042C0	C	1kmE3962N2997
BE35042C0	C	1kmE3962N2998
BE35042C0	C	1kmE3962N2999
BE35042C0	C	1kmE3962N3000
BE35042C0	C	1kmE3962N3001
BE35042C0	C	1kmE3963N2996
BE35042C0	C	1kmE3963N2997
BE35042C0	C	1kmE3963N2998
BE35042C0	C	1kmE3963N2999
BE35042C0	C	1kmE3964N2992
BE35042C0	C	1kmE3964N2993
BE35042C0	C	1kmE3964N2994
BE35042C0	C	1kmE3964N2995
BE35042C0	C	1kmE3964N2996
BE35042C0	C	1kmE3964N2997
BE35042C0	C	1kmE3964N2998
BE35042C0	C	1kmE3965N2989
BE35042C0	C	1kmE3965N2990
BE35042C0	C	1kmE3965N2991
BE35042C0	C	1kmE3965N2992
BE35042C0	C	1kmE3965N2993
BE35042C0	C	1kmE3965N2994
BE35042C0	C	1kmE3965N2995
BE35042C0	C	1kmE3965N2996
BE35042C0	C	1kmE3965N2997
BE35042C0	C	1kmE3965N2998
BE35042C0	C	1kmE3966N2988
BE35042C0	C	1kmE3966N2989
BE35042C0	C	1kmE3966N2990
BE35042C0	C	1kmE3966N2991
BE35042C0	C	1kmE3966N2992
BE35042C0	C	1kmE3966N2993
BE35042C0	C	1kmE3966N2994
BE35042C0	C	1kmE3966N2995
BE35042C0	C	1kmE3966N2996
BE35042C0	C	1kmE3966N2997
BE35042C0	C	1kmE3966N2998
BE35042C0	C	1kmE3967N2989
BE35042C0	C	1kmE3967N2991
BE35042C0	C	1kmE3967N2992
BE35042C0	C	1kmE3967N2993
BE35042C0	C	1kmE3967N2995
BE35042C0	C	1kmE3967N2996
BE35042C0	C	1kmE3967N2997
BE35042C0	C	1kmE3968N2992
BE35042C0	C	1kmE3968N2995
BE35042C0	C	1kmE3968N2996
BE33044C0	C	1kmE4048N3038
BE33044C0	C	1kmE4048N3039
BE33044C0	C	1kmE4049N3038
BE33044C0	C	1kmE4049N3039
BE33044C0	C	1kmE4049N3040
BE33044C0	C	1kmE4050N3039
BE33044C0	C	1kmE4050N3040
BE33044C0	C	1kmE4051N3040
BE33055C0	C	1kmE4043N3032
BE33055C0	C	1kmE4043N3033
BE33055C0	C	1kmE4043N3034
BE33055C0	C	1kmE4044N3029
BE33055C0	C	1kmE4044N3030
BE33055C0	C	1kmE4044N3031
BE33055C0	C	1kmE4044N3032
BE33055C0	C	1kmE4044N3033
BE33055C0	C	1kmE4044N3034
BE33055C0	C	1kmE4045N3028
BE33055C0	C	1kmE4045N3029
BE33055C0	C	1kmE4045N3030
BE33055C0	C	1kmE4045N3031
BE33055C0	C	1kmE4045N3032
BE33055C0	C	1kmE4045N3033
BE33055C0	C	1kmE4045N3034
BE33055C0	C	1kmE4046N3028
BE33055C0	C	1kmE4046N3029
BE33055C0	C	1kmE4048N3029
BE35031C0	C	1kmE3925N3003
BE35031C0	C	1kmE3925N3004
BE35031C0	C	1kmE3925N3005
BE35031C0	C	1kmE3926N3003
BE35031C0	C	1kmE3927N3002
BE35031C0	C	1kmE3927N3003
BE35031C0	C	1kmE3927N3004
BE35031C0	C	1kmE3927N3005
BE35031C0	C	1kmE3928N3000
BE35031C0	C	1kmE3928N3001
BE35031C0	C	1kmE3928N3002
BE35031C0	C	1kmE3928N3003
BE35031C0	C	1kmE3928N3004
BE35031C0	C	1kmE3928N3006
BE35031C0	C	1kmE3929N3004
BE35031C0	C	1kmE3929N3005
BE35031C0	C	1kmE3929N3006
BE35031C0	C	1kmE3930N3003
BE35031C0	C	1kmE3930N3004
BE35031C0	C	1kmE3930N3006
BE35031C0	C	1kmE3930N3007
BE35031C0	C	1kmE3931N3005
BE35031C0	C	1kmE3931N3006
BE2200033	B	1kmE4004N3120
BE2200033	B	1kmE4005N3119
BE2200033	B	1kmE4005N3120
BE2200033	B	1kmE4005N3121
BE2200033	B	1kmE4006N3118
BE2200033	B	1kmE4006N3119
BE2200033	B	1kmE4006N3120
BE2200033	B	1kmE4006N3121
BE2200033	B	1kmE4006N3122
BE2200033	B	1kmE4007N3116
BE2200033	B	1kmE4007N3117
BE2200033	B	1kmE4007N3118
BE2200033	B	1kmE4007N3119
BE2200033	B	1kmE4007N3120
BE2200033	B	1kmE4007N3121
BE2200033	B	1kmE4007N3122
BE2200033	B	1kmE4007N3123
BE2200033	B	1kmE4008N3123
BE2200033	B	1kmE4008N3124
BE2200033	B	1kmE4009N3124
BE2200033	B	1kmE4009N3125
BE2200033	B	1kmE4010N3124
BE2200033	B	1kmE4010N3125
BE2200033	B	1kmE4011N3125
BE2200033	B	1kmE4012N3125
BE2200033	B	1kmE4012N3126
BE2200033	B	1kmE4013N3126
BE2200033	B	1kmE4013N3127
BE2200033	B	1kmE4014N3126
BE2200033	B	1kmE4014N3127
BE2200033	B	1kmE4015N3124
BE2200033	B	1kmE4015N3125
BE2200033	B	1kmE4015N3126
BE2200033	B	1kmE4015N3127
BE2200033	B	1kmE4015N3128
BE2200033	B	1kmE4016N3124
BE2200033	B	1kmE4016N3125
BE2200033	B	1kmE4016N3126
BE2200033	B	1kmE4016N3127
BE2200033	B	1kmE4016N3128
BE2200033	B	1kmE4017N3124
BE2200033	B	1kmE4017N3125
BE2200033	B	1kmE4017N3126
BE2200033	B	1kmE4017N3127
BE2200033	B	1kmE4017N3128
BE2200033	B	1kmE4018N3124
BE2200033	B	1kmE4018N3125
BE2200033	B	1kmE4018N3126
BE2200033	B	1kmE4018N3127
BE2200033	B	1kmE4018N3128
BE2200033	B	1kmE4019N3124
BE2200033	B	1kmE4019N3125
BE2200033	B	1kmE4019N3126
BE2200033	B	1kmE4019N3127
BE2200033	B	1kmE4019N3128
BE2200033	B	1kmE4020N3124
BE2200033	B	1kmE4020N3125
BE2200033	B	1kmE4020N3126
BE2200033	B	1kmE4020N3127
BE2200033	B	1kmE4020N3128
BE2200033	B	1kmE4021N3124
BE2200033	B	1kmE4021N3125
BE2200033	B	1kmE4021N3126
BE2200033	B	1kmE4021N3127
BE2200033	B	1kmE4022N3124
BE2200033	B	1kmE4022N3125
BE2200033	B	1kmE4022N3127
BE2200033	B	1kmE4023N3124
BE2200033	B	1kmE4023N3125
BE2200033	B	1kmE4023N3126
BE2200033	B	1kmE4024N3124
BE2200033	B	1kmE4024N3125
BE2200033	B	1kmE4024N3126
BE2200033	B	1kmE4025N3126
BE2200033	B	1kmE4026N3126
BE32035C0	C	1kmE3907N3010
BE32035C0	C	1kmE3907N3011
BE32035C0	C	1kmE3908N3010
BE32035C0	C	1kmE3908N3011
BE32035C0	C	1kmE3908N3012
BE32035C0	C	1kmE3909N3010
BE32035C0	C	1kmE3909N3011
BE32035C0	C	1kmE3909N3012
BE32035C0	C	1kmE3910N3011
BE32035C0	C	1kmE3910N3012
BE32035C0	C	1kmE3911N3011
BE32035C0	C	1kmE3911N3012
BE32035C0	C	1kmE3912N3011
BE32035C0	C	1kmE3912N3012
BE33060C0	C	1kmE4016N3029
BE33060C0	C	1kmE4016N3030
BE33060C0	C	1kmE4017N3030
BE33060C0	C	1kmE4017N3031
BE33060C0	C	1kmE4017N3033
BE33060C0	C	1kmE4017N3034
BE33060C0	C	1kmE4018N3027
BE33060C0	C	1kmE4018N3030
BE33060C0	C	1kmE4018N3031
BE33060C0	C	1kmE4018N3032
BE33060C0	C	1kmE4018N3033
BE33060C0	C	1kmE4019N3027
BE33060C0	C	1kmE4019N3030
BE33060C0	C	1kmE4019N3031
BE33060C0	C	1kmE4019N3032
BE33060C0	C	1kmE4020N3027
BE33060C0	C	1kmE4020N3028
BE33060C0	C	1kmE4020N3029
BE33060C0	C	1kmE4020N3030
BE33060C0	C	1kmE4020N3031
BE33060C0	C	1kmE4020N3032
BE33060C0	C	1kmE4021N3029
BE33060C0	C	1kmE4021N3030
BE33060C0	C	1kmE4021N3032
BE33060C0	C	1kmE4022N3028
BE33060C0	C	1kmE4022N3029
BE33060C0	C	1kmE4022N3030
BE33060C0	C	1kmE4023N3029
BE33060C0	C	1kmE4023N3030
BE33064C0	C	1kmE4036N3017
BE33064C0	C	1kmE4036N3018
BE33064C0	C	1kmE4037N3017
BE33064C0	C	1kmE4037N3018
BE33064C0	C	1kmE4037N3019
BE33064C0	C	1kmE4037N3020
BE33064C0	C	1kmE4038N3018
BE33064C0	C	1kmE4038N3019
BE33064C0	C	1kmE4038N3020
BE33064C0	C	1kmE4039N3014
BE33064C0	C	1kmE4039N3015
BE33064C0	C	1kmE4039N3018
BE33064C0	C	1kmE4039N3019
BE33064C0	C	1kmE4039N3020
BE33064C0	C	1kmE4040N3014
