taxonKey	canonicalName	year	obs	native_obs	ncells	native_ncells	kingdomKey	classKey	class	kingdom
1152186	Callidiellum rufipennis	2015	3	265	2	15	1	216	Insecta	Animalia
1152186	Callidiellum rufipennis	2016	3	327	3	15	1	216	Insecta	Animalia
1152186	Callidiellum rufipennis	2017	2	505	2	15	1	216	Insecta	Animalia
1311477	Vespa velutina	2011	2	88	1	11	1	216	Insecta	Animalia
1311477	Vespa velutina	2012	0	73	0	9	1	216	Insecta	Animalia
1311477	Vespa velutina	2013	0	121	0	10	1	216	Insecta	Animalia
1311477	Vespa velutina	2014	0	123	0	9	1	216	Insecta	Animalia
1311477	Vespa velutina	2015	0	140	0	10	1	216	Insecta	Animalia
1311477	Vespa velutina	2016	5	124	2	10	1	216	Insecta	Animalia
1311477	Vespa velutina	2017	27	167	16	10	1	216	Insecta	Animalia
1313740	Camponotus vagus	1999	2	3	2	1	1	216	Insecta	Animalia
1313740	Camponotus vagus	2000	0	0	0	0	1	216	Insecta	Animalia
1313740	Camponotus vagus	2001	0	0	0	0	1	216	Insecta	Animalia
1313740	Camponotus vagus	2002	0	4	0	2	1	216	Insecta	Animalia
1313740	Camponotus vagus	2003	0	0	0	0	1	216	Insecta	Animalia
1313740	Camponotus vagus	2004	0	1	0	1	1	216	Insecta	Animalia
1313740	Camponotus vagus	2005	0	1	0	1	1	216	Insecta	Animalia
1313740	Camponotus vagus	2006	0	3	0	2	1	216	Insecta	Animalia
1313740	Camponotus vagus	2007	0	10	0	2	1	216	Insecta	Animalia
1313740	Camponotus vagus	2008	0	4	0	3	1	216	Insecta	Animalia
1313740	Camponotus vagus	2009	0	7	0	3	1	216	Insecta	Animalia
1313740	Camponotus vagus	2010	0	2	0	2	1	216	Insecta	Animalia
1313740	Camponotus vagus	2011	0	9	0	3	1	216	Insecta	Animalia
1313740	Camponotus vagus	2012	0	9	0	2	1	216	Insecta	Animalia
1313740	Camponotus vagus	2013	0	5	0	2	1	216	Insecta	Animalia
1313740	Camponotus vagus	2014	0	46	0	2	1	216	Insecta	Animalia
1313740	Camponotus vagus	2015	0	20	0	2	1	216	Insecta	Animalia
1313740	Camponotus vagus	2016	1	15	1	2	1	216	Insecta	Animalia
1313740	Camponotus vagus	2017	0	22	0	2	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	1964	8	9	8	6	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	1965	0	10	0	7	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	1966	0	12	0	4	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	1967	4	10	4	9	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	1968	0	11	0	9	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	1969	0	30	0	13	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	1970	0	21	0	14	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	1971	0	16	0	10	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	1972	0	5	0	4	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	1973	0	15	0	8	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	1974	0	17	0	13	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	1975	0	11	0	8	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	1976	0	15	0	11	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	1977	0	17	0	10	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	1978	2	9	2	6	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	1979	0	11	0	9	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	1980	0	134	0	12	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	1981	0	29	0	9	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	1982	0	13	0	8	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	1983	0	14	0	5	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	1984	0	21	0	12	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	1985	0	6	0	5	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	1986	0	27	0	14	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	1987	0	16	0	10	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	1988	0	31	0	14	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	1989	0	43	0	17	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	1990	0	22	0	12	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	1991	0	57	0	20	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	1992	0	113	0	24	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	1993	0	91	0	25	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	1994	2	80	2	20	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	1995	0	104	0	25	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	1996	0	43	0	21	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	1997	0	50	0	14	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	1998	0	64	0	12	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	1999	0	52	0	12	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	2000	0	103	0	12	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	2001	2	80	2	12	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	2002	0	96	0	16	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	2003	2	107	2	21	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	2004	0	134	0	24	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	2005	6	104	6	19	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	2006	2	156	2	21	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	2007	2	130	2	27	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	2008	0	153	0	25	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	2009	0	272	0	31	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	2010	0	305	0	27	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	2011	3	304	3	30	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	2012	0	291	0	27	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	2013	0	332	0	28	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	2014	0	461	0	27	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	2015	1	407	1	26	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	2016	1	452	1	27	1	216	Insecta	Animalia
1314773	Monomorium pharaonis	2017	0	721	0	28	1	216	Insecta	Animalia
1316805	Tapinoma melanocephalum	2006	4	1	4	1	1	216	Insecta	Animalia
1316805	Tapinoma melanocephalum	2007	0	2	0	2	1	216	Insecta	Animalia
1316805	Tapinoma melanocephalum	2008	0	2	0	1	1	216	Insecta	Animalia
1316805	Tapinoma melanocephalum	2009	0	9	0	3	1	216	Insecta	Animalia
1316805	Tapinoma melanocephalum	2010	0	6	0	3	1	216	Insecta	Animalia
1316805	Tapinoma melanocephalum	2011	0	14	0	4	1	216	Insecta	Animalia
1316805	Tapinoma melanocephalum	2012	0	4	0	1	1	216	Insecta	Animalia
1316805	Tapinoma melanocephalum	2013	0	0	0	0	1	216	Insecta	Animalia
1316805	Tapinoma melanocephalum	2014	0	4	0	1	1	216	Insecta	Animalia
1316805	Tapinoma melanocephalum	2015	0	0	0	0	1	216	Insecta	Animalia
1316805	Tapinoma melanocephalum	2016	0	0	0	0	1	216	Insecta	Animalia
1316805	Tapinoma melanocephalum	2017	0	2	0	2	1	216	Insecta	Animalia
1316908	Linepithema humile	2003	6	23	5	6	1	216	Insecta	Animalia
1316908	Linepithema humile	2004	2	14	2	4	1	216	Insecta	Animalia
1316908	Linepithema humile	2005	0	3	0	2	1	216	Insecta	Animalia
1316908	Linepithema humile	2006	0	7	0	4	1	216	Insecta	Animalia
1316908	Linepithema humile	2007	0	13	0	4	1	216	Insecta	Animalia
1316908	Linepithema humile	2008	0	18	0	4	1	216	Insecta	Animalia
1316908	Linepithema humile	2009	1	172	1	8	1	216	Insecta	Animalia
1316908	Linepithema humile	2010	0	37	0	8	1	216	Insecta	Animalia
1316908	Linepithema humile	2011	0	44	0	8	1	216	Insecta	Animalia
1316908	Linepithema humile	2012	0	34	0	7	1	216	Insecta	Animalia
1316908	Linepithema humile	2013	0	76	0	8	1	216	Insecta	Animalia
1316908	Linepithema humile	2014	0	84	0	8	1	216	Insecta	Animalia
1316908	Linepithema humile	2015	0	95	0	8	1	216	Insecta	Animalia
1316908	Linepithema humile	2016	0	219	0	8	1	216	Insecta	Animalia
1316908	Linepithema humile	2017	1	262	1	8	1	216	Insecta	Animalia
1320777	Plagiolepis pygmaea	2007	2	2	2	1	1	216	Insecta	Animalia
1320777	Plagiolepis pygmaea	2008	0	25	0	2	1	216	Insecta	Animalia
1320777	Plagiolepis pygmaea	2009	0	33	0	2	1	216	Insecta	Animalia
1320777	Plagiolepis pygmaea	2010	0	37	0	2	1	216	Insecta	Animalia
1320777	Plagiolepis pygmaea	2011	0	32	0	2	1	216	Insecta	Animalia
1320777	Plagiolepis pygmaea	2012	0	48	0	2	1	216	Insecta	Animalia
1320777	Plagiolepis pygmaea	2013	0	76	0	2	1	216	Insecta	Animalia
1320777	Plagiolepis pygmaea	2014	0	59	0	2	1	216	Insecta	Animalia
1320777	Plagiolepis pygmaea	2015	0	42	0	2	1	216	Insecta	Animalia
1320777	Plagiolepis pygmaea	2016	0	73	0	2	1	216	Insecta	Animalia
1320777	Plagiolepis pygmaea	2017	0	103	0	2	1	216	Insecta	Animalia
1323402	Tetramorium bicarinatum	2004	2	1	2	1	1	216	Insecta	Animalia
1323402	Tetramorium bicarinatum	2005	2	0	2	0	1	216	Insecta	Animalia
1323402	Tetramorium bicarinatum	2006	0	0	0	0	1	216	Insecta	Animalia
1323402	Tetramorium bicarinatum	2007	0	2	0	2	1	216	Insecta	Animalia
1323402	Tetramorium bicarinatum	2008	2	2	2	2	1	216	Insecta	Animalia
1323402	Tetramorium bicarinatum	2009	0	0	0	0	1	216	Insecta	Animalia
1323402	Tetramorium bicarinatum	2010	0	4	0	2	1	216	Insecta	Animalia
1323402	Tetramorium bicarinatum	2011	0	2	0	1	1	216	Insecta	Animalia
1323402	Tetramorium bicarinatum	2012	0	0	0	0	1	216	Insecta	Animalia
1323402	Tetramorium bicarinatum	2013	0	0	0	0	1	216	Insecta	Animalia
1323402	Tetramorium bicarinatum	2014	0	0	0	0	1	216	Insecta	Animalia
1323402	Tetramorium bicarinatum	2015	0	0	0	0	1	216	Insecta	Animalia
1323402	Tetramorium bicarinatum	2016	0	0	0	0	1	216	Insecta	Animalia
1323402	Tetramorium bicarinatum	2017	0	0	0	0	1	216	Insecta	Animalia
1325561	Paratrechina longicornis	2010	2	11	2	2	1	216	Insecta	Animalia
1325561	Paratrechina longicornis	2011	0	5	0	2	1	216	Insecta	Animalia
1325561	Paratrechina longicornis	2012	0	5	0	2	1	216	Insecta	Animalia
1325561	Paratrechina longicornis	2013	0	6	0	2	1	216	Insecta	Animalia
1325561	Paratrechina longicornis	2014	0	12	0	2	1	216	Insecta	Animalia
1325561	Paratrechina longicornis	2015	0	8	0	2	1	216	Insecta	Animalia
1325561	Paratrechina longicornis	2016	0	8	0	2	1	216	Insecta	Animalia
1325561	Paratrechina longicornis	2017	0	9	0	2	1	216	Insecta	Animalia
1326634	Hypoponera punctatissima	1986	1	10	1	7	1	216	Insecta	Animalia
1326634	Hypoponera punctatissima	1987	0	20	0	13	1	216	Insecta	Animalia
1326634	Hypoponera punctatissima	1988	0	34	0	16	1	216	Insecta	Animalia
1326634	Hypoponera punctatissima	1989	0	40	0	15	1	216	Insecta	Animalia
1326634	Hypoponera punctatissima	1990	0	43	0	23	1	216	Insecta	Animalia
1326634	Hypoponera punctatissima	1991	0	99	0	22	1	216	Insecta	Animalia
1326634	Hypoponera punctatissima	1992	0	263	0	30	1	216	Insecta	Animalia
1326634	Hypoponera punctatissima	1993	0	158	0	31	1	216	Insecta	Animalia
1326634	Hypoponera punctatissima	1994	7	107	7	27	1	216	Insecta	Animalia
1326634	Hypoponera punctatissima	1995	3	133	3	32	1	216	Insecta	Animalia
1326634	Hypoponera punctatissima	1996	0	64	0	18	1	216	Insecta	Animalia
1326634	Hypoponera punctatissima	1997	6	83	6	21	1	216	Insecta	Animalia
1326634	Hypoponera punctatissima	1998	8	97	6	10	1	216	Insecta	Animalia
1326634	Hypoponera punctatissima	1999	0	90	0	17	1	216	Insecta	Animalia
1326634	Hypoponera punctatissima	2000	0	151	0	18	1	216	Insecta	Animalia
1326634	Hypoponera punctatissima	2001	8	184	8	22	1	216	Insecta	Animalia
1326634	Hypoponera punctatissima	2002	0	110	0	26	1	216	Insecta	Animalia
1326634	Hypoponera punctatissima	2003	2	195	2	26	1	216	Insecta	Animalia
1326634	Hypoponera punctatissima	2004	0	189	0	30	1	216	Insecta	Animalia
1326634	Hypoponera punctatissima	2005	3	187	3	28	1	216	Insecta	Animalia
1326634	Hypoponera punctatissima	2006	1	297	1	35	1	216	Insecta	Animalia
1326634	Hypoponera punctatissima	2007	9	284	9	42	1	216	Insecta	Animalia
1326634	Hypoponera punctatissima	2008	2	317	2	45	1	216	Insecta	Animalia
1326634	Hypoponera punctatissima	2009	3	474	3	52	1	216	Insecta	Animalia
1326634	Hypoponera punctatissima	2010	1	401	1	46	1	216	Insecta	Animalia
1326634	Hypoponera punctatissima	2011	5	362	5	47	1	216	Insecta	Animalia
1326634	Hypoponera punctatissima	2012	1	418	1	42	1	216	Insecta	Animalia
1326634	Hypoponera punctatissima	2013	0	501	0	46	1	216	Insecta	Animalia
1326634	Hypoponera punctatissima	2014	0	720	0	45	1	216	Insecta	Animalia
1326634	Hypoponera punctatissima	2015	1	677	1	43	1	216	Insecta	Animalia
1326634	Hypoponera punctatissima	2016	0	853	0	44	1	216	Insecta	Animalia
1326634	Hypoponera punctatissima	2017	1	972	1	43	1	216	Insecta	Animalia
1421095	Ctenolepisma lineata	2009	1	29	1	2	1	216	Insecta	Animalia
1421095	Ctenolepisma lineata	2010	0	52	0	2	1	216	Insecta	Animalia
1421095	Ctenolepisma lineata	2011	0	43	0	2	1	216	Insecta	Animalia
1421095	Ctenolepisma lineata	2012	1	16	1	2	1	216	Insecta	Animalia
1421095	Ctenolepisma lineata	2013	1	26	1	2	1	216	Insecta	Animalia
1421095	Ctenolepisma lineata	2014	0	29	0	2	1	216	Insecta	Animalia
1421095	Ctenolepisma lineata	2015	0	48	0	2	1	216	Insecta	Animalia
1421095	Ctenolepisma lineata	2016	0	75	0	2	1	216	Insecta	Animalia
1421095	Ctenolepisma lineata	2017	1	72	1	2	1	216	Insecta	Animalia
1421105	Thermobia domestica	2014	1	40	1	1	1	216	Insecta	Animalia
1421105	Thermobia domestica	2015	0	18	0	1	1	216	Insecta	Animalia
1421105	Thermobia domestica	2016	0	22	0	1	1	216	Insecta	Animalia
1421105	Thermobia domestica	2017	0	36	0	1	1	216	Insecta	Animalia
1450317	Telmatogeton japonicus	2009	1	139	1	6	1	216	Insecta	Animalia
1450317	Telmatogeton japonicus	2010	0	49	0	5	1	216	Insecta	Animalia
1450317	Telmatogeton japonicus	2011	0	32	0	6	1	216	Insecta	Animalia
1450317	Telmatogeton japonicus	2012	0	39	0	6	1	216	Insecta	Animalia
1450317	Telmatogeton japonicus	2013	1	56	1	6	1	216	Insecta	Animalia
1450317	Telmatogeton japonicus	2014	0	63	0	6	1	216	Insecta	Animalia
1450317	Telmatogeton japonicus	2015	3	43	3	6	1	216	Insecta	Animalia
1450317	Telmatogeton japonicus	2016	2	65	1	6	1	216	Insecta	Animalia
1450317	Telmatogeton japonicus	2017	2	123	2	6	1	216	Insecta	Animalia
1651430	Aedes albopictus	2010	1	6	1	1	1	216	Insecta	Animalia
1651430	Aedes albopictus	2011	0	4	0	1	1	216	Insecta	Animalia
1651430	Aedes albopictus	2012	0	8	0	1	1	216	Insecta	Animalia
1651430	Aedes albopictus	2013	0	11	0	2	1	216	Insecta	Animalia
1651430	Aedes albopictus	2014	0	11	0	1	1	216	Insecta	Animalia
1651430	Aedes albopictus	2015	0	6	0	1	1	216	Insecta	Animalia
1651430	Aedes albopictus	2016	0	27	0	1	1	216	Insecta	Animalia
1651430	Aedes albopictus	2017	1	57	1	1	1	216	Insecta	Animalia
1652150	Aedes koreicus	2008	4	52	3	11	1	216	Insecta	Animalia
1652150	Aedes koreicus	2009	31	287	7	11	1	216	Insecta	Animalia
1652150	Aedes koreicus	2010	2	49	2	11	1	216	Insecta	Animalia
1652150	Aedes koreicus	2011	0	44	0	11	1	216	Insecta	Animalia
1652150	Aedes koreicus	2012	42	184	10	11	1	216	Insecta	Animalia
1652150	Aedes koreicus	2013	0	101	0	11	1	216	Insecta	Animalia
1652150	Aedes koreicus	2014	0	115	0	11	1	216	Insecta	Animalia
1652150	Aedes koreicus	2015	0	94	0	11	1	216	Insecta	Animalia
1652150	Aedes koreicus	2016	0	196	0	11	1	216	Insecta	Animalia
1652150	Aedes koreicus	2017	0	116	0	11	1	216	Insecta	Animalia
1652212	Aedes japonicus	2007	5	16	3	7	1	216	Insecta	Animalia
1652212	Aedes japonicus	2008	0	1	0	1	1	216	Insecta	Animalia
1652212	Aedes japonicus	2009	17	79	7	9	1	216	Insecta	Animalia
1652212	Aedes japonicus	2010	0	9	0	5	1	216	Insecta	Animalia
1652212	Aedes japonicus	2011	0	6	0	4	1	216	Insecta	Animalia
1652212	Aedes japonicus	2012	61	141	11	11	1	216	Insecta	Animalia
1652212	Aedes japonicus	2013	0	7	0	2	1	216	Insecta	Animalia
1652212	Aedes japonicus	2014	0	0	0	0	1	216	Insecta	Animalia
1652212	Aedes japonicus	2015	0	0	0	0	1	216	Insecta	Animalia
1652212	Aedes japonicus	2016	0	8	0	2	1	216	Insecta	Animalia
1652212	Aedes japonicus	2017	0	0	0	0	1	216	Insecta	Animalia
1690429	Meconema meridionale	1995	1	2634	1	479	1	216	Insecta	Animalia
1690429	Meconema meridionale	1996	0	1205	0	311	1	216	Insecta	Animalia
1690429	Meconema meridionale	1997	2	1915	2	299	1	216	Insecta	Animalia
1690429	Meconema meridionale	1998	0	2895	0	279	1	216	Insecta	Animalia
1690429	Meconema meridionale	1999	0	2289	0	324	1	216	Insecta	Animalia
1690429	Meconema meridionale	2000	3	3530	3	342	1	216	Insecta	Animalia
1690429	Meconema meridionale	2001	1	2308	1	286	1	216	Insecta	Animalia
1690429	Meconema meridionale	2002	3	2717	3	431	1	216	Insecta	Animalia
1690429	Meconema meridionale	2003	0	6212	0	483	1	216	Insecta	Animalia
1690429	Meconema meridionale	2004	13	5066	10	487	1	216	Insecta	Animalia
1690429	Meconema meridionale	2005	82	8744	43	510	1	216	Insecta	Animalia
