taxonKey	year	obs	native_obs	ncells	native_ncells	fit	ucl	lcl	em1	em2	em	em_status	growth	method
1718308	1955	0	17	0	11	0.13088812478025838	0.7339736325574973	0.02334103086073796	1	-1	2	2	1.0562340971026871	correct_baseline
1718308	1956	0	26	0	10	0.1464627654768703	0.756794623282424	0.028344997455310137	1	-1	2	2	1.0559874024593758	correct_baseline
1718308	1957	0	10	0	9	0.16363039902743384	0.7809292445342929	0.034285958264816216	1	-1	2	2	1.0557366552920713	correct_baseline
1718308	1958	0	11	0	9	0.1825200266980198	0.8064722485559315	0.04130775758929969	1	-1	2	2	1.0554815523339975	correct_baseline
1718308	1959	0	12	0	8	0.20326697898984308	0.8335281350827353	0.04956937025713734	1	-1	2	2	1.0552217604995846	correct_baseline
1718308	1960	2	13	2	11	0.22601273789952359	0.8622124729144134	0.0592449764965408	1	-1	2	2	1.0549569133666807	correct_baseline
1718308	1961	0	26	0	13	0.2509046872703502	0.8926534342864266	0.07052363176595634	1	-1	2	2	1.0546866071795598	correct_baseline
1718308	1962	2	20	2	16	0.27809578557533815	0.9249935750897191	0.08360843581779819	1	-1	2	2	1.054410396322852	correct_baseline
1718308	1963	0	15	0	10	0.30774415574415487	0.9593918961963966	0.0987150983556936	1	-1	2	2	1.054127788084687	correct_baseline
1718308	1964	0	24	0	19	0.3400125870197455	0.9960262214119433	0.11606979499794295	1	-1	2	2	1.0538382366617849	correct_baseline
1718308	1965	0	29	0	20	0.3750679443124654	1.0350959243267026	0.13590620883014673	1	-1	2	2	1.0535411362291573	correct_baseline
1718308	1966	0	28	0	16	0.4130804811143011	1.07682502723872	0.1584616623511988	1	-1	2	2	1.0532358129344213	correct_baseline
1718308	1967	0	26	0	18	0.45422305274649705	1.1214656770085778	0.1839722658268827	1	-1	2	2	1.0529215156488987	correct_baseline
1718308	1968	0	34	0	16	0.49867022754221124	1.1693019706135226	0.2126670458842421	1	-1	2	2	1.052597405279046	correct_baseline
1718308	1969	0	58	0	25	0.5465972945114694	1.2206540514943955	0.24476107870324781	1	-1	2	2	1.0522625424317824	correct_baseline
1718308	1970	0	100	0	46	0.5981791670964975	1.2758823199412452	0.2804477422061442	1	-1	2	2	1.0519158731849731	correct_baseline
1718308	1971	0	118	0	44	0.6535891837971501	1.3353914906603548	0.31989032741655693	1	-1	2	2	1.0515562127223734	correct_baseline
1718308	1972	0	28	0	21	0.7129978077220224	1.3996340854926916	0.36321341348117975	1	-1	2	2	1.051182226509084	correct_baseline
1718308	1973	0	37	0	25	0.7765712284919307	1.4691127742142895	0.410494608382938	1	-1	2	2	1.0507924087424698	correct_baseline
1718308	1974	0	49	0	24	0.8444698713773547	1.5443807914202434	0.461757467864048	1	-1	2	2	1.0503850577503608	correct_baseline
1718308	1975	0	23	0	18	0.9168468200762192	1.626039504734991	0.5169665860122359	1	-1	2	2	1.0499582480660643	correct_baseline
1718308	1976	0	30	0	20	0.993846161116722	1.7147321568799019	0.5760259338482943	1	-1	2	2	1.0495097989684956	correct_baseline
1718308	1977	0	58	0	24	1.075601259483013	1.8111329381068315	0.6387814196625261	1	-1	2	2	1.0490372394185628	correct_baseline
1718308	1978	0	46	0	23	1.1622329766884465	1.9159309457710345	0.705028276245356	1	-1	2	2	1.0485377695699742	correct_baseline
1718308	1979	2	39	2	19	1.253847844138775	2.0298092807359245	0.774523218103261	1	-1	2	2	1.048008219437846	correct_baseline
1718308	1980	4	108	4	18	1.3505362062111819	2.1534204372386574	0.8470004337035785	1	-1	2	2	1.0474450059238039	correct_baseline
1718308	1981	1	60	1	19	1.4523703489980386	2.2873600576632303	0.9221895886402902	1	-1	2	2	1.0468440903165481	correct_baseline
1718308	1982	0	25	0	17	1.5594026320991687	2.4321417581097484	0.999833402345656	1	-1	2	2	1.0462009396623646	correct_baseline
1718308	1983	1	56	1	34	1.6716636421648556	2.5881758330228357	1.079702274042219	1	-1	2	2	1.0455104970987408	correct_baseline
1718308	1984	2	76	2	48	1.7891603880652422	2.7557541388664752	1.161603950466523	1	-1	2	2	1.0447671683748263	correct_baseline
1718308	1985	4	91	4	27	1.9118745585616481	2.9350424943371665	1.2453871910637468	1	-1	2	2	1.043964834130733	correct_baseline
1718308	1986	2	71	2	42	2.0397608641540126	3.1260808414688324	1.3309394714755354	1	-1	2	2	1.04309689981577	correct_baseline
1718308	1987	3	59	3	40	2.1727454853496813	3.3287905200693984	1.418179640817111	1	-1	2	2	1.0421563965048202	correct_baseline
1718308	1988	3	104	3	44	2.3107246499175433	3.542987512442146	1.5070469170398304	1	-1	2	2	1.0411361453427863	correct_baseline
