scientificName,n_prot_areas,mean_coverage,speciesKey,kingdom,phylum,order,class,genus,family,species,rank,includes
Anaphalis margaritacea (L.) Benth. & Hook.f.,6,,4926336,Plantae,Tracheophyta,Asterales,Magnoliopsida,Anaphalis,Asteraceae,Anaphalis margaritacea,SPECIES,4926336: Anaphalis margaritacea (L.) Benth. & Hook.f.
"Anas cyanoptera Vieillot, 1816",6,,2498139,Animalia,Chordata,Anseriformes,Aves,Anas,Anatidae,Anas cyanoptera,SPECIES,"2498139: Anas cyanoptera Vieillot, 1816 | 9345027: Spatula cyanoptera (Vieillot, 1816)"
Artemisia princeps Pamp.,6,,3121258,Plantae,Tracheophyta,Asterales,Magnoliopsida,Artemisia,Asteraceae,Artemisia princeps,SPECIES,3121258: Artemisia princeps Pamp.
Astrantia major L.,6,,3034915,Plantae,Tracheophyta,Apiales,Magnoliopsida,Astrantia,Apiaceae,Astrantia major,SPECIES,3034915: Astrantia major L.
Atriplex hortensis L.,6,,3083761,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Atriplex,Amaranthaceae,Atriplex hortensis,SPECIES,3083761: Atriplex hortensis L. | 4925989: Atriplex hortensis var. rubra L.
"Austrominius modestus (Darwin, 1854)",6,,2115769,Animalia,Arthropoda,Sessilia,Maxillopoda,Austrominius,Austrobalanidae,Austrominius modestus,SPECIES,"2115769: Austrominius modestus (Darwin, 1854)"
Cardamine corymbosa Hook.f.,6,,3046015,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Cardamine,Brassicaceae,Cardamine corymbosa,SPECIES,3046015: Cardamine corymbosa Hook.f.
Cenchrus alopecuroides Thunb.,6,,5671747,Plantae,Tracheophyta,Poales,Liliopsida,Cenchrus,Poaceae,Cenchrus alopecuroides,SPECIES,2706156: Pennisetum alopecuroides (L.) Spreng.
Cenchrus flaccidus (Griseb.) Morrone,6,,5828216,Plantae,Tracheophyta,Poales,Liliopsida,Cenchrus,Poaceae,Cenchrus flaccidus,SPECIES,2706137: Pennisetum flaccidum Griseb.
Cotula australis Hook.f.,6,,8542672,Plantae,Tracheophyta,Asterales,Magnoliopsida,Cotula,Asteraceae,Cotula australis,SPECIES,8542672: Cotula australis Hook.f.
Cyrtomium fortunei J.Sm.,6,,2650827,Plantae,Tracheophyta,Polypodiales,Polypodiopsida,Cyrtomium,Dryopteridaceae,Cyrtomium fortunei,SPECIES,2650827: Cyrtomium fortunei J.Sm.
Dittrichia graveolens (L.) Greuter,6,,3101193,Plantae,Tracheophyta,Asterales,Magnoliopsida,Dittrichia,Asteraceae,Dittrichia graveolens,SPECIES,3101193: Dittrichia graveolens (L.) Greuter
Echinochloa frumentacea Link,6,,2702822,Plantae,Tracheophyta,Poales,Liliopsida,Echinochloa,Poaceae,Echinochloa frumentacea,SPECIES,2702822: Echinochloa frumentacea Link
"Ensis leei M.Huber, 2015",6,,8485639,Animalia,Mollusca,Adapedonta,Bivalvia,Ensis,Pharidae,Ensis leei,SPECIES,"8485639: Ensis leei M.Huber, 2015"
Eragrostis curvula Nees,6,,2705378,Plantae,Tracheophyta,Poales,Liliopsida,Eragrostis,Poaceae,Eragrostis curvula,SPECIES,2705378: Eragrostis curvula Nees
Euphorbia characias L.,6,,3067353,Plantae,Tracheophyta,Malpighiales,Magnoliopsida,Euphorbia,Euphorbiaceae,Euphorbia characias,SPECIES,3067353: Euphorbia characias L. | 3067369: Euphorbia characias subsp. wulfenii (Hoppe ex W.D.J.Koch) Radcl.-Sm. | 7225838: Euphorbia characias subsp. characias
"Hypoponera punctatissima (Roger, 1859)",6,,1326634,Animalia,Arthropoda,Hymenoptera,Insecta,Hypoponera,Formicidae,Hypoponera punctatissima,SPECIES,"1326634: Hypoponera punctatissima (Roger, 1859)"
Impatiens capensis Meerb.,6,,2891774,Plantae,Tracheophyta,Ericales,Magnoliopsida,Impatiens,Balsaminaceae,Impatiens capensis,SPECIES,2891774: Impatiens capensis Meerb.
Lappula squarrosa Dumort.,6,,2925756,Plantae,Tracheophyta,Boraginales,Magnoliopsida,Lappula,Boraginaceae,Lappula squarrosa,SPECIES,2925756: Lappula squarrosa Dumort. | 8266202: Lappula echinata Fritsch
"Leiothrix lutea (Scopoli, 1786)",6,,5231398,Animalia,Chordata,Passeriformes,Aves,Leiothrix,Leiothrichidae,Leiothrix lutea,SPECIES,"5231398: Leiothrix lutea (Scopoli, 1786)"
Lepidium sativum L.,6,,5376565,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Lepidium,Brassicaceae,Lepidium sativum,SPECIES,5376565: Lepidium sativum L.
Ludwigia peploides (Kunth) P.H.Raven,6,,5420991,Plantae,Tracheophyta,Myrtales,Magnoliopsida,Ludwigia,Onagraceae,Ludwigia peploides,SPECIES,5420991: Ludwigia peploides (Kunth) P.H.Raven
Lupinus luteus L.,6,,2963817,Plantae,Tracheophyta,Fabales,Magnoliopsida,Lupinus,Fabaceae,Lupinus luteus,SPECIES,2963817: Lupinus luteus L.
Lysichiton americanus Hultén & H.St.John,6,,2869311,Plantae,Tracheophyta,Alismatales,Liliopsida,Lysichiton,Araceae,Lysichiton americanus,SPECIES,2869311: Lysichiton americanus Hultén & H.St.John
Parthenocissus tricuspidata Planch.,6,,3039209,Plantae,Tracheophyta,Vitales,Magnoliopsida,Parthenocissus,Vitaceae,Parthenocissus tricuspidata,SPECIES,3039209: Parthenocissus tricuspidata Planch.
"Petricolaria pholadiformis (Lamarck, 1818)",6,,2287615,Animalia,Mollusca,Venerida,Bivalvia,Petricolaria,Veneridae,Petricolaria pholadiformis,SPECIES,"2287615: Petricolaria pholadiformis (Lamarck, 1818) | 8180054: Petricola pholadiformis Lamarck, 1818"
Picea omorika (Pančić) Purk.,6,,5284950,Plantae,Tracheophyta,Pinales,Pinopsida,Picea,Pinaceae,Picea omorika,SPECIES,5284950: Picea omorika (Pančić) Purk.
Polemonium caeruleum L.,6,,2927850,Plantae,Tracheophyta,Ericales,Magnoliopsida,Polemonium,Polemoniaceae,Polemonium caeruleum,SPECIES,2927850: Polemonium caeruleum L.
"Prokelisia marginata (Van Duzee, 1897)",6,,2053954,Animalia,Arthropoda,Hemiptera,Insecta,Prokelisia,Delphacidae,Prokelisia marginata,SPECIES,"2053954: Prokelisia marginata (Van Duzee, 1897)"
Rheum rhabarbarum L.,6,,2888867,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Rheum,Polygonaceae,Rheum rhabarbarum,SPECIES,2888867: Rheum rhabarbarum L. | 4038039: Rheum ×cultorum Thorsrud & Reisaeter
Rosa glauca Pourr.,6,,3003709,Plantae,Tracheophyta,Rosales,Magnoliopsida,Rosa,Rosaceae,Rosa glauca,SPECIES,3003709: Rosa glauca Pourr.
Ruscus aculeatus L.,6,,2769766,Plantae,Tracheophyta,Asparagales,Liliopsida,Ruscus,Asparagaceae,Ruscus aculeatus,SPECIES,2769766: Ruscus aculeatus L.
Sedum hispanicum L.,6,,5361982,Plantae,Tracheophyta,Saxifragales,Magnoliopsida,Sedum,Crassulaceae,Sedum hispanicum,SPECIES,5361982: Sedum hispanicum L.
Sedum sarmentosum Bunge,6,,5362004,Plantae,Tracheophyta,Saxifragales,Magnoliopsida,Sedum,Crassulaceae,Sedum sarmentosum,SPECIES,5362004: Sedum sarmentosum Bunge
Sempervivum tectorum L.,6,,2985949,Plantae,Tracheophyta,Saxifragales,Magnoliopsida,Sempervivum,Crassulaceae,Sempervivum tectorum,SPECIES,2985949: Sempervivum tectorum L.
Senecio squalidus L.,6,,3109117,Plantae,Tracheophyta,Asterales,Magnoliopsida,Senecio,Asteraceae,Senecio squalidus,SPECIES,3109117: Senecio squalidus L.
Sisyrinchium montanum Greene,6,,5296178,Plantae,Tracheophyta,Asparagales,Liliopsida,Sisyrinchium,Iridaceae,Sisyrinchium montanum,SPECIES,5296178: Sisyrinchium montanum Greene
Solanum sarrachoides Sendtn.,6,,2930805,Plantae,Tracheophyta,Solanales,Magnoliopsida,Solanum,Solanaceae,Solanum sarrachoides,SPECIES,2930805: Solanum sarrachoides Sendtn.
Staphylea pinnata L.,6,,3686235,Plantae,Tracheophyta,Crossosomatales,Magnoliopsida,Staphylea,Staphyleaceae,Staphylea pinnata,SPECIES,3686235: Staphylea pinnata L.
Sutera cordata Kuntze,6,,3728734,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Sutera,Scrophulariaceae,Sutera cordata,SPECIES,3728734: Sutera cordata Kuntze | 5561475: Chaenostoma cordatum Benth.
Tamarix gallica L.,6,,8380575,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Tamarix,Tamaricaceae,Tamarix gallica,SPECIES,8380575: Tamarix gallica L.
"Telmatogeton japonicus Tokunaga, 1933",6,,1450317,Animalia,Arthropoda,Diptera,Insecta,Telmatogeton,Chironomidae,Telmatogeton japonicus,SPECIES,"1450317: Telmatogeton japonicus Tokunaga, 1933"
Thymus vulgaris L.,6,,5341442,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Thymus,Lamiaceae,Thymus vulgaris,SPECIES,5341442: Thymus vulgaris L.
Veronica spicata L.,6,,3172059,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Veronica,Plantaginaceae,Veronica spicata,SPECIES,3172059: Veronica spicata L.
Viburnum tinus L.,6,,2888585,Plantae,Tracheophyta,Dipsacales,Magnoliopsida,Viburnum,Adoxaceae,Viburnum tinus,SPECIES,2888585: Viburnum tinus L.
Viola ×wittrockiana Kappert,6,,7901652,Plantae,Tracheophyta,Malpighiales,Magnoliopsida,Viola,Violaceae,Viola wittrockiana,SPECIES,7901652: Viola ×wittrockiana Kappert
Acer palmatum C.P.Thunberg ex A.Murray,5,,7912328,Plantae,Tracheophyta,Sapindales,Magnoliopsida,Acer,Sapindaceae,Acer palmatum,SPECIES,3189882: Acer palmatum Thunb. | 7912328: Acer palmatum C.P.Thunberg ex A.Murray
Ambrosia psilostachya DC.,5,,3110686,Plantae,Tracheophyta,Asterales,Magnoliopsida,Ambrosia,Asteraceae,Ambrosia psilostachya,SPECIES,3110686: Ambrosia psilostachya DC. | 3110689: Ambrosia coronopifolia Torr. & A.Gray
Amsinckia lycopsoides Lehm. ex Fisch. & C.A.Mey.,5,,8386733,Plantae,Tracheophyta,Boraginales,Magnoliopsida,Amsinckia,Boraginaceae,Amsinckia lycopsoides,SPECIES,8386733: Amsinckia lycopsoides Lehm. ex Fisch. & C.A.Mey.
"Anas undulata C.F.Dubois, 1839",5,,2498156,Animalia,Chordata,Anseriformes,Aves,Anas,Anatidae,Anas undulata,SPECIES,"2498156: Anas undulata C.F.Dubois, 1839"
"Ara ararauna (Linnaeus, 1758)",5,,5959231,Animalia,Chordata,Psittaciformes,Aves,Ara,Psittacidae,Ara ararauna,SPECIES,"5959231: Ara ararauna (Linnaeus, 1758)"
Arundo donax L.,5,,2703041,Plantae,Tracheophyta,Poales,Liliopsida,Arundo,Poaceae,Arundo donax,SPECIES,2703041: Arundo donax L.
Barbarea verna (Mill.) Asch.,5,,5374672,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Barbarea,Brassicaceae,Barbarea verna,SPECIES,5374672: Barbarea verna (Mill.) Asch.
Camelina sativa Crantz,5,,9073641,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Camelina,Brassicaceae,Camelina sativa,SPECIES,3042435: Camelina sativa subsp. sativa | 9073641: Camelina sativa Crantz
"Cervus nippon Temminck, 1838",5,,2440954,Animalia,Chordata,Artiodactyla,Mammalia,Cervus,Cervidae,Cervus nippon,SPECIES,"2440954: Cervus nippon Temminck, 1838"
Chenopodium berlandieri Moq.,5,,3083920,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Chenopodium,Amaranthaceae,Chenopodium berlandieri,SPECIES,3083920: Chenopodium berlandieri Moq.
Cichorium endivia L.,5,,5392243,Plantae,Tracheophyta,Asterales,Magnoliopsida,Cichorium,Asteraceae,Cichorium endivia,SPECIES,5392243: Cichorium endivia L.
Clinopodium menthifolium (Host) Stace,5,,3883897,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Clinopodium,Lamiaceae,Clinopodium menthifolium,SPECIES,3883897: Clinopodium menthifolium (Host) Stace | 3888200: Clinopodium ascendens (Jord.) Samp. | 5610623: Calamintha ascendens Jord. | 7309177: Calamintha menthifolia Host
"Cochlicella barbara (Linnaeus, 1758)",5,,2296807,Animalia,Mollusca,Stylommatophora,Gastropoda,Cochlicella,Geomitridae,Cochlicella barbara,SPECIES,"2296807: Cochlicella barbara (Linnaeus, 1758) | 9404693: Cochlicella ventricosa (Draparnaud, 1801)"
"Cordylophora caspia (Pallas, 1771)",5,,2266009,Animalia,Cnidaria,Anthoathecata,Hydrozoa,Cordylophora,Cordylophoridae,Cordylophora caspia,SPECIES,"2266009: Cordylophora caspia (Pallas, 1771)"
Cotoneaster divaricatus Rehder & E.H.Wilson,5,,3026334,Plantae,Tracheophyta,Rosales,Magnoliopsida,Cotoneaster,Rosaceae,Cotoneaster divaricatus,SPECIES,3026334: Cotoneaster divaricatus Rehder & E.H.Wilson
"Cydalima perspectalis (Walker, 1859)",5,,4532122,Animalia,Arthropoda,Lepidoptera,Insecta,Cydalima,Crambidae,Cydalima perspectalis,SPECIES,"4532122: Cydalima perspectalis (Walker, 1859)"
Deutzia scabra Thunb.,5,,2985965,Plantae,Tracheophyta,Cornales,Magnoliopsida,Deutzia,Hydrangeaceae,Deutzia scabra,SPECIES,2985965: Deutzia scabra Thunb.
Dipsacus laciniatus L.,5,,2888814,Plantae,Tracheophyta,Dipsacales,Magnoliopsida,Dipsacus,Caprifoliaceae,Dipsacus laciniatus,SPECIES,2888814: Dipsacus laciniatus L.
"Dreissena bugensis (Andrusov, 1897)",5,,2287073,Animalia,Mollusca,Myida,Bivalvia,Dreissena,Dreissenidae,Dreissena bugensis,SPECIES,"2287073: Dreissena bugensis (Andrusov, 1897) | 4371624: Dreissena rostriformis bugensis Andrusov, 1897"
Dysphania pumilio (R.Br.) Mosyakin & Clemants,5,,5568339,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Dysphania,Amaranthaceae,Dysphania pumilio,SPECIES,3083831: Chenopodium pumilio R.Br.
Elaeagnus multiflora Thunb.,5,,3039272,Plantae,Tracheophyta,Rosales,Magnoliopsida,Elaeagnus,Elaeagnaceae,Elaeagnus multiflora,SPECIES,3039272: Elaeagnus multiflora Thunb.
Erica carnea L.,5,,5682465,Plantae,Tracheophyta,Ericales,Magnoliopsida,Erica,Ericaceae,Erica carnea,SPECIES,7973745: Erica herbacea L.
"Eudocimus ruber (Linnaeus, 1758)",5,,5229204,Animalia,Chordata,Pelecaniformes,Aves,Eudocimus,Threskiornithidae,Eudocimus ruber,SPECIES,"5229204: Eudocimus ruber (Linnaeus, 1758)"
Euonymus japonicus Thunb.,5,,7102937,Plantae,Tracheophyta,Celastrales,Magnoliopsida,Euonymus,Celastraceae,Euonymus japonicus,SPECIES,7102937: Euonymus japonicus Thunb.
Euonymus latifolius Mill.,5,,7433196,Plantae,Tracheophyta,Celastrales,Magnoliopsida,Euonymus,Celastraceae,Euonymus latifolius,SPECIES,7433196: Euonymus latifolius Mill.
Euphorbia myrsinites L.,5,,3064669,Plantae,Tracheophyta,Malpighiales,Magnoliopsida,Euphorbia,Euphorbiaceae,Euphorbia myrsinites,SPECIES,3064669: Euphorbia myrsinites L.
Fagopyrum tataricum Gaertn.,5,,2889378,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Fagopyrum,Polygonaceae,Fagopyrum tataricum,SPECIES,2889378: Fagopyrum tataricum Gaertn.
Fraxinus ornus L.,5,,3172347,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Fraxinus,Oleaceae,Fraxinus ornus,SPECIES,3172347: Fraxinus ornus L.
"Haliaeetus leucocephalus (Linnaeus, 1766)",5,,2480446,Animalia,Chordata,Accipitriformes,Aves,Haliaeetus,Accipitridae,Haliaeetus leucocephalus,SPECIES,"2480446: Haliaeetus leucocephalus (Linnaeus, 1766)"
"Hemimysis anomala G.O.Sars, 1907",5,,2220312,Animalia,Arthropoda,Mysida,Malacostraca,Hemimysis,Mysidae,Hemimysis anomala,SPECIES,"2220312: Hemimysis anomala G.O.Sars, 1907"
"Hippolyte desmarestii Millet, 1831",5,,6454754,Animalia,Arthropoda,Decapoda,Malacostraca,Hippolyte,Hippolytidae,Hippolyte desmarestii,SPECIES,"4309705: Atyaephyra desmarestii (Millet, 1831)"
Jacobaea maritima (L.) Pelser & Meijden,5,,5388595,Plantae,Tracheophyta,Asterales,Magnoliopsida,Jacobaea,Asteraceae,Jacobaea maritima,SPECIES,3097222: Senecio cineraria DC. | 5388595: Jacobaea maritima (L.) Pelser & Meijden
"Jaera istri Veuille, 1979",5,,5177089,Animalia,Arthropoda,Isopoda,Malacostraca,Jaera,Janiridae,Jaera istri,SPECIES,"5177089: Jaera istri Veuille, 1979"
Laurus nobilis L.,5,,3034015,Plantae,Tracheophyta,Laurales,Magnoliopsida,Laurus,Lauraceae,Laurus nobilis,SPECIES,3034015: Laurus nobilis L.
Lonicera tatarica L.,5,,5334242,Plantae,Tracheophyta,Dipsacales,Magnoliopsida,Lonicera,Caprifoliaceae,Lonicera tatarica,SPECIES,5334242: Lonicera tatarica L.
Lupinus angustifolius L.,5,,2964025,Plantae,Tracheophyta,Fabales,Magnoliopsida,Lupinus,Fabaceae,Lupinus angustifolius,SPECIES,2964025: Lupinus angustifolius L.
Lythrum junceum Banks & Solander,5,,3988701,Plantae,Tracheophyta,Myrtales,Magnoliopsida,Lythrum,Lythraceae,Lythrum junceum,SPECIES,3988701: Lythrum junceum Banks & Solander
"Marmaronetta angustirostris (Ménétries, 1832)",5,,2498390,Animalia,Chordata,Anseriformes,Aves,Marmaronetta,Anatidae,Marmaronetta angustirostris,SPECIES,"2498390: Marmaronetta angustirostris (Ménétries, 1832)"
Mirabilis jalapa L.,5,,3086240,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Mirabilis,Nyctaginaceae,Mirabilis jalapa,SPECIES,3086240: Mirabilis jalapa L.
"Myiopsitta monachus (Boddaert, 1783)",5,,2479407,Animalia,Chordata,Psittaciformes,Aves,Myiopsitta,Psittacidae,Myiopsitta monachus,SPECIES,"2479407: Myiopsitta monachus (Boddaert, 1783)"
"Nemopsis bachei L.Agassiz, 1849",5,,2266561,Animalia,Cnidaria,Anthoathecata,Hydrozoa,Nemopsis,Bougainvilliidae,Nemopsis bachei,SPECIES,"2266561: Nemopsis bachei L.Agassiz, 1849"
"Nettapus auritus (Boddaert, 1783)",5,,2498313,Animalia,Chordata,Anseriformes,Aves,Nettapus,Anatidae,Nettapus auritus,SPECIES,"2498313: Nettapus auritus (Boddaert, 1783)"
Nicotiana tabacum L.,5,,2928774,Plantae,Tracheophyta,Solanales,Magnoliopsida,Nicotiana,Solanaceae,Nicotiana tabacum,SPECIES,2928774: Nicotiana tabacum L.
Oenothera oakesiana Robbins ex S.Watson,5,,3188884,Plantae,Tracheophyta,Myrtales,Magnoliopsida,Oenothera,Onagraceae,Oenothera oakesiana,SPECIES,3188884: Oenothera oakesiana Robbins ex S.Watson
Oenothera subterminalis R.R.Gates,5,,3664677,Plantae,Tracheophyta,Myrtales,Magnoliopsida,Oenothera,Onagraceae,Oenothera subterminalis,SPECIES,3664677: Oenothera subterminalis R.R.Gates
Oenothera victorinii R.R.Gates & Catches.,5,,7322143,Plantae,Tracheophyta,Myrtales,Magnoliopsida,Oenothera,Onagraceae,Oenothera victorinii,SPECIES,7322143: Oenothera victorinii R.R.Gates & Catches.
Onoclea sensibilis L.,5,,2650903,Plantae,Tracheophyta,Polypodiales,Polypodiopsida,Onoclea,Onocleaceae,Onoclea sensibilis,SPECIES,2650903: Onoclea sensibilis L.
Papaver setiferum Goldblatt,5,,8342911,Plantae,Tracheophyta,Ranunculales,Magnoliopsida,Papaver,Papaveraceae,Papaver setiferum,SPECIES,2888438: Papaver pseudoorientale (Fedde) Medw.
Passiflora caerulea L.,5,,2874199,Plantae,Tracheophyta,Malpighiales,Magnoliopsida,Passiflora,Passifloraceae,Passiflora caerulea,SPECIES,2874199: Passiflora caerulea L.
Petrorhagia saxifraga Link,5,,3085623,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Petrorhagia,Caryophyllaceae,Petrorhagia saxifraga,SPECIES,3085623: Petrorhagia saxifraga Link
Petunia punctata Paxton,5,,3802845,Plantae,Tracheophyta,Solanales,Magnoliopsida,Petunia,Solanaceae,Petunia punctata,SPECIES,3802845: Petunia punctata Paxton | 3802845: Petunia x punctata Paxton
"Phoeniconaias minor (É.Geoffroy Saint-Hilaire, 1798)",5,,2481104,Animalia,Chordata,Phoenicopteriformes,Aves,Phoeniconaias,Phoenicopteridae,Phoeniconaias minor,SPECIES,"2481104: Phoeniconaias minor (É.Geoffroy Saint-Hilaire, 1798)"
"Pimephales promelas Rafinesque, 1820",5,,2367742,Animalia,Chordata,Cypriniformes,Actinopterygii,Pimephales,Cyprinidae,Pimephales promelas,SPECIES,"2367742: Pimephales promelas Rafinesque, 1820"
Pinus wallichiana A.B.Jacks.,5,,5285074,Plantae,Tracheophyta,Pinales,Pinopsida,Pinus,Pinaceae,Pinus wallichiana,SPECIES,5285074: Pinus wallichiana A.B.Jacks.
"Pontastacus leptodactylus (Eschscholtz, 1823)",5,,8946295,Animalia,Arthropoda,Decapoda,Malacostraca,Pontastacus,Astacidae,Pontastacus leptodactylus,SPECIES,"4417551: Astacus leptodactylus Eschscholtz, 1823 | 8946295: Pontastacus leptodactylus (Eschscholtz, 1823)"
"Ponticola kessleri (Günther, 1861)",5,,4285968,Animalia,Chordata,Perciformes,Actinopterygii,Ponticola,Gobiidae,Ponticola kessleri,SPECIES,"2379062: Neogobius kessleri (Günther, 1861) | 4285968: Ponticola kessleri (Günther, 1861)"
Pyracantha coccinea Roem.,5,,9540191,Plantae,Tracheophyta,Rosales,Magnoliopsida,Pyracantha,Rosaceae,Pyracantha coccinea,SPECIES,9540191: Pyracantha coccinea Roem.
Reseda alba L.,5,,3040254,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Reseda,Resedaceae,Reseda alba,SPECIES,3040254: Reseda alba L.
"Rhithropanopeus harrisii (Gould, 1841)",5,,2227663,Animalia,Arthropoda,Decapoda,Malacostraca,Rhithropanopeus,Panopeidae,Rhithropanopeus harrisii,SPECIES,"2227663: Rhithropanopeus harrisii (Gould, 1841)"
Rorippa austriaca (Crantz) Besser,5,,3053406,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Rorippa,Brassicaceae,Rorippa austriaca,SPECIES,3053406: Rorippa austriaca (Crantz) Besser
Rubus cockburnianus Hemsl.,5,,2994120,Plantae,Tracheophyta,Rosales,Magnoliopsida,Rubus,Rosaceae,Rubus cockburnianus,SPECIES,2994120: Rubus cockburnianus Hemsl.
Rudbeckia laciniata L.,5,,3114229,Plantae,Tracheophyta,Asterales,Magnoliopsida,Rudbeckia,Asteraceae,Rudbeckia laciniata,SPECIES,3114229: Rudbeckia laciniata L.
"Ruditapes philippinarum (Adams & Reeve, 1850)",5,,4372686,Animalia,Mollusca,Venerida,Bivalvia,Ruditapes,Veneridae,Ruditapes philippinarum,SPECIES,"4372686: Ruditapes philippinarum (Adams & Reeve, 1850)"
Salix acutifolia Willd.,5,,7645931,Plantae,Tracheophyta,Malpighiales,Magnoliopsida,Salix,Salicaceae,Salix acutifolia,SPECIES,7645931: Salix acutifolia Willd.
Salix daphnoides Vill.,5,,9153437,Plantae,Tracheophyta,Malpighiales,Magnoliopsida,Salix,Salicaceae,Salix daphnoides,SPECIES,9153437: Salix daphnoides Vill.
Salvia hispanica L.,5,,2926992,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Salvia,Lamiaceae,Salvia hispanica,SPECIES,2926992: Salvia hispanica L.
Satureja hortensis L.,5,,2926885,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Satureja,Lamiaceae,Satureja hortensis,SPECIES,2926885: Satureja hortensis L.
Saururus cernuus L.,5,,5384932,Plantae,Tracheophyta,Piperales,Magnoliopsida,Saururus,Saururaceae,Saururus cernuus,SPECIES,5384932: Saururus cernuus L.
Scilla luciliae (Boiss.) Speta,5,,2767271,Plantae,Tracheophyta,Asparagales,Liliopsida,Scilla,Asparagaceae,Scilla luciliae,SPECIES,2767272: Chionodoxa luciliae Boiss.
Sisymbrium loeselii L.,5,,3046875,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Sisymbrium,Brassicaceae,Sisymbrium loeselii,SPECIES,3046875: Sisymbrium loeselii L.
Skimmia japonica Thunb.,5,,7740617,Plantae,Tracheophyta,Sapindales,Magnoliopsida,Skimmia,Rutaceae,Skimmia japonica,SPECIES,7740617: Skimmia japonica Thunb.
Spiraea alba Du Roi,5,,3026585,Plantae,Tracheophyta,Rosales,Magnoliopsida,Spiraea,Rosaceae,Spiraea alba,SPECIES,3026585: Spiraea alba Du Roi
"Styela clava Herdman, 1881",5,,2331942,Animalia,Chordata,Stolidobranchia,Ascidiacea,Styela,Styelidae,Styela clava,SPECIES,"2331942: Styela clava Herdman, 1881"
Symphoricarpos orbiculatus Moench,5,,2888636,Plantae,Tracheophyta,Dipsacales,Magnoliopsida,Symphoricarpos,Caprifoliaceae,Symphoricarpos orbiculatus,SPECIES,2888636: Symphoricarpos orbiculatus Moench
"Tadorna tadornoides (Jardine & Selby, 1828)",5,,2498007,Animalia,Chordata,Anseriformes,Aves,Tadorna,Anatidae,Tadorna tadornoides,SPECIES,"2498007: Tadorna tadornoides (Jardine & Selby, 1828)"
"Tadorna variegata (Gmelin, 1789)",5,,2498011,Animalia,Chordata,Anseriformes,Aves,Tadorna,Anatidae,Tadorna variegata,SPECIES,"2498011: Tadorna variegata (Gmelin, 1789)"
Tamarix parviflora DC.,5,,2874706,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Tamarix,Tamaricaceae,Tamarix parviflora,SPECIES,2874706: Tamarix parviflora DC.
Thalia dealbata Fras.,5,,5303040,Plantae,Tracheophyta,Zingiberales,Liliopsida,Thalia,Marantaceae,Thalia dealbata,SPECIES,5303040: Thalia dealbata Fras.
Thalictrum aquilegifolium L.,5,,3033131,Plantae,Tracheophyta,Ranunculales,Magnoliopsida,Thalictrum,Ranunculaceae,Thalictrum aquilegifolium,SPECIES,3033131: Thalictrum aquilegifolium L.
"Trichoglossus haematodus (Linnaeus, 1771)",5,,2479686,Animalia,Chordata,Psittaciformes,Aves,Trichoglossus,Psittacidae,Trichoglossus haematodus,SPECIES,"2479686: Trichoglossus haematodus (Linnaeus, 1771) | 2479694: Trichoglossus moluccanus (Gmelin, 1788)"
Vaccaria hispanica (Miller) Rauschert,5,,3085320,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Vaccaria,Caryophyllaceae,Vaccaria hispanica,SPECIES,3085320: Vaccaria hispanica (Miller) Rauschert | 3085323: Saponaria vaccaria L.
"Acridotheres tristis (Linnaeus, 1766)",4,,2489005,Animalia,Chordata,Passeriformes,Aves,Acridotheres,Sturnidae,Acridotheres tristis,SPECIES,"2489005: Acridotheres tristis (Linnaeus, 1766)"
Agrostis castellana Boiss. & Reut.,4,,2706501,Plantae,Tracheophyta,Poales,Liliopsida,Agrostis,Poaceae,Agrostis castellana,SPECIES,2706501: Agrostis castellana Boiss. & Reut.
Allium macleanii Baker,4,,2857679,Plantae,Tracheophyta,Asparagales,Liliopsida,Allium,Amaryllidaceae,Allium macleanii,SPECIES,2857679: Allium macleanii Baker
Alnus pubescens Tausch,4,,2876571,Plantae,Tracheophyta,Fagales,Magnoliopsida,Alnus,Betulaceae,Alnus pubescens,SPECIES,2876571: Alnus pubescens Tausch
