scientificName,n_prot_areas,mean_coverage,speciesKey,kingdom,phylum,order,class,genus,family,species,rank,includes
"Branta leucopsis (Bechstein, 1803)",48,0.17968995833435383,5232464,Animalia,Chordata,Anseriformes,Aves,Branta,Anatidae,Branta leucopsis,SPECIES,"5232464: Branta leucopsis (Bechstein, 1803)"
Amelanchier lamarckii F.G.Schroed.,48,0.03360032111899981,3024109,Plantae,Tracheophyta,Rosales,Magnoliopsida,Amelanchier,Rosaceae,Amelanchier lamarckii,SPECIES,3024109: Amelanchier lamarckii F.G.Schroed.
Silene coronaria (L.) Clairv.,48,0.03165396099996999,5384741,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Silene,Caryophyllaceae,Silene coronaria,SPECIES,3085878: Lychnis coronaria (L.) Desr. | 5384741: Silene coronaria (L.) Clairv. | 7529453: Silene coronaria (L.) Clairv. ex Rchb.
Lupinus polyphyllus Lindl.,48,0.030149010420352042,2964355,Plantae,Tracheophyta,Fabales,Magnoliopsida,Lupinus,Fabaceae,Lupinus polyphyllus,SPECIES,2964355: Lupinus polyphyllus Lindl.
Populus balsamifera L.,47,0.047036348833330605,3040184,Plantae,Tracheophyta,Malpighiales,Magnoliopsida,Populus,Salicaceae,Populus balsamifera,SPECIES,3040184: Populus balsamifera L. | 3806052: Populus balsamifera subsp. trichocarpa (Torr. & A.Gray) Brayshaw | 6362904: Populus trichocarpa Torr. & Gray ex Hooker
"Arion vulgaris Moquin-Tandon, 1855",46,0.02970002319454887,7540164,Animalia,Mollusca,Stylommatophora,Gastropoda,Arion,Arionidae,Arion vulgaris,SPECIES,"7540164: Arion vulgaris Moquin-Tandon, 1855"
Solanum lycopersicum L.,46,0.02897589195339281,2930137,Plantae,Tracheophyta,Solanales,Magnoliopsida,Solanum,Solanaceae,Solanum lycopersicum,SPECIES,2930137: Solanum lycopersicum L. | 2930181: Lycopersicon esculentum Miller | 7138550: Lycopersicon esculentum var. esculentum
Lepidium virginicum L.,45,0.037109811050344575,5376648,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Lepidium,Brassicaceae,Lepidium virginicum,SPECIES,5376648: Lepidium virginicum L.
Populus canadensis Moench,45,0.03607684236073751,8190077,Plantae,Tracheophyta,Malpighiales,Magnoliopsida,Populus,Salicaceae,Populus canadensis,SPECIES,8190077: Populus canadensis Moench
Cornus sericea L.,45,0.033746731531009704,3082244,Plantae,Tracheophyta,Cornales,Magnoliopsida,Cornus,Cornaceae,Cornus sericea,SPECIES,3082244: Cornus sericea L.
Trifolium incarnatum L.,45,0.029705518888335534,5359378,Plantae,Tracheophyta,Fabales,Magnoliopsida,Trifolium,Fabaceae,Trifolium incarnatum,SPECIES,5359378: Trifolium incarnatum L. | 5359380: Trifolium incarnatum subsp. molinerii (Hornem.) Syme | 7067596: Trifolium incarnatum subsp. incarnatum
Populus canescens Sm.,44,0.043292140732130655,3040185,Plantae,Tracheophyta,Malpighiales,Magnoliopsida,Populus,Salicaceae,Populus canescens,SPECIES,3040185: Populus canescens Sm.
Foeniculum vulgare Mill.,44,0.02890906899631101,3034922,Plantae,Tracheophyta,Apiales,Magnoliopsida,Foeniculum,Apiaceae,Foeniculum vulgare,SPECIES,3034922: Foeniculum vulgare Mill.
Onobrychis viciifolia Scop.,43,0.043851600393939955,2972595,Plantae,Tracheophyta,Fabales,Magnoliopsida,Onobrychis,Fabaceae,Onobrychis viciifolia,SPECIES,2972595: Onobrychis viciifolia Scop. | 2972598: Onobrychis sativa Lam.
"Erigeron annuus (L.) Desf., 1804",43,0.03244754408550821,8392258,Plantae,Tracheophyta,Asterales,Magnoliopsida,Erigeron,Asteraceae,Erigeron annuus,SPECIES,"6298108: Erigeron annuus var. annuus | 8341904: Stenactis annua (L.) Cass. ex Less., 1832 | 8392258: Erigeron annuus (L.) Desf. | 8392258: Erigeron annuus (L.) Desf., 1804"
Amaranthus retroflexus L.,42,0.023146558337315583,6109534,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Amaranthus,Amaranthaceae,Amaranthus retroflexus,SPECIES,6109534: Amaranthus retroflexus L.
Muscari armeniacum Baker,41,0.03187275792170224,2772174,Plantae,Tracheophyta,Asparagales,Liliopsida,Muscari,Asparagaceae,Muscari armeniacum,SPECIES,2772174: Muscari armeniacum Baker
Securigera varia (L.) Lassen,41,0.03176037533376622,5350000,Plantae,Tracheophyta,Fabales,Magnoliopsida,Securigera,Fabaceae,Securigera varia,SPECIES,5350000: Securigera varia (L.) Lassen | 5350005: Coronilla varia L.
Berteroa incana DC.,40,0.045211121514128594,3053522,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Berteroa,Brassicaceae,Berteroa incana,SPECIES,3053522: Berteroa incana DC. | 3053529: Alyssum incanum L.
Erysimum cheiri Crantz,40,0.04122776054962335,3048203,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Erysimum,Brassicaceae,Erysimum cheiri,SPECIES,3048203: Erysimum cheiri Crantz | 5375597: Cheiranthus cheiri L.
Ligustrum ovalifolium Hassk.,40,0.02723832542821245,3172291,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Ligustrum,Oleaceae,Ligustrum ovalifolium,SPECIES,3172291: Ligustrum ovalifolium Hassk.
Galega officinalis L.,39,0.0294544159399407,2975667,Plantae,Tracheophyta,Fabales,Magnoliopsida,Galega,Fabaceae,Galega officinalis,SPECIES,2975667: Galega officinalis L.
Allium schoenoprasum L.,39,0.028103166078637082,2855860,Plantae,Tracheophyta,Asparagales,Liliopsida,Allium,Amaryllidaceae,Allium schoenoprasum,SPECIES,2855860: Allium schoenoprasum L.
Ambrosia artemisiifolia L.,39,0.027932793267873478,8002952,Plantae,Tracheophyta,Asterales,Magnoliopsida,Ambrosia,Asteraceae,Ambrosia artemisiifolia,SPECIES,3110599: Ambrosia elatior L. | 8002952: Ambrosia artemisiifolia L.
Prunus cerasifera Ehrh.,39,0.027917960702697,3021730,Plantae,Tracheophyta,Rosales,Magnoliopsida,Prunus,Rosaceae,Prunus cerasifera,SPECIES,3021730: Prunus cerasifera Ehrh. | 7272186: Prunus cerasifera var. cerasifera | 7475202: Prunus cerasifera f. atropurpurea Diffel | 8211558: Prunus cerasifera var. pissardii (Carriere) L.H.Bailey
Calendula officinalis L.,39,0.027035567278090474,5391480,Plantae,Tracheophyta,Asterales,Magnoliopsida,Calendula,Asteraceae,Calendula officinalis,SPECIES,5391480: Calendula officinalis L.
Fagopyrum esculentum Moench,39,0.019488677183658286,2889373,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Fagopyrum,Polygonaceae,Fagopyrum esculentum,SPECIES,2889373: Fagopyrum esculentum Moench | 5334482: Polygonum fagopyrum L.
Rhododendron ponticum L.,38,0.04600567973471821,7327990,Plantae,Tracheophyta,Ericales,Magnoliopsida,Rhododendron,Ericaceae,Rhododendron ponticum,SPECIES,7327990: Rhododendron ponticum L.
Linum usitatissimum L.,38,0.021763959016095288,2873861,Plantae,Tracheophyta,Malpighiales,Magnoliopsida,Linum,Linaceae,Linum usitatissimum,SPECIES,2873861: Linum usitatissimum L.
Myriophyllum aquaticum (Vell.) Verdc.,37,0.050048641533868836,5361785,Plantae,Tracheophyta,Saxifragales,Magnoliopsida,Myriophyllum,Haloragaceae,Myriophyllum aquaticum,SPECIES,5361785: Myriophyllum aquaticum (Vell.) Verdc.
"Dreissena polymorpha (Pallas, 1771)",37,0.042532870869366364,2287072,Animalia,Mollusca,Myida,Bivalvia,Dreissena,Dreissenidae,Dreissena polymorpha,SPECIES,"2287072: Dreissena polymorpha (Pallas, 1771)"
Triticum aestivum L.,37,0.02950516045460363,7795888,Plantae,Tracheophyta,Poales,Liliopsida,Triticum,Poaceae,Triticum aestivum,SPECIES,2706402: Triticum spelta L. | 7795888: Triticum aestivum L.
Alcea rosea L.,37,0.02834022985115101,5406789,Plantae,Tracheophyta,Malvales,Magnoliopsida,Alcea,Malvaceae,Alcea rosea,SPECIES,5406789: Alcea rosea L. | 5406791: Alcea ficifolia L. | 8271405: Alcea rosea subsp. ficifolia (L.) Govaerts
Hydrocotyle ranunculoides L.f.,36,0.03984542011632775,7978544,Plantae,Tracheophyta,Apiales,Magnoliopsida,Hydrocotyle,Apiaceae,Hydrocotyle ranunculoides,SPECIES,7978544: Hydrocotyle ranunculoides L.f.
"Pontastacus leptodactylus (Eschscholtz, 1823)",36,0.03358018078461783,8946295,Animalia,Arthropoda,Decapoda,Malacostraca,Pontastacus,Astacidae,Pontastacus leptodactylus,SPECIES,"4417551: Astacus leptodactylus Eschscholtz, 1823 | 8946295: Pontastacus leptodactylus (Eschscholtz, 1823)"
"Nymphicus hollandicus (Kerr, 1792)",36,0.02823265829933875,2479977,Animalia,Chordata,Psittaciformes,Aves,Nymphicus,Psittacidae,Nymphicus hollandicus,SPECIES,"2479977: Nymphicus hollandicus (Kerr, 1792)"
Portulaca oleracea L.,36,0.027921549262307187,3084719,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Portulaca,Portulacaceae,Portulaca oleracea,SPECIES,3084719: Portulaca oleracea L. | 6388110: Portulaca oleracea subsp. oleracea
"Crangonyx pseudogracilis Bousfield, 1958",36,0.0237095093265341,2217982,Animalia,Arthropoda,Amphipoda,Malacostraca,Crangonyx,Crangonyctidae,Crangonyx pseudogracilis,SPECIES,"2217982: Crangonyx pseudogracilis Bousfield, 1958"
Ribes sanguineum Pursh,35,0.042436187753393625,2986130,Plantae,Tracheophyta,Saxifragales,Magnoliopsida,Ribes,Grossulariaceae,Ribes sanguineum,SPECIES,2986130: Ribes sanguineum Pursh
Angelica archangelica L.,35,0.0407015221298524,5371808,Plantae,Tracheophyta,Apiales,Magnoliopsida,Angelica,Apiaceae,Angelica archangelica,SPECIES,5371808: Angelica archangelica L.
Laburnum anagyroides Medik.,35,0.03578259303434334,5356345,Plantae,Tracheophyta,Fabales,Magnoliopsida,Laburnum,Fabaceae,Laburnum anagyroides,SPECIES,5356345: Laburnum anagyroides Medik.
Geranium macrorrhizum L.,35,0.03508667683633477,2891079,Plantae,Tracheophyta,Geraniales,Magnoliopsida,Geranium,Geraniaceae,Geranium macrorrhizum,SPECIES,2891079: Geranium macrorrhizum L.
"Meconema meridionale A.Costa, 1860",35,0.03231742771764763,1690429,Animalia,Arthropoda,Orthoptera,Insecta,Meconema,Tettigoniidae,Meconema meridionale,SPECIES,"1690429: Meconema meridionale A.Costa, 1860"
Erythranthe guttata (DC.) G.L.Nesom,35,0.029495360605366894,7346102,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Erythranthe,Phrymaceae,Erythranthe guttata,SPECIES,6070603: Mimulus guttatus Fisch. ex DC.
Antirrhinum majus L.,35,0.023833725171888132,3172001,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Antirrhinum,Plantaginaceae,Antirrhinum majus,SPECIES,3172001: Antirrhinum majus L.
Vulpia myuros (L.) C.C.Gmel.,34,0.036246950413648026,5289590,Plantae,Tracheophyta,Poales,Liliopsida,Vulpia,Poaceae,Vulpia myuros,SPECIES,5289590: Vulpia myuros (L.) C.C.Gmel.
Lonicera pileata Oliv.,34,0.028138300313759555,5598915,Plantae,Tracheophyta,Dipsacales,Magnoliopsida,Lonicera,Caprifoliaceae,Lonicera pileata,SPECIES,5598915: Lonicera pileata Oliv. | 5599249: Lonicera nitida E.H.Wilson | 7691172: Lonicera ligustrina var. yunnanensis Franch.
Potentilla intermedia L.,34,0.025886463789399714,5365705,Plantae,Tracheophyta,Rosales,Magnoliopsida,Potentilla,Rosaceae,Potentilla intermedia,SPECIES,5365705: Potentilla intermedia L.
"Acheta domesticus (Linnaeus, 1758)",34,0.020179272221545478,1718308,Animalia,Arthropoda,Orthoptera,Insecta,Acheta,Gryllidae,Acheta domesticus,SPECIES,"1718308: Acheta domesticus (Linnaeus, 1758)"
"Pseudorasbora parva (Temminck & Schlegel, 1846)",33,0.05823881281622389,2362868,Animalia,Chordata,Cypriniformes,Actinopterygii,Pseudorasbora,Cyprinidae,Pseudorasbora parva,SPECIES,"2362868: Pseudorasbora parva (Temminck & Schlegel, 1846)"
Potentilla norvegica L.,33,0.02977695962680378,5365305,Plantae,Tracheophyta,Rosales,Magnoliopsida,Potentilla,Rosaceae,Potentilla norvegica,SPECIES,5365305: Potentilla norvegica L. | 5365312: Potentilla norvegica subsp. hirsuta (Michx.) Hyl. | 5365321: Potentilla norvegica subsp. monspeliensis (L.) Aschers. & Graebn. | 8042863: Potentilla norvegica var. norvegica
Acer negundo L.,33,0.02573749895004535,3189866,Plantae,Tracheophyta,Sapindales,Magnoliopsida,Acer,Sapindaceae,Acer negundo,SPECIES,3189866: Acer negundo L.
Avena sativa L.,33,0.02466175079915969,2705290,Plantae,Tracheophyta,Poales,Liliopsida,Avena,Poaceae,Avena sativa,SPECIES,2705290: Avena sativa L. | 7432992: Avena sativa var. sativa
Brassica rapa L.,33,0.024158656527628768,7903057,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Brassica,Brassicaceae,Brassica rapa,SPECIES,3042702: Brassica rapa subsp. chinensis (L.) P.Hanelt | 3042723: Brassica rapa subsp. campestris (L.) A.R.Clapham | 7225636: Brassica rapa subsp. rapa | 7903057: Brassica rapa L.
Crassula helmsii A.Berger,32,0.04287892035870045,8035075,Plantae,Tracheophyta,Saxifragales,Magnoliopsida,Crassula,Crassulaceae,Crassula helmsii,SPECIES,5362054: Crassula helmsii (Kirk) Cockayne | 8035075: Crassula helmsii A.Berger
"Carassius gibelio (Bloch, 1782)",31,0.04420530532754384,2366634,Animalia,Chordata,Cypriniformes,Actinopterygii,Carassius,Cyprinidae,Carassius gibelio,SPECIES,"2366634: Carassius gibelio (Bloch, 1782)"
Chamaecyparis lawsoniana Parl.,30,0.03110885791680606,2683866,Plantae,Tracheophyta,Pinales,Pinopsida,Chamaecyparis,Cupressaceae,Chamaecyparis lawsoniana,SPECIES,2683866: Chamaecyparis lawsoniana Parl.
Helianthus annuus L.,30,0.028766996293895213,9206251,Plantae,Tracheophyta,Asterales,Magnoliopsida,Helianthus,Asteraceae,Helianthus annuus,SPECIES,4252379: Helianthus annuus f. silvester Thell. | 9206251: Helianthus annuus L.
Eragrostis pilosa P.Beauv.,30,0.02186474271515106,2705400,Plantae,Tracheophyta,Poales,Liliopsida,Eragrostis,Poaceae,Eragrostis pilosa,SPECIES,2705400: Eragrostis pilosa P.Beauv. | 7226830: Eragrostis pilosa subsp. pilosa
"Threskiornis aethiopicus (Latham, 1790)",29,0.05584326894607346,2480764,Animalia,Chordata,Pelecaniformes,Aves,Threskiornis,Threskiornithidae,Threskiornis aethiopicus,SPECIES,"2480764: Threskiornis aethiopicus (Latham, 1790)"
Erigeron sumatrensis Retz.,29,0.03681000068636633,3146683,Plantae,Tracheophyta,Asterales,Magnoliopsida,Erigeron,Asteraceae,Erigeron sumatrensis,SPECIES,3146683: Erigeron sumatrensis Retz. | 5398027: Conyza sumatrensis (Retz.) E.H.Walker
"Boettgerilla pallens Simroth, 1912",29,0.035897816506164075,4567717,Animalia,Mollusca,Stylommatophora,Gastropoda,Boettgerilla,Boettgerillidae,Boettgerilla pallens,SPECIES,"4567717: Boettgerilla pallens Simroth, 1912"
"Melopsittacus undulatus (Shaw, 1805)",29,0.03496825601304247,2479798,Animalia,Chordata,Psittaciformes,Aves,Melopsittacus,Psittacidae,Melopsittacus undulatus,SPECIES,"2479798: Melopsittacus undulatus (Shaw, 1805)"
"Armoracia rusticana P.Gaertn., B.Mey. & Scherb.",29,0.03421706849397503,3041022,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Armoracia,Brassicaceae,Armoracia rusticana,SPECIES,"3041022: Armoracia rusticana G.Gaertn., B.Mey. & Scherb. | 3041022: Armoracia rusticana P.Gaertn., B.Mey. & Scherb. | 3690611: Armoracia rustica Schur | 5373398: Cochlearia armoracia L."
Abies grandis (Douglas ex D.Don) Lindl.,29,0.033385823897020515,2685361,Plantae,Tracheophyta,Pinales,Pinopsida,Abies,Pinaceae,Abies grandis,SPECIES,2685361: Abies grandis (Douglas ex D.Don) Lindl.
"Aproceros leucopoda Takeuchi, 1939",29,0.03096972275139912,8599762,Animalia,Arthropoda,Hymenoptera,Insecta,Aproceros,Argidae,Aproceros leucopoda,SPECIES,"8599762: Aproceros leucopoda Takeuchi, 1939"
Phalaris canariensis L.,29,0.020096163305919106,5289744,Plantae,Tracheophyta,Poales,Liliopsida,Phalaris,Poaceae,Phalaris canariensis,SPECIES,5289744: Phalaris canariensis L.
Nicandra physalodes (L.) Gaertn.,29,0.017354439685031472,5341754,Plantae,Tracheophyta,Solanales,Magnoliopsida,Nicandra,Solanaceae,Nicandra physalodes,SPECIES,5341754: Nicandra physalodes (L.) Gaertn.
"Corbicula fluminea (O.F.Müller, 1774)",28,0.03997901257251225,8190231,Animalia,Mollusca,Venerida,Bivalvia,Corbicula,Cyrenidae,Corbicula fluminea,SPECIES,"8190231: Corbicula fluminea (O.F.Müller, 1774)"
Myrrhis odorata Scop.,28,0.03291845795926477,3034681,Plantae,Tracheophyta,Apiales,Magnoliopsida,Myrrhis,Apiaceae,Myrrhis odorata,SPECIES,3034681: Myrrhis odorata Scop.
Abies alba Mill.,28,0.029851674977208024,2685484,Plantae,Tracheophyta,Pinales,Pinopsida,Abies,Pinaceae,Abies alba,SPECIES,2685484: Abies alba Mill.
Hyacinthoides hispanica (Mill.) Rothm.,28,0.026194825828310498,5304257,Plantae,Tracheophyta,Asparagales,Liliopsida,Hyacinthoides,Asparagaceae,Hyacinthoides hispanica,SPECIES,5304257: Hyacinthoides hispanica (Mill.) Rothm.
Spiraea douglasii Hook.,28,0.023735286127453754,3027159,Plantae,Tracheophyta,Rosales,Magnoliopsida,Spiraea,Rosaceae,Spiraea douglasii,SPECIES,3027159: Spiraea douglasii Hook.
Spiraea ×billardii Hérincq,28,0.02327899493664308,7889822,Plantae,Tracheophyta,Rosales,Magnoliopsida,Spiraea,Rosaceae,Spiraea billardii,SPECIES,3026444: Spiraea ×pseudosalicifolia Silverside | 7889822: Spiraea ×billardii Hérincq
Amaranthus blitum L.,28,0.01970933881739767,8911082,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Amaranthus,Amaranthaceae,Amaranthus blitum,SPECIES,5384337: Amaranthus lividus L. | 5548741: Amaranthus lividus var. ascendens (Loisel.) Hayw. & Druce | 7323358: Amaranthus blitum subsp. blitum | 8911082: Amaranthus blitum L.
Amaranthus hybridus L.,28,0.018350901244237123,5384364,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Amaranthus,Amaranthaceae,Amaranthus hybridus,SPECIES,5384364: Amaranthus hybridus L. | 5547885: Amaranthus hybridus var. erythrostachys Moq. | 5547889: Amaranthus hybridus var. chlorostachys (Willd.) Thell. | 7323184: Amaranthus hybridus var. hybridus | 7323185: Amaranthus hybridus subsp. hybridus
Pentaglottis sempervirens (L.) L.H.Bailey,27,0.0434763187187764,2926130,Plantae,Tracheophyta,Boraginales,Magnoliopsida,Pentaglottis,Boraginaceae,Pentaglottis sempervirens,SPECIES,2926130: Pentaglottis sempervirens | 2926130: Pentaglottis sempervirens (L.) L.H.Bailey
Ludwigia grandiflora (Michx.) Greuter & Burdet,27,0.04208132935277074,5421039,Plantae,Tracheophyta,Myrtales,Magnoliopsida,Ludwigia,Onagraceae,Ludwigia grandiflora,SPECIES,5421039: Ludwigia grandiflora (Michx.) Greuter & Burdet
Inula helenium L.,27,0.036832296835141456,3148340,Plantae,Tracheophyta,Asterales,Magnoliopsida,Inula,Asteraceae,Inula helenium,SPECIES,3148340: Inula helenium L.
Cannabis sativa L.,27,0.029948459484552853,5361880,Plantae,Tracheophyta,Rosales,Magnoliopsida,Cannabis,Cannabaceae,Cannabis sativa,SPECIES,5361880: Cannabis sativa L.
"Orthodontium lineare Schwaegrichen, 1827",27,0.028305896594918126,2677047,Plantae,Bryophyta,Bryales,Bryopsida,Orthodontium,Bryaceae,Orthodontium lineare,SPECIES,"2677047: Orthodontium lineare Schwaegrichen, 1827"
Pinus strobus L.,27,0.028121947031227498,5284982,Plantae,Tracheophyta,Pinales,Pinopsida,Pinus,Pinaceae,Pinus strobus,SPECIES,5284982: Pinus strobus L.
Silybum marianum Gaertn.,27,0.026509046998378777,3145214,Plantae,Tracheophyta,Asterales,Magnoliopsida,Silybum,Asteraceae,Silybum marianum,SPECIES,3145214: Silybum marianum Gaertn.
Reynoutria sachalinensis Nakai,27,0.02536441688850021,2889088,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Reynoutria,Polygonaceae,Reynoutria sachalinensis,SPECIES,2889088: Reynoutria sachalinensis Nakai | 5334293: Fallopia sachalinensis (Friedrich Schmidt Petrop.) Ronse Decraene
Verbascum phlomoides L.,26,0.02937298651817747,3171948,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Verbascum,Scrophulariaceae,Verbascum phlomoides,SPECIES,3171948: Verbascum phlomoides L.
Eschscholzia californica Cham.,26,0.02782839785223683,2888380,Plantae,Tracheophyta,Ranunculales,Magnoliopsida,Eschscholzia,Papaveraceae,Eschscholzia californica,SPECIES,2888380: Eschscholzia californica Cham.
"Oncorhynchus mykiss (Walbaum, 1792)",26,0.027793903782036077,5204019,Animalia,Chordata,Salmoniformes,Actinopterygii,Oncorhynchus,Salmonidae,Oncorhynchus mykiss,SPECIES,"5204019: Oncorhynchus mykiss (Walbaum, 1792)"
Lobularia maritima (L.) Desv.,26,0.02642373598632859,5373358,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Lobularia,Brassicaceae,Lobularia maritima,SPECIES,5373358: Lobularia maritima (L.) Desv.
Symphyotrichum lanceolatum (Willd.) G.L.Nesom,26,0.0238104455409205,9202318,Plantae,Tracheophyta,Asterales,Magnoliopsida,Symphyotrichum,Asteraceae,Symphyotrichum lanceolatum,SPECIES,"5406285: Aster lanceolatus Willd. | 8066155: Aster paniculatus Lam., 1783 | 9202318: Symphyotrichum lanceolatum (Willd.) G.L.Nesom"
Narcissus poeticus L.,26,0.023251931413875486,2858581,Plantae,Tracheophyta,Asparagales,Liliopsida,Narcissus,Amaryllidaceae,Narcissus poeticus,SPECIES,2858581: Narcissus poeticus L.
"Hygromia cinctella (Draparnaud, 1801)",25,0.04983489623661329,4565039,Animalia,Mollusca,Stylommatophora,Gastropoda,Hygromia,Hygromiidae,Hygromia cinctella,SPECIES,"4565039: Hygromia cinctella (Draparnaud, 1801)"
"Lepomis gibbosus (Linnaeus, 1758)",25,0.04126096524208574,2394486,Animalia,Chordata,Perciformes,Actinopterygii,Lepomis,Centrarchidae,Lepomis gibbosus,SPECIES,"2394486: Lepomis gibbosus (Linnaeus, 1758)"
Bunias orientalis L.,25,0.04077569339167493,3050364,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Bunias,Brassicaceae,Bunias orientalis,SPECIES,3050364: Bunias orientalis L.
Polemonium caeruleum L.,25,0.03916435974978978,2927850,Plantae,Tracheophyta,Ericales,Magnoliopsida,Polemonium,Polemoniaceae,Polemonium caeruleum,SPECIES,2927850: Polemonium caeruleum L.
