SITECODE,SITENAME,SITETYPE,n_taxa,n_obs,flanders,wallonia,brussels
BE31012C0,Vallée de la Dyle de Wavre à Archennes,C,81,247,FALSE,TRUE,FALSE
BE35003C0,Vallée de la Sambre en aval de la confluence avec l'Orneau,C,81,213,FALSE,TRUE,FALSE
BE35045C0,Vallée de la Semois en aval d'Alle,C,80,189,FALSE,TRUE,FALSE
BE34061C0,Vallées de Laclaireau et du Rabais,C,80,186,FALSE,TRUE,FALSE
BE34058C0,Camp militaire de Lagland,C,77,209,FALSE,TRUE,FALSE
BE35011C0,Vallée de la Molignée,C,76,194,FALSE,TRUE,FALSE
BE34050C0,Bassin de la Semois entre Tintigny et Jamoigne,C,76,190,FALSE,TRUE,FALSE
BE34042C0,Bassin de la Semois de Bouillon à Alle,C,76,168,FALSE,TRUE,FALSE
BE34012C0,Vallée de l'Ourthe entre La Roche et Hotton,C,75,185,FALSE,TRUE,FALSE
BE35002C0,Vallée de l'Orneau,C,71,176,FALSE,TRUE,FALSE
BE34023C0,Vallée de l'Ourthe entre Nisramont et La Roche,C,70,186,FALSE,TRUE,FALSE
BE34008C0,Camp militaire de Marche-en-Famenne,C,70,163,FALSE,TRUE,FALSE
BE31007C0,Vallée du Train,C,69,199,FALSE,TRUE,FALSE
BE32024C0,Basse-Sambre,C,69,158,FALSE,TRUE,FALSE
BE35022C0,Bassin de l'Iwène,C,69,140,FALSE,TRUE,FALSE
BE35042C0,Vallée de l'Almache en amont de Gembes,C,68,155,FALSE,TRUE,FALSE
BE33028C0,Vallée de l'Amblève du Pont de Targnon à Remouchamps,C,67,158,FALSE,TRUE,FALSE
BE33007C0,Vallée de la Gueule en amont de Kelmis,C,66,167,FALSE,TRUE,FALSE
BE33008C0,Vallée de la Burdinale,C,65,170,FALSE,TRUE,FALSE
BE34027C0,Bassin de la Lomme de Poix-Saint-Hubert à Grupont,C,64,149,FALSE,TRUE,FALSE
BE32030C0,Vallée de la Hante,C,64,128,FALSE,TRUE,FALSE
BE34020C0,Bassin supérieur de la Salm,C,62,141,FALSE,TRUE,FALSE
BE34013C0,Haute vallée de l'Aisne,C,62,137,FALSE,TRUE,FALSE
BE32011C0,Forêt de Bon-Secours,C,62,123,FALSE,TRUE,FALSE
BE35008C0,Vallée du Burnot,C,62,103,FALSE,TRUE,FALSE
BE34024C0,Bassin inférieur de l'Ourthe orientale,C,61,204,FALSE,TRUE,FALSE
BE34065C0,Bassin supérieur de la Vire et du Ton,C,61,138,FALSE,TRUE,FALSE
BE35024C0,Vallées des Ruisseaux de Fenffe et du Vachau,C,61,137,FALSE,TRUE,FALSE
BE32026C0,Haute-Sambre en amont de Thuin,C,61,128,FALSE,TRUE,FALSE
BE33042C0,Vallées de la Warche et du Bayehon en aval du barrage de Robertville,C,61,124,FALSE,TRUE,FALSE
BE33018C0,Coteaux calcaires de Theux et le Rocheux,C,58,125,FALSE,TRUE,FALSE
BE34005C0,La Calestienne entre Barvaux et Bomal,C,58,114,FALSE,TRUE,FALSE
BE32018C0,Bois de Colfontaine,C,58,109,FALSE,TRUE,FALSE
BE34052C0,Forêt d'Anlier,C,57,139,FALSE,TRUE,FALSE
BE35039C0,Vallée de la Houille en aval de Gedinne,C,57,131,FALSE,TRUE,FALSE
BE33036C0,Fagnes de la Roer,C,56,142,FALSE,TRUE,FALSE
BE34043C0,Bassin de la Semois du Maka à Bouillon,C,56,140,FALSE,TRUE,FALSE
BE35018C0,Bassin de l'Hermeton en aval de Vodelée,C,56,121,FALSE,TRUE,FALSE
BE35040C0,Vallée de la Hulle,C,56,113,FALSE,TRUE,FALSE
BE34051C0,Vallées du Ruisseau de Mellier et de la Mandebras,C,56,110,FALSE,TRUE,FALSE
BE34063C0,Vallées de la Chevratte,C,56,104,FALSE,TRUE,FALSE
BE34048C0,Bassin de la Semois de Jamoigne à Chiny,C,55,125,FALSE,TRUE,FALSE
BE34032C0,Bassin inférieur de l'Ourthe occidentale,C,55,110,FALSE,TRUE,FALSE
BE35034C0,Vallées des Ruisseaux de Rempeine et de la Scheloupe,C,55,105,FALSE,TRUE,FALSE
BE35035C0,Vallée de l'Ilèwe,C,54,113,FALSE,TRUE,FALSE
BE34060C0,Bassin supérieur de la Chevratte,C,54,107,FALSE,TRUE,FALSE
BE34067C0,Forêts et marais bajociens de Baranzy à Athus,C,53,100,FALSE,TRUE,FALSE
BE32040C0,Haute vallée de l'Eau Noire,C,53,96,FALSE,TRUE,FALSE
BE32038C0,Bois de Bourlers et de Baileux,C,53,95,FALSE,TRUE,FALSE
BE34030C0,Forêt de Freyr,C,53,88,FALSE,TRUE,FALSE
BE32039C0,Vallées de l'Oise et de la Wartoise,C,53,80,FALSE,TRUE,FALSE
BE35036C0,Vallée du Biran,C,52,125,FALSE,TRUE,FALSE
BE34039C0,Haute-Sûre,C,51,133,FALSE,TRUE,FALSE
BE34049C0,Basse-Vierre,C,51,114,FALSE,TRUE,FALSE
BE33013C0,Bois de la Neuville et de la Vecquée,C,51,82,FALSE,TRUE,FALSE
BE35041C0,Bassin de la Houille en amont de Gedinne,C,50,102,FALSE,TRUE,FALSE
BE34028C0,Vallée de la Lomme de Grupont à Rochefort,C,50,100,FALSE,TRUE,FALSE
BE35026C0,Massif forestier de Cerfontaine,C,50,86,FALSE,TRUE,FALSE
BE33015C0,Bois d'Anthisnes et d'Esneux,C,49,127,FALSE,TRUE,FALSE
BE33046C0,Vallée de la Warche en amont de Butgenbach,C,48,102,FALSE,TRUE,FALSE
BE34053C0,Bassin de l'Attert,C,48,97,FALSE,TRUE,FALSE
BE34055C0,Vallée du Ruisseau de Breuvanne,C,48,91,FALSE,TRUE,FALSE
BE34035C0,Bassin supérieur de la Wiltz,C,48,88,FALSE,TRUE,FALSE
BE34022C0,Basse vallée de la Wamme,C,46,91,FALSE,TRUE,FALSE
BE32006C0,Bois d'Enghien et de Silly,C,46,79,FALSE,TRUE,FALSE
BE33065C0,Vallée inférieure de l'Our et ses affluents,C,45,72,FALSE,TRUE,FALSE
BE35016C0,Vallée de la Chinelle,C,44,113,FALSE,TRUE,FALSE
BE33021C0,Osthertogenwald autour de Raeren,C,44,77,FALSE,TRUE,FALSE
BE34031C0,Bassin moyen de l'Ourthe occidentale,C,42,116,FALSE,TRUE,FALSE
BE32045C0,Vallée de l'Aubrecheuil,C,42,86,FALSE,TRUE,FALSE
BE35044C0,Bassin du Ruisseau du Ru au Moulin,C,41,85,FALSE,TRUE,FALSE
BE32027C0,Vallée de la Biesmelle,C,41,67,FALSE,TRUE,FALSE
BE32016C0,Forêt de Mariemont,C,41,61,FALSE,TRUE,FALSE
BE33051C0,Vallée de l'Amblève entre Wanne et Coo,C,40,79,FALSE,TRUE,FALSE
BE33067C0,Bois de Staneux,C,40,79,FALSE,TRUE,FALSE
BE33027C0,Vallée de la Lembrée et affluents,C,39,74,FALSE,TRUE,FALSE
BE32032C0,Forêts de Rance,C,39,56,FALSE,TRUE,FALSE
BE34036C0,Haute-Lesse,C,38,82,FALSE,TRUE,FALSE
BE34016C0,Fagnes de Samrée et de Tailles,C,38,78,FALSE,TRUE,FALSE
BE35015C0,Vallée du Flavion,C,38,71,FALSE,TRUE,FALSE
BE33043C0,Vallée de la Warche entre Butgenbach et Robertville,C,38,68,FALSE,TRUE,FALSE
BE35031C0,Bassin ardennais de l'Eau Noire,C,35,55,FALSE,TRUE,FALSE
BE34017C0,Fagnes de Bihain,C,34,67,FALSE,TRUE,FALSE
BE34026C0,Massif forestier de Daverdisse,C,34,67,FALSE,TRUE,FALSE
BE33054C0,Vallée de l'Amblève entre Montenau et Baugné,C,34,60,FALSE,TRUE,FALSE
BE34044C0,Vallée du Ruisseau des Aleines,C,34,57,FALSE,TRUE,FALSE
BE34062C0,Bassin du Ruisseau du Messancy,C,34,44,FALSE,TRUE,FALSE
BE34047C0,Haute-Vierre,C,33,78,FALSE,TRUE,FALSE
BE34015C0,Fanges des sources de l'Aisne,C,33,68,FALSE,TRUE,FALSE
BE33035C0,Plateau des Hautes-Fagnes,C,32,81,FALSE,TRUE,FALSE
BE33022C0,La Gileppe,C,32,73,FALSE,TRUE,FALSE
BE34025C0,Haute-Wimbe,C,32,69,FALSE,TRUE,FALSE
BE32033C0,Sources de la Hante,C,32,42,FALSE,TRUE,FALSE
BE32046C0,Vallée du Piéton,C,31,93,FALSE,TRUE,FALSE
BE33063C0,Vallée et affluents du Braunlauf,C,31,64,FALSE,TRUE,FALSE
BE34019C0,Ennal et Grand Fond,C,31,61,FALSE,TRUE,FALSE
BE33047C0,Vallée de la Holzwarche,C,31,55,FALSE,TRUE,FALSE
BE32035C0,La Fagne entre Bailièvre et Robechies,C,31,51,FALSE,TRUE,FALSE
BE33040C0,Fagnes de Stavelot et vallée de l'Eau Rouge,C,31,48,FALSE,TRUE,FALSE
BE33020C0,Affluents du lac d'Eupen,C,30,76,FALSE,TRUE,FALSE
BE33053C0,Noir Ru et Vallée du Rechterbach,C,30,63,FALSE,TRUE,FALSE
BE35001A0,Etangs de Boneffe,A,30,54,FALSE,TRUE,FALSE
BE34009C0,La Calestienne entre Marenne et Hotton,C,30,53,FALSE,TRUE,FALSE
BE34038C0,Bassin supérieur de l'Ourthe occidentale,C,29,82,FALSE,TRUE,FALSE
BE33032C0,Fagnes de Malchamps et de Stoumont,C,29,60,FALSE,TRUE,FALSE
BE33034C0,Vallée de la Hoëgne,C,29,48,FALSE,TRUE,FALSE
BE33025C0,Fagnes du Nord-Est,C,28,79,FALSE,TRUE,FALSE
BE33064C0,Vallée de l'Ulf,C,28,75,FALSE,TRUE,FALSE
BE35007C0,Forêts et lac de Bambois,C,28,73,FALSE,TRUE,FALSE
BE34018C0,Sources de la Lienne,C,28,42,FALSE,TRUE,FALSE
BE33049C0,Mardelles d'Arbrefontaine et vallons fangeux de Fosse,C,28,37,FALSE,TRUE,FALSE
BE32010C0,Marais de la Verne,C,27,45,FALSE,TRUE,FALSE
BE33044C0,Sources de l'Amblève,C,27,38,FALSE,TRUE,FALSE
BE33037C0,Camp militaire d'Elsenborn,C,26,66,FALSE,TRUE,FALSE
BE34037C0,Haute-Lomme,C,26,58,FALSE,TRUE,FALSE
BE33055C0,Vallée de l'Emmels,C,26,56,FALSE,TRUE,FALSE
BE33062C0,Vallée supérieure de l'Our et ses affluents,C,26,46,FALSE,TRUE,FALSE
BE34014C0,Fagne de la Crépale et prairies de Malempré,C,26,38,FALSE,TRUE,FALSE
BE33019C0,Vallée de la Vesdre entre Eupen et Verviers,C,25,46,FALSE,TRUE,FALSE
BE33041C0,Fagnes de la Polleur et de Malmedy,C,25,38,FALSE,TRUE,FALSE
BE32034C0,Bois Massart et forêts de Sivry-Rance,C,24,35,FALSE,TRUE,FALSE
BE31008C0,Carrière de Dongelberg,C,23,41,FALSE,TRUE,FALSE
BE32029C0,Haute vallée de la Thure,C,23,34,FALSE,TRUE,FALSE
BE34045C0,Forêts de Muno,C,23,25,FALSE,TRUE,FALSE
BE34010C0,Plaine de Ny,A,22,31,FALSE,TRUE,FALSE
BE34033C0,Etangs de Longchamps et de Noville,C,21,82,FALSE,TRUE,FALSE
BE33031C0,Bois de la Géronstère,C,21,33,FALSE,TRUE,FALSE
BE35017C0,Vallée du Ruisseau de Féron,C,21,31,FALSE,TRUE,FALSE
BE33060C0,Haute vallée de la Lienne,C,19,37,FALSE,TRUE,FALSE
BE35047C0,Vallée du Ruisseau de Rebais,C,19,31,FALSE,TRUE,FALSE
BE33061C0,Affluents de l'Our entre Setz et Schoenberg,C,19,30,FALSE,TRUE,FALSE
BE33048C0,Vallée de la Lienne et affluents entre Les Trous de Bras et Habiémont,C,19,29,FALSE,TRUE,FALSE
BE32047C0,Vallée de la Thure,C,19,28,FALSE,TRUE,FALSE
BE33024C0,Vallée de la Helle,C,18,34,FALSE,TRUE,FALSE
BE34041C0,Sûre frontalière,C,18,31,FALSE,TRUE,FALSE
BE33058C0,Vallée du Medemberbach,C,18,27,FALSE,TRUE,FALSE
BE35046C0,Vallée du Ruisseau de Gros Fays,C,18,27,FALSE,TRUE,FALSE
BE35014C0,Bois de Famenne à Waillet,C,17,34,FALSE,TRUE,FALSE
BE33038C0,Vallée de la Schwalm,C,17,32,FALSE,TRUE,FALSE
BE35013C0,Bois calcaires de Nettinne,C,17,30,FALSE,TRUE,FALSE
BE34011C0,La Calestienne entre Hotton et Oppagne,C,16,24,FALSE,TRUE,FALSE
BE32031C0,Bois de Vieux Sart et de Montbliart,C,16,22,FALSE,TRUE,FALSE
BE34006C0,La Calestienne entre Oppagne et Barvaux,C,16,19,FALSE,TRUE,FALSE
BE33059C0,Sources de l'Our et de l'Ensebach,C,16,18,FALSE,TRUE,FALSE
BE33030C0,Vallée de l'Amblève de Chêneu au Pont de Targnon,C,15,42,FALSE,TRUE,FALSE
BE33056C0,Haute vallée de l'Amblève entre Heppenbach et Montenau,C,15,35,FALSE,TRUE,FALSE
BE34068C0,Bois de Famenne à Humain et Aye,C,15,31,FALSE,TRUE,FALSE
BE33039C0,Vallée de l'Olefbach,C,15,26,FALSE,TRUE,FALSE
BE34001C0,Vallée et affluents du Néblon,C,14,31,FALSE,TRUE,FALSE
BE33023C0,Vallée de la Soor,C,14,27,FALSE,TRUE,FALSE
BE32023C0,Vallée du Ruisseau d'Acoz,C,14,17,FALSE,TRUE,FALSE
BE33029C0,Basse vallée de la Lienne,C,13,30,FALSE,TRUE,FALSE
BE34034C0,Sources du Ruisseau de Tavigny,C,13,20,FALSE,TRUE,FALSE
BE34059C0,Vallées de l'Eisch et de Clairefontaine,C,13,14,FALSE,TRUE,FALSE
BE32020C0,Vallée de la Princesse,C,12,19,FALSE,TRUE,FALSE
BE35049C0,Vallée du Ruisseau de Fairoul,C,8,22,FALSE,TRUE,FALSE
BE33050C0,Fagne de la Gotale et affluents du Ruisseau de Chavanne,C,8,13,FALSE,TRUE,FALSE
BE33057C0,Vallée du Kolvenderbach,C,8,13,FALSE,TRUE,FALSE
BE35048C0,Vallée du Ruisseau de la Goutelle,C,8,10,FALSE,TRUE,FALSE
BE34040C0,Vallée de Villers-la-Bonne-Eau,C,7,9,FALSE,TRUE,FALSE
BE33005C0,Vallée du Ruisseau de Bolland,C,6,8,FALSE,TRUE,FALSE
BE35043C0,Vallée du Ruisseau de Saint-Jean,C,6,6,FALSE,TRUE,FALSE
BE33033C0,Vallée du Wayai et affluents,C,5,5,FALSE,TRUE,FALSE
BE33052C0,Ma Campagne au sud de Malmedy,C,5,5,FALSE,TRUE,FALSE
BE33045C0,Sources de la Warchenne,C,3,3,FALSE,TRUE,FALSE
