scientificName	year	Cell.area	Nachman	PL	Poisson	Logis	NB	Means	std
Fallopia japonica (Houtt.) Ronse Decraene	1945	16e6	0.02182578329235685	0.02232628854761018	0.014597454418486254	0.02135778195372317	0.019274883322366158	0.01964817787827824	0.003171183941675659
Fallopia japonica (Houtt.) Ronse Decraene	1946	1e6	0.002789468567376829	0.003224663477271347	0.0010543015736719228	0.0024140125820832385	0.0014043289476021177	0.0020018697663652246	9.201036834457549e-4
Fallopia japonica (Houtt.) Ronse Decraene	1946	4e6	0.008209796916177844	0.008920245679291793	0.0042105416702460366	0.007564652358479528	0.005556513483493839	0.006645500719086822	0.0019542628303674398
Fallopia japonica (Houtt.) Ronse Decraene	1946	9e6	0.015405747916508176	0.01617585737665478	0.009448796582944619	0.014694107662554632	0.012281878108745481	0.013355708119220192	0.002741476121985654
Fallopia japonica (Houtt.) Ronse Decraene	1946	16e6	0.024034910219949298	0.024675685862964914	0.016736092988803738	0.023446622839889027	0.02131314757982927	0.02183226234591024	0.0032235396013818307
Fallopia japonica (Houtt.) Ronse Decraene	1947	1e6	0.004689394919142887	0.005638491131478646	0.001491162118587241	0.003897912394806115	0.002118470227665536	0.003180766599681244	0.001736929060834093
Fallopia japonica (Houtt.) Ronse Decraene	1947	4e6	0.01298627936781216	0.014425564184027932	0.005951320345401799	0.011705464197882815	0.008341950436176141	0.010171322499165332	0.003472269324874272
Fallopia japonica (Houtt.) Ronse Decraene	1947	9e6	0.023496199955782334	0.024990785315653352	0.013340688642926923	0.02213766107563954	0.01829841347476491	0.01996641945234829	0.004688226213159273
Fallopia japonica (Houtt.) Ronse Decraene	1947	16e6	0.03569715863738899	0.03690648742280416	0.023593613984582817	0.03460826642369535	0.03143879871882204	0.03205053801181634	0.005350713227366643
Fallopia japonica (Houtt.) Ronse Decraene	1948	1e6	0.006630519674245105	0.008519871355145783	0.0021308889749400706	0.005160025348514239	0.002983455713520323	0.004503836038085149	0.0026141854093482708
Fallopia japonica (Houtt.) Ronse Decraene	1948	4e6	0.018248357544553336	0.021047863710837195	0.008496350455007965	0.015868902592628013	0.01172676197846334	0.014344249987285767	0.005021575275380451
Fallopia japonica (Houtt.) Ronse Decraene	1948	9e6	0.03285995939421594	0.0357245412676856	0.01901534617942968	0.03035677987061821	0.02564901292039379	0.028055166821364465	0.006566832789870171
Fallopia japonica (Houtt.) Ronse Decraene	1948	16e6	0.04970706032981332	0.051997565259293374	0.0335547221198056	0.04773606409407636	0.043901435221293306	0.04486379549333801	0.007247240989415255
Fallopia japonica (Houtt.) Ronse Decraene	1949	1e6	0.007637592045918074	0.010704224970611992	0.002811338638149419	0.0054764689134741565	0.003699412823535474	0.0054151645029677006	0.0031829284706692816
Fallopia japonica (Houtt.) Ronse Decraene	1949	4e6	0.02177603697798391	0.026399849619603344	0.011198021619564852	0.01810812146943407	0.014555665172272917	0.017616734581274027	0.005960862592130472
Fallopia japonica (Houtt.) Ronse Decraene	1949	9e6	0.03998610377174794	0.04476450568825648	0.025019375857130207	0.036051594238199494	0.0318853409695341	0.034859967561932714	0.007569034416822172
Fallopia japonica (Houtt.) Ronse Decraene	1949	16e6	0.06126677689992898	0.06510999739365753	0.04404531335953666	0.05817092783293203	0.05467721540655269	0.056163861420808876	0.008030711811788733
Fallopia japonica (Houtt.) Ronse Decraene	1950	1e6	0.008254314358476567	0.01306081932767479	0.0036484967393939356	0.005327793220362322	0.004466015305985004	0.006226537261364936	0.0038322642233217215
Fallopia japonica (Houtt.) Ronse Decraene	1950	4e6	0.024796809920911045	0.03224525046228361	0.014514311877907634	0.019477094538979986	0.017597245875215384	0.02088937174266264	0.006967731620170552
Fallopia japonica (Houtt.) Ronse Decraene	1950	9e6	0.04688428795164624	0.054709255653680774	0.03236131301827294	0.041005548323739864	0.03863356467248613	0.042051775196533525	0.008485638341074166
Fallopia japonica (Houtt.) Ronse Decraene	1950	16e6	0.07324553172657143	0.07960880181324036	0.05680544228056829	0.068611417165618	0.06643131796634492	0.06851415179255173	0.008455913279903473
Fallopia japonica (Houtt.) Ronse Decraene	1951	1e6	0.009231936953648545	0.015224622686105818	0.004043156986798134	0.005730750032188411	0.004959902285424865	0.00694462679602122	0.0045724729984645
Fallopia japonica (Houtt.) Ronse Decraene	1951	4e6	0.027529718722560378	0.0366657464016571	0.016074809345309353	0.02117444745359333	0.0195164951133292	0.023189127567810334	0.008117719333466654
Fallopia japonica (Houtt.) Ronse Decraene	1951	9e6	0.051794349705953306	0.06131248262834607	0.03580543497622246	0.044792625932312626	0.042753308575371844	0.04651481506740182	0.009690625005429875
Fallopia japonica (Houtt.) Ronse Decraene	1951	16e6	0.0805890988832476	0.08830280965961324	0.06276538852850932	0.07509375644840681	0.07330334858875566	0.0755335223358634	0.009429561352110942
Fallopia japonica (Houtt.) Ronse Decraene	1952	1e6	0.00904682393818135	0.015113393838764783	0.004092708608604335	0.0055661801523997695	0.004965454998453132	0.006884573714654016	0.004522157188926232
Fallopia japonica (Houtt.) Ronse Decraene	1952	4e6	0.02727129362325009	0.036596121177308025	0.016270606787111	0.020875738434229785	0.01954884934039336	0.02313457461871698	0.008040795930586672
Fallopia japonica (Houtt.) Ronse Decraene	1952	9e6	0.05163045188511228	0.06139081415702334	0.03623709130625197	0.044542529076316555	0.04286038400981473	0.046579917593712813	0.009578627776303689
Fallopia japonica (Houtt.) Ronse Decraene	1952	16e6	0.0806834738242348	0.08861517800118897	0.06351119063684217	0.07511304221912088	0.07356674960589839	0.0758416853764141	0.009264334864100603
Fallopia japonica (Houtt.) Ronse Decraene	1953	1e6	0.008138534739763335	0.014273339106347897	0.004195338557801966	0.0048482756085888624	0.0048897286831957034	0.006494446989284325	0.004206693779275291
Fallopia japonica (Houtt.) Ronse Decraene	1953	4e6	0.025651763797602922	0.03542978234987995	0.016676044094090632	0.019286312476547603	0.01929097719641848	0.022399402595254626	0.007561674799699404
Fallopia japonica (Houtt.) Ronse Decraene	1953	9e6	0.049841937576123645	0.06030270238277833	0.03713057968136934	0.04258904227149866	0.04243517367392546	0.04580759129499835	0.00896213611724134
Fallopia japonica (Houtt.) Ronse Decraene	1953	16e6	0.07931501557722474	0.08794504691628877	0.06505410615649808	0.07354297639365269	0.07315051362687353	0.07542581629623674	0.008477111174697802
Fallopia japonica (Houtt.) Ronse Decraene	1954	1e6	0.006935798134823811	0.012251685044108439	0.003959874675690478	0.004130569955013416	0.004494885153059179	0.005743021712928891	0.003509022713455914
Fallopia japonica (Houtt.) Ronse Decraene	1954	4e6	0.022692014322882263	0.03150692571572659	0.015745663185158798	0.017034590039421347	0.017769460059632862	0.020252991973768657	0.006461708080294424
Fallopia japonica (Houtt.) Ronse Decraene	1954	9e6	0.04508379004076968	0.05474741480953737	0.035079555186599	0.038460423525447325	0.03921646946570357	0.04199369925485881	0.007727165650695224
Fallopia japonica (Houtt.) Ronse Decraene	1954	16e6	0.07290454317196003	0.08102447659097094	0.06151065084997688	0.06751803024984822	0.06789597025400627	0.06987422153267357	0.007288447507378031
Fallopia japonica (Houtt.) Ronse Decraene	1955	1e6	0.006281248607733493	0.010089192077974268	0.0033582445926573236	0.004037729825210528	0.0038809200405037765	0.005065441797120767	0.002784486577041351
Fallopia japonica (Houtt.) Ronse Decraene	1955	4e6	0.020191296077628932	0.026519592370493495	0.01336546289750995	0.015799559808196587	0.015351628485770652	0.017697132276884263	0.005254012866735468
Fallopia japonica (Houtt.) Ronse Decraene	1955	9e6	0.039741265614008474	0.04667471997686509	0.029821365704237327	0.034662002803357274	0.03391445880711974	0.036527327419186906	0.0064735499605557
Fallopia japonica (Houtt.) Ronse Decraene	1955	16e6	0.06389967064006465	0.06970714543461685	0.05239955627842829	0.059767327115855334	0.05879799946921304	0.0606437407212178	0.006413300711515958
Fallopia japonica (Houtt.) Ronse Decraene	1956	1e6	0.006832994395072676	0.01060298457510495	0.0032644883685956083	0.004497555459149769	0.003913727278776035	0.005295223326737701	0.002992342160700811
Fallopia japonica (Houtt.) Ronse Decraene	1956	4e6	0.021157624869377226	0.027230107437561258	0.012994151212060713	0.016773274860174662	0.015456160508725999	0.018096589429632316	0.0056033840069276575
Fallopia japonica (Houtt.) Ronse Decraene	1956	9e6	0.040744965154130404	0.04727836085964279	0.028999655518232244	0.03578324885038102	0.03405645037984994	0.03686393316523593	0.006948489576800544
Fallopia japonica (Houtt.) Ronse Decraene	1956	16e6	0.06452126814243508	0.06993113550330615	0.05097226468826976	0.060517748428284085	0.05884187762240233	0.06062550060197641	0.007028526502476909
Fallopia japonica (Houtt.) Ronse Decraene	1957	1e6	0.005773718831329488	0.008542778089908732	0.0028082607766786163	0.003965473642477307	0.0033609490173149856	0.004500386740559561	0.0023264850394765966
Fallopia japonica (Houtt.) Ronse Decraene	1957	4e6	0.018065752460462266	0.022630372001698845	0.011185813660450237	0.014646974783584218	0.013291379320344188	0.01548483788487683	0.004487939406522583
Fallopia japonica (Houtt.) Ronse Decraene	1957	9e6	0.03503129535114657	0.04001151349862001	0.024992291683221705	0.031124460243035508	0.02935165759779601	0.03169832717118667	0.005705459981405706
Fallopia japonica (Houtt.) Ronse Decraene	1957	16e6	0.05578286621684092	0.059949319945491734	0.04399810280732485	0.052581542933097455	0.05086401709373133	0.052359151945166306	0.0059401929486575834
Fallopia japonica (Houtt.) Ronse Decraene	1958	1e6	0.0038143359824622794	0.005687660103416504	0.0024677632687738487	0.0026269270217454607	0.0027124463673735546	0.003283167564795652	0.0013532726623785595
Fallopia japonica (Houtt.) Ronse Decraene	1958	4e6	0.013159704260780168	0.016582236242273007	0.009834574017992152	0.010668372164492592	0.010775303846332185	0.011979384173687492	0.0027429832415123315
Fallopia japonica (Houtt.) Ronse Decraene	1958	9e6	0.02703866113841491	0.0310084963995735	0.021991892336807425	0.024004797156695273	0.023969889758211682	0.02541783251803267	0.003519300848761234
Fallopia japonica (Houtt.) Ronse Decraene	1958	16e6	0.04488048184787664	0.04834511095861397	0.03876177839534556	0.04228239980854315	0.04194706387551427	0.043125584319617376	0.0035845652665061336
Fallopia japonica (Houtt.) Ronse Decraene	1959	1e6	0.0033932504694950136	0.004997111007818434	0.0022737651109758787	0.0023547060487837186	0.0024981322638537593	0.0029588743854061976	0.001149493409033552
Fallopia japonica (Houtt.) Ronse Decraene	1959	4e6	0.01185640772942609	0.014847043446772536	0.009064087392028578	0.00963817105525911	0.009928056570492002	0.010883164971918246	0.002359146875590299
Fallopia japonica (Houtt.) Ronse Decraene	1959	9e6	0.02455092134043635	0.028072495431770428	0.020278749810699992	0.021803159681988205	0.02210026350153937	0.023209264388445852	0.0030467479028822007
Fallopia japonica (Houtt.) Ronse Decraene	1959	16e6	0.04098931566909093	0.0441124279139409	0.03576637547430262	0.03857930488149247	0.038711506185953315	0.03953486003908748	0.0031150870267359636
Fallopia japonica (Houtt.) Ronse Decraene	1960	1e6	0.0026693860971866976	0.003719942552396234	0.0018945170433769534	0.0019491787560140736	0.002041977537127982	0.0023706626353076975	7.724352545518143e-4
Fallopia japonica (Houtt.) Ronse Decraene	1960	4e6	0.009526260751272938	0.011552105119924891	0.00755656019082274	0.007966269012474535	0.008126860231724705	0.008835214553284204	0.0016347699708532432
Fallopia japonica (Houtt.) Ronse Decraene	1960	9e6	0.019984662842078116	0.02241484519460182	0.016922011938921285	0.01803062223868604	0.01813340112784656	0.019003557530845466	0.002155939434421788
Fallopia japonica (Houtt.) Ronse Decraene	1960	16e6	0.03369651539678997	0.03587451441039895	0.029885353857960435	0.03196317574637732	0.03186570779127429	0.03259572038118507	0.002248474428262234
Fallopia japonica (Houtt.) Ronse Decraene	1961	1e6	0.0020751672574186317	0.0029024593385680725	0.0017653616460698858	0.0015158008752296638	0.0018143567428514635	0.001964280724057045	5.345512789886521e-4
Fallopia japonica (Houtt.) Ronse Decraene	1961	4e6	0.007857455449019835	0.009555533420163027	0.007042769571129039	0.0065669392169414795	0.007232951065802909	0.007585632053722927	0.0011607937224301385
Fallopia japonica (Houtt.) Ronse Decraene	1961	9e6	0.017070257908323394	0.019185206289196798	0.015776521677532632	0.015389869431003692	0.016183010735752783	0.016668726256803167	0.0015122561010314191
Fallopia japonica (Houtt.) Ronse Decraene	1961	16e6	0.0295117387304813	0.031458914076949486	0.027874869507380946	0.02797845380419117	0.028545405172840654	0.029044389877662672	0.0014829850109504543
Fallopia japonica (Houtt.) Ronse Decraene	1962	1e6	0.0023144135208613688	0.003172493974105039	0.0017630591659256736	0.00171944924597376	0.00185479621302631	0.0021045480336381746	6.110782850596308e-4
Fallopia japonica (Houtt.) Ronse Decraene	1962	4e6	0.008456951967461768	0.01015693652634596	0.007033608309319874	0.00714158465796559	0.007389264762141633	0.007956281120309038	0.0013132598880459356
Fallopia japonica (Houtt.) Ronse Decraene	1962	9e6	0.017993051730721073	0.020062290666720686	0.015756090024956697	0.016326227108868035	0.016514695896290066	0.017263865465923418	0.0017359811479025255
Fallopia japonica (Houtt.) Ronse Decraene	1962	16e6	0.030649784311046147	0.0325180632153362	0.027838992771459514	0.029162472331019353	0.029086678246497806	0.029808822136317487	0.001792882703590359
Fallopia japonica (Houtt.) Ronse Decraene	1963	1e6	0.00164296888239035	0.002146152646525625	0.0014014368455443902	0.0012747581814968282	0.0014329608409816561	0.0015527628130253509	3.4320955261409926e-4
Fallopia japonica (Houtt.) Ronse Decraene	1963	4e6	0.006234358498728551	0.007284283634851757	0.005593974236757225	0.00539080882359055	0.005716694589844473	0.006008133868559633	7.60074105283183e-4
Fallopia japonica (Houtt.) Ronse Decraene	1963	9e6	0.013569353959863915	0.014888186361134583	0.012542457422609957	0.012471510560350865	0.012806071292461469	0.013225853732118275	0.0010110915367193744
Fallopia japonica (Houtt.) Ronse Decraene	1963	16e6	0.02350482870060055	0.024723678513207538	0.022188840880060342	0.022497741000061026	0.0226269182371025	0.023090525821094925	0.0010267178856863016
Fallopia japonica (Houtt.) Ronse Decraene	1964	1e6	0.0018717634317889636	0.002455280019509362	0.0014645025028822145	0.001444313716934079	0.0015371001615150925	0.001717438372481526	4.279077220030484e-4
Fallopia japonica (Houtt.) Ronse Decraene	1964	4e6	0.006907912314989104	0.008090191580912672	0.005845153965513106	0.005955139027398345	0.006127263069245162	0.006535096453767191	9.385486226939217e-4
Fallopia japonica (Houtt.) Ronse Decraene	1964	9e6	0.014790787732015026	0.016251228099591813	0.013103574159739614	0.01357028524088011	0.013707718143074926	0.014241780263073614	0.001261121754534069
Fallopia japonica (Houtt.) Ronse Decraene	1964	16e6	0.025321374244887115	0.026657325965186406	0.023176418563492836	0.024212402668586583	0.02417595434064745	0.024680521890256015	0.0013276415425314235
Fallopia japonica (Houtt.) Ronse Decraene	1965	1e6	0.0025392508225956503	0.003435221180732486	0.0017583048093254845	0.0019051722140957423	0.0018993831833327146	0.002232853655092619	6.991970109405895e-4
Fallopia japonica (Houtt.) Ronse Decraene	1965	4e6	0.008997644583574105	0.010720493960268864	0.007014691157081197	0.007642683333520929	0.007560849012802403	0.008287694298418462	0.001494811427323221
Fallopia japonica (Houtt.) Ronse Decraene	1965	9e6	0.018801448069265758	0.02086115815866744	0.015713899820020364	0.017118209754992213	0.016876002614720557	0.017787230154710225	0.0020010324926069446
Fallopia japonica (Houtt.) Ronse Decraene	1965	16e6	0.03162015539766793	0.03345606722407758	0.027764907511472203	0.030137236773978268	0.02966957284303728	0.030469825611345917	0.0021383779867125093
Fallopia japonica (Houtt.) Ronse Decraene	1966	1e6	0.002954590552304516	0.004194322853803087	0.002043310740289961	0.002122872269475457	0.002214346112216936	0.0026009535093284406	9.079951360148616e-4
Fallopia japonica (Houtt.) Ronse Decraene	1966	4e6	0.010446700972469027	0.012802276995791154	0.008148226355299994	0.008660762443525977	0.008808704921819396	0.009637392157846545	0.0018998169869077401
Fallopia japonica (Houtt.) Ronse Decraene	1966	9e6	0.02179116684884486	0.02459092604232854	0.018240206804041696	0.01957117108244011	0.019639513053150925	0.020652209944464896	0.0024878326294694875
Fallopia japonica (Houtt.) Ronse Decraene	1966	16e6	0.03658535114368244	0.0390762232641088	0.0321967034167564	0.03463478615166116	0.034475524867207626	0.03531920527499532	0.0025797670919248494
Fallopia japonica (Houtt.) Ronse Decraene	1967	1e6	0.002907571871917147	0.004209507729606899	0.0021202709174448224	0.0020575071623532533	0.002262556237292545	0.0026086677727351426	9.029507596296872e-4
Fallopia japonica (Houtt.) Ronse Decraene	1967	4e6	0.010455409149841997	0.012961922270438637	0.008454148484114297	0.00859435988896854	0.009003774893634242	0.009762109982151391	0.0018895809593194599
Fallopia japonica (Houtt.) Ronse Decraene	1967	9e6	0.022023533112439094	0.02502576638008781	0.018921396630088187	0.019687172127978214	0.02008642409043659	0.02104082220966194	0.002450630056486598
Fallopia japonica (Houtt.) Ronse Decraene	1967	16e6	0.03722784590000683	0.03991236974414175	0.03339017002936306	0.03516741318351328	0.03528867680490865	0.03613049986850293	0.0024814315270232216
Fallopia japonica (Houtt.) Ronse Decraene	1968	1e6	0.017321571432785114	0.024338033747785426	0.004383018924562833	0.01238074482730515	0.006581105038954039	0.010852713639244593	0.008109639900383901
Fallopia japonica (Houtt.) Ronse Decraene	1968	4e6	0.04263275454947824	0.051407656792903954	0.017417147005998057	0.03573289932504364	0.02548618746650055	0.03222732581833101	0.013477731983136522
Fallopia japonica (Houtt.) Ronse Decraene	1968	9e6	0.07165300325202884	0.07961408135681415	0.03876260617636706	0.06529716398872565	0.0544839815803676	0.060139537294085124	0.015896284724886137
Fallopia japonica (Houtt.) Ronse Decraene	1968	16e6	0.10294080350837197	0.10858507323655399	0.06786948839408757	0.0987280262263985	0.09062692097628856	0.09254351428541603	0.01588147911662148
Fallopia japonica (Houtt.) Ronse Decraene	1969	1e6	0.018294415846295105	0.024796221968210203	0.004088333694896805	0.013482408528370342	0.006547857735653472	0.011036298113261322	0.008477709001994616
Fallopia japonica (Houtt.) Ronse Decraene	1969	4e6	0.043299390620074714	0.051186673108884494	0.016253321003171447	0.03685679213926962	0.025240735280575684	0.031991902472017913	0.013964968488267357
Fallopia japonica (Houtt.) Ronse Decraene	1969	9e6	0.07116364189632605	0.07821433581249798	0.03619898727471094	0.06532247754259915	0.053597039058747784	0.05884219688384835	0.01649363621906387
Fallopia japonica (Houtt.) Ronse Decraene	1969	16e6	0.10068275314940911	0.10566430270364759	0.06344536615294928	0.09677972090385602	0.08845571151446473	0.08961045976276757	0.016642819406818797
Fallopia japonica (Houtt.) Ronse Decraene	1970	1e6	0.0189111606203719	0.025263973251986382	0.004026733358773682	0.014130339069514485	0.006621124688725331	0.011247381123835838	0.008727948291070086
Fallopia japonica (Houtt.) Ronse Decraene	1970	4e6	0.04406939763946128	0.05165790358227379	0.016009906850111614	0.037802134487634045	0.025467871495527875	0.03228749366068407	0.014309758770193104
Fallopia japonica (Houtt.) Ronse Decraene	1970	9e6	0.07178286478205499	0.07849584637782799	0.03566232681036608	0.06617351837831423	0.053910006011839144	0.059031816733158375	0.016890795256634405
Fallopia japonica (Houtt.) Ronse Decraene	1970	16e6	0.10092960991559251	0.10562625980874493	0.0625180734505777	0.09721941363541749	0.0886517826658101	0.0895050028409648	0.017087564174839396
Fallopia japonica (Houtt.) Ronse Decraene	1971	1e6	0.02113724318910237	0.027885899981670195	0.004039629658967536	0.015922674285846844	0.007020103406016661	0.012162610989518484	0.009851011895111408
Fallopia japonica (Houtt.) Ronse Decraene	1971	4e6	0.04740769398457833	0.05521126517439176	0.016060870407411665	0.040813993708363895	0.02683815996246319	0.03409113712992937	0.01577872084890704
Fallopia japonica (Houtt.) Ronse Decraene	1971	9e6	0.07551858641705221	0.08232898288778363	0.03577470100741931	0.06969009387631714	0.056317272264011634	0.061404338225830725	0.018416507472397675
Fallopia japonica (Houtt.) Ronse Decraene	1971	16e6	0.10453709519559176	0.10931272808697891	0.06271227744737164	0.10063763913723482	0.0916988157252804	0.09206267297291301	0.018530668266300815
Fallopia japonica (Houtt.) Ronse Decraene	1972	1e6	0.02382451372250372	0.03419095162219075	0.005107421456891027	0.016423295167050343	0.008217726567304906	0.014121140790433915	0.011826551765636514
Fallopia japonica (Houtt.) Ronse Decraene	1972	4e6	0.054601500436814006	0.06673390429886877	0.020273703547225238	0.04482288516567695	0.03146215658817053	0.04013788643362532	0.018365368878331515
Fallopia japonica (Houtt.) Ronse Decraene	1972	9e6	0.08795020939587272	0.09868254022890066	0.04503881206677828	0.07909361047791462	0.06614224358850475	0.07280092369762267	0.020740861034898028
Fallopia japonica (Houtt.) Ronse Decraene	1972	16e6	0.12255995540973275	0.13025124401861352	0.07866183875413889	0.11651430676625034	0.10788336804528309	0.10955839567859303	0.01993720757611514
Fallopia japonica (Houtt.) Ronse Decraene	1973	1e6	0.007462011779284517	0.013208594778855874	0.004113133251085975	0.004436107910320847	0.004700134367285114	0.00610097914489524	0.0038315708422176297
Fallopia japonica (Houtt.) Ronse Decraene	1973	4e6	0.02409262874824269	0.03346692219082861	0.016351303869017172	0.018088312398607274	0.01856752227966263	0.02134228284004408	0.006978469448693281
Fallopia japonica (Houtt.) Ronse Decraene	1973	9e6	0.047484418475803425	0.05765005689725181	0.03641496537605914	0.040543165169938646	0.04093028905366126	0.04402695457352761	0.0082997474237518
Fallopia japonica (Houtt.) Ronse Decraene	1973	16e6	0.07633576560817633	0.08479591505978455	0.0638184402371259	0.0707688344944896	0.07075357121686611	0.072967239814403	0.007812855733229337
Fallopia japonica (Houtt.) Ronse Decraene	1974	1e6	0.011119786169473622	0.02019750757415247	0.005076554039979865	0.006410763378666591	0.006081492344388259	0.008503087109219444	0.006274403768544745
Fallopia japonica (Houtt.) Ronse Decraene	1974	4e6	0.033343494245290935	0.04687448853821958	0.020152110409867304	0.024731864938320563	0.02389514404410342	0.028442445918916613	0.010697308061323504
Fallopia japonica (Houtt.) Ronse Decraene	1974	9e6	0.06283365706801936	0.0767046171904849	0.04477212237765627	0.05345558258167368	0.05222231424785329	0.05701303248545048	0.012270259229122425
Fallopia japonica (Houtt.) Ronse Decraene	1974	16e6	0.09773380756922455	0.10878657515799345	0.07820436708935873	0.0906359658783919	0.08925538038798232	0.09237558893185165	0.011292884922277438
Fallopia japonica (Houtt.) Ronse Decraene	1975	1e6	0.014909789376349009	0.025413552009896218	0.005235747495328959	0.008848481333469264	0.006850344281733035	0.010375746246695336	0.008220096073492453
Fallopia japonica (Houtt.) Ronse Decraene	1975	4e6	0.0406156949766262	0.05500542826307257	0.020779085030101393	0.030606332497175325	0.026722917582626567	0.03280078252412089	0.01343018209940603
Fallopia japonica (Houtt.) Ronse Decraene	1975	9e6	0.0723425747402492	0.08641059208511503	0.04614681973669821	0.06200300094407112	0.05775308837501147	0.06350649270055253	0.015241762840741347
Fallopia japonica (Houtt.) Ronse Decraene	1975	16e6	0.10814058561278726	0.1190544768092959	0.0805614186199365	0.10044353066068823	0.0973246069378134	0.10027697776000807	0.014216634903555705
Fallopia japonica (Houtt.) Ronse Decraene	1976	1e6	0.01947530727312696	0.033468343844683744	0.006164340944590619	0.011452443275888078	0.008298798004259703	0.013073254236397998	0.011109562333839548
Fallopia japonica (Houtt.) Ronse Decraene	1976	4e6	0.05064955709469198	0.06870179971715756	0.024430304696358433	0.03817573453948374	0.03219023121159003	0.04016028901375675	0.017348711384066177
Fallopia japonica (Houtt.) Ronse Decraene	1976	9e6	0.0876860460408837	0.10463373507470708	0.05413059621863325	0.07541716976150227	0.06896667878277475	0.07628355319676261	0.019111884303391724
Fallopia japonica (Houtt.) Ronse Decraene	1976	16e6	0.1283487655513682	0.1410269150538252	0.09419814775381985	0.11970468624978838	0.11497171534552166	0.11860080744380441	0.017337294627342972
