nubKey	key	dataset_scientificname	datasetKey	scientificName	kingdom	taxonomicStatus	acceptedKey	accepted
6	134839804	Plantae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Plantae	Plantae	ACCEPTED	NA	NA
6	139343282	Plantae	87e99777-7f54-4209-9688-cbf7a9179ebe	Plantae	Plantae	ACCEPTED	NA	NA
49	139343334	Magnoliophyta	87e99777-7f54-4209-9688-cbf7a9179ebe	Magnoliophyta	Plantae	SYNONYM	7707728	Tracheophyta
59	139343283	Pteridophyta	87e99777-7f54-4209-9688-cbf7a9179ebe	Pteridophyta	Plantae	SYNONYM	7707728	Tracheophyta
194	139344105	Pinopsida	87e99777-7f54-4209-9688-cbf7a9179ebe	Pinopsida	Plantae	ACCEPTED	NA	NA
196	139343923	Liliopsida	87e99777-7f54-4209-9688-cbf7a9179ebe	Liliopsida	Plantae	ACCEPTED	NA	NA
220	139343335	Magnoliopsida	87e99777-7f54-4209-9688-cbf7a9179ebe	Magnoliopsida	Plantae	ACCEPTED	NA	NA
392	139343308	Polypodiales	87e99777-7f54-4209-9688-cbf7a9179ebe	Polypodiales	Plantae	ACCEPTED	NA	NA
393	139343330	Ophioglossales	87e99777-7f54-4209-9688-cbf7a9179ebe	Ophioglossales	Plantae	ACCEPTED	NA	NA
399	139343622	Ranunculales	87e99777-7f54-4209-9688-cbf7a9179ebe	Ranunculales	Plantae	ACCEPTED	NA	NA
408	139343526	Lamiales	87e99777-7f54-4209-9688-cbf7a9179ebe	Lamiales	Plantae	ACCEPTED	NA	NA
412	139343552	Gentianales	87e99777-7f54-4209-9688-cbf7a9179ebe	Gentianales	Plantae	ACCEPTED	NA	NA
414	139343803	Asterales	87e99777-7f54-4209-9688-cbf7a9179ebe	Asterales	Plantae	ACCEPTED	NA	NA
420	139343285	Selaginellales	87e99777-7f54-4209-9688-cbf7a9179ebe	Selaginellales	Plantae	ACCEPTED	NA	NA
421	139343288	Lycopodiales	87e99777-7f54-4209-9688-cbf7a9179ebe	Lycopodiales	Plantae	ACCEPTED	NA	NA
422	139343702	Caryophyllales	87e99777-7f54-4209-9688-cbf7a9179ebe	Caryophyllales	Plantae	ACCEPTED	NA	NA
551	139343949	Alismatales	87e99777-7f54-4209-9688-cbf7a9179ebe	Alismatales	Plantae	ACCEPTED	NA	NA
624	139343581	Geraniales	87e99777-7f54-4209-9688-cbf7a9179ebe	Geraniales	Plantae	ACCEPTED	NA	NA
636	139343616	Nymphaeales	87e99777-7f54-4209-9688-cbf7a9179ebe	Nymphaeales	Plantae	ACCEPTED	NA	NA
640	139344109	Pinales	87e99777-7f54-4209-9688-cbf7a9179ebe	Pinales	Plantae	ACCEPTED	NA	NA
690	139343742	Myrtales	87e99777-7f54-4209-9688-cbf7a9179ebe	Myrtales	Plantae	ACCEPTED	NA	NA
691	139343640	Rosales	87e99777-7f54-4209-9688-cbf7a9179ebe	Rosales	Plantae	ACCEPTED	NA	NA
933	139343430	Sapindales	87e99777-7f54-4209-9688-cbf7a9179ebe	Sapindales	Plantae	ACCEPTED	NA	NA
934	139343345	Santalales	87e99777-7f54-4209-9688-cbf7a9179ebe	Santalales	Plantae	ACCEPTED	NA	NA
941	139343449	Malvales	87e99777-7f54-4209-9688-cbf7a9179ebe	Malvales	Plantae	ACCEPTED	NA	NA
946	139343467	Dipsacales	87e99777-7f54-4209-9688-cbf7a9179ebe	Dipsacales	Plantae	ACCEPTED	NA	NA
949	139343362	Cornales	87e99777-7f54-4209-9688-cbf7a9179ebe	Cornales	Plantae	ACCEPTED	NA	NA
950	139343592	Celastrales	87e99777-7f54-4209-9688-cbf7a9179ebe	Celastrales	Plantae	ACCEPTED	NA	NA
951	139343294	Isoetales	87e99777-7f54-4209-9688-cbf7a9179ebe	Isoetales	Plantae	ACCEPTED	NA	NA
954	139343298	Equisetales	87e99777-7f54-4209-9688-cbf7a9179ebe	Equisetales	Plantae	ACCEPTED	NA	NA
1169	139343997	Asparagales	87e99777-7f54-4209-9688-cbf7a9179ebe	Asparagales	Plantae	ACCEPTED	NA	NA
1172	139343957	Liliales	87e99777-7f54-4209-9688-cbf7a9179ebe	Liliales	Plantae	ACCEPTED	NA	NA
1176	139343670	Solanales	87e99777-7f54-4209-9688-cbf7a9179ebe	Solanales	Plantae	ACCEPTED	NA	NA
1353	139343597	Ericales	87e99777-7f54-4209-9688-cbf7a9179ebe	Ericales	Plantae	ACCEPTED	NA	NA
1354	139343571	Fagales	87e99777-7f54-4209-9688-cbf7a9179ebe	Fagales	Plantae	ACCEPTED	NA	NA
1369	139344047	Poales	87e99777-7f54-4209-9688-cbf7a9179ebe	Poales	Plantae	ACCEPTED	NA	NA
1370	139343779	Fabales	87e99777-7f54-4209-9688-cbf7a9179ebe	Fabales	Plantae	ACCEPTED	NA	NA
2367	134839878	Pteridaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Pteridaceae	Plantae	ACCEPTED	NA	NA
2368	134839886	Polypodiaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Polypodiaceae	Plantae	ACCEPTED	NA	NA
2368	139343313	Polypodiaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Polypodiaceae	Plantae	ACCEPTED	NA	NA
2370	139343303	Osmundaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Osmundaceae	Plantae	ACCEPTED	NA	NA
2373	134839806	Dryopteridaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Dryopteridaceae	Plantae	ACCEPTED	NA	NA
2373	139343315	Dryopteridaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Dryopteridaceae	Plantae	ACCEPTED	NA	NA
2374	139343309	Blechnaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Blechnaceae	Plantae	ACCEPTED	NA	NA
2375	139343306	Marsileaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Marsileaceae	Plantae	ACCEPTED	NA	NA
2378	134839902	Passifloraceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Passifloraceae	Plantae	ACCEPTED	NA	NA
2379	134839930	Loasaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Loasaceae	Plantae	ACCEPTED	NA	NA
2380	134839914	Frankeniaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Frankeniaceae	Plantae	ACCEPTED	NA	NA
2382	134839843	Ulmaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Ulmaceae	Plantae	ACCEPTED	NA	NA
2382	139343444	Ulmaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Ulmaceae	Plantae	ACCEPTED	NA	NA
2384	134839814	Cannabaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Cannabaceae	Plantae	ACCEPTED	NA	NA
2384	139343441	Cannabaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Cannabaceae	Plantae	ACCEPTED	NA	NA
2385	134839840	Actinidiaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Actinidiaceae	Plantae	ACCEPTED	NA	NA
2386	139343563	Menyanthaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Menyanthaceae	Plantae	ACCEPTED	NA	NA
2387	139343671	Hydrophyllaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Hydrophyllaceae	Plantae	ACCEPTED	NA	NA
2389	134839826	Convolvulaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Convolvulaceae	Plantae	ACCEPTED	NA	NA
2389	139343675	Convolvulaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Convolvulaceae	Plantae	ACCEPTED	NA	NA
2390	134839864	Scrophulariaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Scrophulariaceae	Plantae	ACCEPTED	NA	NA
2390	139343766	Scrophulariaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Scrophulariaceae	Plantae	ACCEPTED	NA	NA
2391	139343763	Lentibulariaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Lentibulariaceae	Plantae	ACCEPTED	NA	NA
2392	139343527	Buddlejaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Buddlejaceae	Plantae	SYNONYM	2390	Scrophulariaceae
2393	134839907	Acanthaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Acanthaceae	Plantae	ACCEPTED	NA	NA
2394	134839851	Zygophyllaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Zygophyllaceae	Plantae	ACCEPTED	NA	NA
2395	134839868	Simaroubaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Simaroubaceae	Plantae	ACCEPTED	NA	NA
2395	139343368	Simaroubaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Simaroubaceae	Plantae	ACCEPTED	NA	NA
2396	134839873	Rutaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Rutaceae	Plantae	ACCEPTED	NA	NA
2397	134839951	Meliaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Meliaceae	Plantae	ACCEPTED	NA	NA
2398	134839956	Anacardiaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Anacardiaceae	Plantae	ACCEPTED	NA	NA
2398	139343431	Anacardiaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Anacardiaceae	Plantae	ACCEPTED	NA	NA
2399	139343346	Viscaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Viscaceae	Plantae	ACCEPTED	NA	NA
2402	134839862	Saxifragaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Saxifragaceae	Plantae	ACCEPTED	NA	NA
2402	139343421	Saxifragaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Saxifragaceae	Plantae	ACCEPTED	NA	NA
2403	134839924	Grossulariaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Grossulariaceae	Plantae	ACCEPTED	NA	NA
2403	139343419	Grossulariaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Grossulariaceae	Plantae	ACCEPTED	NA	NA
2406	134839824	Crassulaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Crassulaceae	Plantae	ACCEPTED	NA	NA
2406	139343426	Crassulaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Crassulaceae	Plantae	ACCEPTED	NA	NA
2407	134839881	Rhamnaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Rhamnaceae	Plantae	ACCEPTED	NA	NA
2407	139343356	Rhamnaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Rhamnaceae	Plantae	ACCEPTED	NA	NA
2408	134839810	Elaeagnaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Elaeagnaceae	Plantae	ACCEPTED	NA	NA
2408	139343374	Elaeagnaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Elaeagnaceae	Plantae	ACCEPTED	NA	NA
2410	134839874	Ranunculaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Ranunculaceae	Plantae	ACCEPTED	NA	NA
2410	139343626	Ranunculaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Ranunculaceae	Plantae	ACCEPTED	NA	NA
2412	134839936	Lardizabalaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Lardizabalaceae	Plantae	ACCEPTED	NA	NA
2415	139343457	Theophrastaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Theophrastaceae	Plantae	SYNONYM	6674	Primulaceae
2416	134839883	Polygonaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Polygonaceae	Plantae	ACCEPTED	NA	NA
2416	139343872	Polygonaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Polygonaceae	Plantae	ACCEPTED	NA	NA
2417	139343438	Polygalaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Polygalaceae	Plantae	ACCEPTED	NA	NA
2419	134839893	Plumbaginaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Plumbaginaceae	Plantae	ACCEPTED	NA	NA
2419	139343400	Plumbaginaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Plumbaginaceae	Plantae	ACCEPTED	NA	NA
2420	134839894	Plantaginaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Plantaginaceae	Plantae	ACCEPTED	NA	NA
2420	139343750	Plantaginaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Plantaginaceae	Plantae	ACCEPTED	NA	NA
2421	134839861	Saururaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Saururaceae	Plantae	ACCEPTED	NA	NA
2422	134839899	Papaveraceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Papaveraceae	Plantae	ACCEPTED	NA	NA
2422	139343383	Papaveraceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Papaveraceae	Plantae	ACCEPTED	NA	NA
2423	134839942	Nymphaeaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Nymphaeaceae	Plantae	ACCEPTED	NA	NA
2423	139343619	Nymphaeaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Nymphaeaceae	Plantae	ACCEPTED	NA	NA
2425	139343617	Ceratophyllaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Ceratophyllaceae	Plantae	ACCEPTED	NA	NA
2426	134839860	Sarraceniaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Sarraceniaceae	Plantae	ACCEPTED	NA	NA
2426	139343343	Sarraceniaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Sarraceniaceae	Plantae	ACCEPTED	NA	NA
2428	139343340	Thymelaeaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Thymelaeaceae	Plantae	ACCEPTED	NA	NA
2430	134839945	Onagraceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Onagraceae	Plantae	ACCEPTED	NA	NA
2430	139343745	Onagraceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Onagraceae	Plantae	ACCEPTED	NA	NA
2432	139343377	Myricaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Myricaceae	Plantae	ACCEPTED	NA	NA
2433	139343450	Tiliaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Tiliaceae	Plantae	SYNONYM	6685	Malvaceae
2493	134839932	Linaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Linaceae	Plantae	ACCEPTED	NA	NA
2493	139343586	Linaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Linaceae	Plantae	ACCEPTED	NA	NA
2497	134839927	Lamiaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Lamiaceae	Plantae	ACCEPTED	NA	NA
2497	139343533	Lamiaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Lamiaceae	Plantae	ACCEPTED	NA	NA
2498	134839836	Boraginaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Boraginaceae	Plantae	ACCEPTED	NA	NA
2498	139343679	Boraginaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Boraginaceae	Plantae	ACCEPTED	NA	NA
2499	134839928	Juglandaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Juglandaceae	Plantae	ACCEPTED	NA	NA
2499	139343337	Juglandaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Juglandaceae	Plantae	ACCEPTED	NA	NA
2501	134839828	Cercidiphyllaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Cercidiphyllaceae	Plantae	ACCEPTED	NA	NA
2503	134839916	Gentianaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Gentianaceae	Plantae	ACCEPTED	NA	NA
2503	139343566	Gentianaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Gentianaceae	Plantae	ACCEPTED	NA	NA
2505	134839910	Ericaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Ericaceae	Plantae	ACCEPTED	NA	NA
2505	139343598	Ericaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Ericaceae	Plantae	ACCEPTED	NA	NA
2507	134839850	Styracaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Styracaceae	Plantae	ACCEPTED	NA	NA
2508	139343482	Valerianaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Valerianaceae	Plantae	SYNONYM	6710	Caprifoliaceae
2509	139343473	Dipsacaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Dipsacaceae	Plantae	ACCEPTED	NA	NA
2510	134839841	Adoxaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Adoxaceae	Plantae	ACCEPTED	NA	NA
2510	139343478	Adoxaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Adoxaceae	Plantae	ACCEPTED	NA	NA
2516	134839897	Phytolaccaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Phytolaccaceae	Plantae	ACCEPTED	NA	NA
2516	139343703	Phytolaccaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Phytolaccaceae	Plantae	ACCEPTED	NA	NA
2517	134839949	Molluginaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Molluginaceae	Plantae	ACCEPTED	NA	NA
2518	134839811	Caryophyllaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Caryophyllaceae	Plantae	ACCEPTED	NA	NA
2518	139343711	Caryophyllaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Caryophyllaceae	Plantae	ACCEPTED	NA	NA
2519	134839819	Cactaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Cactaceae	Plantae	ACCEPTED	NA	NA
3064	134839909	Amaranthaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Amaranthaceae	Plantae	ACCEPTED	NA	NA
3064	139343709	Amaranthaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Amaranthaceae	Plantae	ACCEPTED	NA	NA
3065	134839856	Asteraceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Asteraceae	Plantae	ACCEPTED	NA	NA
3065	139343804	Asteraceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Asteraceae	Plantae	ACCEPTED	NA	NA
3066	134839857	Aristolochiaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Aristolochiaceae	Plantae	ACCEPTED	NA	NA
3066	139343553	Aristolochiaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Aristolochiaceae	Plantae	ACCEPTED	NA	NA
3068	139343978	Zannichelliaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Zannichelliaceae	Plantae	SYNONYM	6721	Potamogetonaceae
3070	134839922	Ginkgoaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Ginkgoaceae	Plantae	ACCEPTED	NA	NA
3073	134839891	Poaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Poaceae	Plantae	ACCEPTED	NA	NA
3073	139344048	Poaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Poaceae	Plantae	ACCEPTED	NA	NA
3074	139343295	Isoetaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Isoetaceae	Plantae	ACCEPTED	NA	NA
3105	134839805	Equisetaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Equisetaceae	Plantae	ACCEPTED	NA	NA
3105	139343299	Equisetaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Equisetaceae	Plantae	ACCEPTED	NA	NA
3110	134839880	Resedaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Resedaceae	Plantae	ACCEPTED	NA	NA
3110	139343881	Resedaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Resedaceae	Plantae	ACCEPTED	NA	NA
3112	134839839	Brassicaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Brassicaceae	Plantae	ACCEPTED	NA	NA
3112	139343883	Brassicaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Brassicaceae	Plantae	ACCEPTED	NA	NA
3113	134839923	Goodeniaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Goodeniaceae	Plantae	ACCEPTED	NA	NA
3114	134839809	Ephedraceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Ephedraceae	Plantae	ACCEPTED	NA	NA
3115	139343752	Hippuridaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Hippuridaceae	Plantae	SYNONYM	2420	Plantaginaceae
3719	134839842	Acoraceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Acoraceae	Plantae	ACCEPTED	NA	NA
3719	139343944	Acoraceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Acoraceae	Plantae	ACCEPTED	NA	NA
3720	134839895	Alismataceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Alismataceae	Plantae	ACCEPTED	NA	NA
3720	139343950	Alismataceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Alismataceae	Plantae	ACCEPTED	NA	NA
3721	134839920	Hydrocharitaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Hydrocharitaceae	Plantae	ACCEPTED	NA	NA
3721	139343928	Hydrocharitaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Hydrocharitaceae	Plantae	ACCEPTED	NA	NA
3721	139343931	Hydrocharitaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Hydrocharitaceae	Plantae	ACCEPTED	NA	NA
3722	139343976	Ruppiaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Ruppiaceae	Plantae	ACCEPTED	NA	NA
3723	139343970	Scheuchzeriaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Scheuchzeriaceae	Plantae	ACCEPTED	NA	NA
3725	139343974	Zosteraceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Zosteraceae	Plantae	ACCEPTED	NA	NA
3729	134839852	Xanthorrhoeaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Xanthorrhoeaceae	Plantae	ACCEPTED	NA	NA
3731	134839887	Pontederiaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Pontederiaceae	Plantae	ACCEPTED	NA	NA
3734	139343958	Nartheciaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Nartheciaceae	Plantae	ACCEPTED	NA	NA
3924	134839869	Araucariaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Araucariaceae	Plantae	ACCEPTED	NA	NA
3925	134839896	Pinaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Pinaceae	Plantae	ACCEPTED	NA	NA
3925	139344110	Pinaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Pinaceae	Plantae	ACCEPTED	NA	NA
4246	134839846	Typhaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Typhaceae	Plantae	ACCEPTED	NA	NA
4246	139343936	Typhaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Typhaceae	Plantae	ACCEPTED	NA	NA
4676	134839917	Geraniaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Geraniaceae	Plantae	ACCEPTED	NA	NA
4676	139343589	Geraniaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Geraniaceae	Plantae	ACCEPTED	NA	NA
4688	134839837	Betulaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Betulaceae	Plantae	ACCEPTED	NA	NA
4688	139343578	Betulaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Betulaceae	Plantae	ACCEPTED	NA	NA
4689	134839915	Fagaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Fagaceae	Plantae	ACCEPTED	NA	NA
4689	139343572	Fagaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Fagaceae	Plantae	ACCEPTED	NA	NA
4690	134839938	Magnoliaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Magnoliaceae	Plantae	ACCEPTED	NA	NA
4691	134839911	Euphorbiaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Euphorbiaceae	Plantae	ACCEPTED	NA	NA
4691	139343404	Euphorbiaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Euphorbiaceae	Plantae	ACCEPTED	NA	NA
4863	139344107	Taxaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Taxaceae	Plantae	ACCEPTED	NA	NA
5015	134839882	Rosaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Rosaceae	Plantae	ACCEPTED	NA	NA
5015	139343641	Rosaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Rosaceae	Plantae	ACCEPTED	NA	NA
5353	134839929	Juncaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Juncaceae	Plantae	ACCEPTED	NA	NA
5353	139344022	Juncaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Juncaceae	Plantae	ACCEPTED	NA	NA
5386	134839912	Fabaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Fabaceae	Plantae	ACCEPTED	NA	NA
5386	139343780	Fabaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Fabaceae	Plantae	ACCEPTED	NA	NA
5399	134839807	Droseraceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Droseraceae	Plantae	ACCEPTED	NA	NA
5399	139343371	Droseraceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Droseraceae	Plantae	ACCEPTED	NA	NA
6618	139343318	Thelypteridaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Thelypteridaceae	Plantae	ACCEPTED	NA	NA
6623	139343311	Dennstaedtiaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Dennstaedtiaceae	Plantae	ACCEPTED	NA	NA
6625	139343322	Aspleniaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Aspleniaceae	Plantae	ACCEPTED	NA	NA
6627	134839953	Ophioglossaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Ophioglossaceae	Plantae	ACCEPTED	NA	NA
6627	139343331	Ophioglossaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Ophioglossaceae	Plantae	ACCEPTED	NA	NA
6629	134839858	Salviniaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Salviniaceae	Plantae	ACCEPTED	NA	NA
6631	134839854	Violaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Violaceae	Plantae	ACCEPTED	NA	NA
6631	139343614	Violaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Violaceae	Plantae	ACCEPTED	NA	NA
6632	134839847	Tamaricaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Tamaricaceae	Plantae	ACCEPTED	NA	NA
6632	139343395	Tamaricaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Tamaricaceae	Plantae	ACCEPTED	NA	NA
6634	134839823	Cucurbitaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Cucurbitaceae	Plantae	ACCEPTED	NA	NA
6634	139343612	Cucurbitaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Cucurbitaceae	Plantae	ACCEPTED	NA	NA
6635	134839827	Cistaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Cistaceae	Plantae	ACCEPTED	NA	NA
6635	139343360	Cistaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Cistaceae	Plantae	ACCEPTED	NA	NA
6638	134839834	Begoniaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Begoniaceae	Plantae	ACCEPTED	NA	NA
6639	134839844	Urticaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Urticaceae	Plantae	ACCEPTED	NA	NA
6639	139343446	Urticaceae	87e99777-7f54-4209-9688-cbf7a9179ebe	Urticaceae	Plantae	ACCEPTED	NA	NA
6640	134839940	Moraceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Moraceae	Plantae	ACCEPTED	NA	NA
6644	134839808	Elatinaceae	9ff7d317-609b-4c08-bd86-3bc404b77c42	Elatinaceae	Plantae	ACCEPTED	NA	NA
