taxonKey	canonicalName	first_observed	last_observed	class	kingdom	kingdomKey	classKey
5289684	Setaria viridis	1800	2018	Liliopsida	Plantae	6	196
5289698	Setaria italica	1856	2018	Liliopsida	Plantae	6	196
5289679	Setaria parviflora	1887	2018	Liliopsida	Plantae	6	196
5290143	Brachypodium distachyon	1823	1956	Liliopsida	Plantae	6	196
5290144	Brachypodium phoenicoides	1946	2018	Liliopsida	Plantae	6	196
5290130	Tragus australianus	1899	1963	Liliopsida	Plantae	6	196
5290126	Tragus racemosus	1850	2018	Liliopsida	Plantae	6	196
5290069	Parapholis incurva	1895	2018	Liliopsida	Plantae	6	196
5290059	Beckmannia syzigachne	1911	2012	Liliopsida	Plantae	6	196
5290052	Zea mays	1923	2018	Liliopsida	Plantae	6	196
5289919	Polypogon viridis	1894	2018	Liliopsida	Plantae	6	196
5289917	Polypogon monspeliensis	1836	2018	Liliopsida	Plantae	6	196
5289913	Polypogon maritimus	1911	2016	Liliopsida	Plantae	6	196
5289906	Rostraria cristata	1891	2018	Liliopsida	Plantae	6	196
5674047	Nassella hyalina	1897	1897	Liliopsida	Plantae	6	196
5289833	Nassella tenuissima	1894	2018	Liliopsida	Plantae	6	196
5289620	Chloris truncata	1887	1963	Liliopsida	Plantae	6	196
5289624	Chloris virgata	1865	1959	Liliopsida	Plantae	6	196
5676903	Apera intermedia	1907	2013	Liliopsida	Plantae	6	196
5289643	Apera interrupta	1818	2018	Liliopsida	Plantae	6	196
5679032	Vulpia geniculata	1886	2005	Liliopsida	Plantae	6	196
5679007	Vulpia ligustica	1871	1923	Liliopsida	Plantae	6	196
5290177	Lagurus ovatus	1848	2018	Liliopsida	Plantae	6	196
5290242	Gaudinia fragilis	1907	2018	Liliopsida	Plantae	6	196
5290282	Elymus canadensis	1949	2014	Liliopsida	Plantae	6	196
4142326	Achnatherum calamagrostis	1835	2018	Liliopsida	Plantae	6	196
4135892	Lachnagrostis lachnantha	1891	1959	Liliopsida	Plantae	6	196
4135963	Lachnagrostis filiformis	1892	2013	Liliopsida	Plantae	6	196
5289972	Digitaria sanguinalis	1856	2018	Liliopsida	Plantae	6	196
4131042	Bromus hordeaceus longipedicellatus	1895	2017	Liliopsida	Plantae	6	196
2703698	Bromus sitchensis	1944	2018	Liliopsida	Plantae	6	196
2703700	Bromus squarrosus	1850	2012	Liliopsida	Plantae	6	196
2703670	Bromus inermis	1823	2018	Liliopsida	Plantae	6	196
2703733	Bromus lanceolatus	1888	2000	Liliopsida	Plantae	6	196
2703740	Bromus rubens	1904	2017	Liliopsida	Plantae	6	196
2703760	Bromus diandrus	1905	2018	Liliopsida	Plantae	6	196
2703711	Bromus lepidus	1916	2012	Liliopsida	Plantae	6	196
2703721	Bromus madritensis	1848	2018	Liliopsida	Plantae	6	196
2703723	Bromus catharticus	1864	2018	Liliopsida	Plantae	6	196
2704394	Cynosurus echinatus	1824	2017	Liliopsida	Plantae	6	196
2704038	Muhlenbergia mexicana	1824	2017	Liliopsida	Plantae	6	196
2704102	Bothriochloa ischaemum	1813	1916	Liliopsida	Plantae	6	196
2702793	Briza minor	1812	1980	Liliopsida	Plantae	6	196
2702792	Briza maxima	1853	2017	Liliopsida	Plantae	6	196
2702812	Echinochloa colona	1889	2016	Liliopsida	Plantae	6	196
2702798	Echinochloa esculenta	1948	2018	Liliopsida	Plantae	6	196
2702808	Echinochloa crus-galli	1800	2018	Liliopsida	Plantae	6	196
2702519	Eriochloa pseudoacrotricha	1904	1959	Liliopsida	Plantae	6	196
2705972	Anthoxanthum aristatum	1840	2018	Liliopsida	Plantae	6	196
2705666	Taeniatherum caput-medusae	1911	2011	Liliopsida	Plantae	6	196
2705690	Hainardia cylindrica	1906	1956	Liliopsida	Plantae	6	196
2705955	Eleusine tristachya	1886	2018	Liliopsida	Plantae	6	196
2705957	Eleusine coracana	1947	1992	Liliopsida	Plantae	6	196
2705953	Eleusine indica	1857	1857	Liliopsida	Plantae	6	196
2705869	Urochloa panicoides	1949	2009	Liliopsida	Plantae	6	196
8174035	Avena nuda	1881	2009	Liliopsida	Plantae	6	196
7226804	Avena sterilis sterilis	1823	2016	Liliopsida	Plantae	6	196
2705295	Avena strigosa	1811	2015	Liliopsida	Plantae	6	196
2705300	Avena barbata	1824	2018	Liliopsida	Plantae	6	196
2705290	Avena sativa	1854	2018	Liliopsida	Plantae	6	196
2705181	Sorghum bicolor	1935	2018	Liliopsida	Plantae	6	196
2705185	Sorghum halepense	1884	2018	Liliopsida	Plantae	6	196
2705325	Eragrostis tef	1939	2016	Liliopsida	Plantae	6	196
2705339	Eragrostis mexicana	1822	1955	Liliopsida	Plantae	6	196
2705449	Eragrostis minor	1835	2018	Liliopsida	Plantae	6	196
2705393	Eragrostis parviflora	1887	1969	Liliopsida	Plantae	6	196
2705378	Eragrostis curvula	1911	2018	Liliopsida	Plantae	6	196
2705369	Eragrostis cilianensis	1824	2017	Liliopsida	Plantae	6	196
2705420	Eragrostis pectinacea	1940	2012	Liliopsida	Plantae	6	196
2705401	Eragrostis multicaulis	1943	2018	Liliopsida	Plantae	6	196
2705400	Eragrostis pilosa	1877	2015	Liliopsida	Plantae	6	196
9393876	Sporobolus townsendii	1938	2018	Liliopsida	Plantae	6	196
2704757	Sporobolus indicus	1886	2017	Liliopsida	Plantae	6	196
6449041	Panicum miliaceum miliaceum	1868	2018	Liliopsida	Plantae	6	196
4125308	Panicum schinzii	1887	2018	Liliopsida	Plantae	6	196
2705081	Panicum virgatum	1948	2014	Liliopsida	Plantae	6	196
2705144	Panicum dichotomiflorum	1881	2018	Liliopsida	Plantae	6	196
2705162	Panicum capillare	1861	2018	Liliopsida	Plantae	6	196
2705031	Festuca glauca	1887	2006	Liliopsida	Plantae	6	196
4129708	Lolium multiflorum	1814	2018	Liliopsida	Plantae	6	196
2706218	Lolium rigidum	1861	2015	Liliopsida	Plantae	6	196
7795888	Triticum aestivum	1883	2018	Liliopsida	Plantae	6	196
7883427	Triticum monococcum	1885	2016	Liliopsida	Plantae	6	196
2706403	Triticum aestivum spelta	1913	2017	Liliopsida	Plantae	6	196
2706406	Triticum turgidum	1877	2017	Liliopsida	Plantae	6	196
2706501	Agrostis castellana	1904	2004	Liliopsida	Plantae	6	196
2706457	Agrostis nebulosa	1881	1881	Liliopsida	Plantae	6	196
2706444	Agrostis scabra	1930	2018	Liliopsida	Plantae	6	196
4139846	Phleum exaratum	1912	2015	Liliopsida	Plantae	6	196
2706002	Phleum paniculatum	1905	2018	Liliopsida	Plantae	6	196
2705966	Secale cereale	1884	2018	Liliopsida	Plantae	6	196
8332019	Hordeum distichon	1871	2018	Liliopsida	Plantae	6	196
2706052	Hordeum jubatum	1887	2018	Liliopsida	Plantae	6	196
2706056	Hordeum vulgare	1888	2018	Liliopsida	Plantae	6	196
2706190	Dactyloctenium radulans	1887	1955	Liliopsida	Plantae	6	196
2706188	Dactyloctenium aegyptium	1882	2016	Liliopsida	Plantae	6	196
2650180	Botrychium simplex	1908	1908	Polypodiopsida	Plantae	6	7228684
2650903	Onoclea sensibilis	1831	2018	Polypodiopsida	Plantae	6	7228684
5274858	Salvinia natans	1835	1889	Polypodiopsida	Plantae	6	7228684
2650107	Azolla filiculoides	1912	2018	Polypodiopsida	Plantae	6	7228684
9520065	Ferrissia californica	1937	2016	Gastropoda	Animalia	1	225
8014163	Ambigolimax valentianus	1946	1946	Gastropoda	Animalia	1	225
6454754	Hippolyte desmarestii	1895	2016	Malacostraca	Animalia	1	229
4562917	Cochlicella acuta	1828	1828	Gastropoda	Animalia	1	225
2856037	Allium ampeloprasum	1948	2017	Liliopsida	Plantae	6	196
5289590	Vulpia myuros	1877	1979	Liliopsida	Plantae	6	196
9752149	Phasianus colchicus	1701	2019	Aves	Animalia	1	212
2473421	Lagopus lagopus	1890	1890	Aves	Animalia	1	212
2702816	Echinochloa muricata	1887	2018	Liliopsida	Plantae	6	196
2351271	Salvelinus fontinalis	1884	1884	Actinopterygii	Animalia	1	204
2331498	Molgula manhattensis	1847	1847	Ascidiacea	Animalia	1	356
2296807	Cochlicella barbara	1946	1946	Gastropoda	Animalia	1	225
2266009	Cordylophora caspia	1905	1905	Hydrozoa	Animalia	1	205
2266754	Gonionemus vertens	1946	1946	Hydrozoa	Animalia	1	205
8244019	Trachyspermum ammi	1892	1985	Magnoliopsida	Plantae	6	220
5371753	Visnaga daucoides	1880	2016	Magnoliopsida	Plantae	6	220
8167990	Lycopsis arvensis orientalis	1850	1850	Magnoliopsida	Plantae	6	220
2925870	Amsinckia menziesii	1884	2018	Magnoliopsida	Plantae	6	220
7523753	Symphoricarpos albus	1866	2018	Magnoliopsida	Plantae	6	220
2888740	Centranthus ruber	1869	2018	Magnoliopsida	Plantae	6	220
5371699	Hepatica nobilis	1825	2018	Magnoliopsida	Plantae	6	220
3033828	Consolida orientalis	1893	2017	Magnoliopsida	Plantae	6	220
3033830	Consolida ajacis	1854	2018	Magnoliopsida	Plantae	6	220
5374922	Arabis caucasica	1881	2018	Magnoliopsida	Plantae	6	220
3047620	Sinapis incana	1873	2018	Magnoliopsida	Plantae	6	220
7885624	Cucumis myriocarpus	1895	1955	Magnoliopsida	Plantae	6	220
6300805	Pilosella bauhinii	1909	2018	Magnoliopsida	Plantae	6	220
9419993	Erodium moschatum	1813	2018	Magnoliopsida	Plantae	6	220
5415009	Linaria supina	1882	2018	Magnoliopsida	Plantae	6	220
