taxonKey,scientificName,kingdom,phylum,order,class,genus,family,species,rank,includes
1001548,"Lepadella deridderae Segers, De Smet & Bonte, 1996",Animalia,Rotifera,Ploima,Eurotatoria,Lepadella,Lepadellidae,Lepadella deridderae,SPECIES,6155426: Lepadella deridderae deridderae
1001728,"Paradicranophorus sinus De Smet, 2003",Animalia,Rotifera,Ploima,Eurotatoria,Paradicranophorus,Dicranophoridae,Paradicranophorus sinus,SPECIES,"1001728: Paradicranophorus sinus De Smet, 2003"
1001810,"Encentrum tenuidigitatum De Smet, 2000",Animalia,Rotifera,Ploima,Eurotatoria,Encentrum,Dicranophoridae,Encentrum tenuidigitatum,SPECIES,"1001810: Encentrum tenuidigitatum De Smet, 2000"
1002944,"Proales christinae De Smet, 1994",Animalia,Rotifera,Ploima,Eurotatoria,Proales,Proalidae,Proales christinae,SPECIES,"1002944: Proales christinae De Smet, 1994"
1003399,"Cephalodella segersi De Smet, 1998",Animalia,Rotifera,Ploima,Eurotatoria,Cephalodella,Notommatidae,Cephalodella segersi,SPECIES,"1003399: Cephalodella segersi De Smet, 1998"
1003567,"Pectinatella magnifica (Leidy, 1851)",Animalia,Bryozoa,Plumatellida,Phylactolaemata,Pectinatella,Pectinatellidae,Pectinatella magnifica,SPECIES,"1003567: Pectinatella magnifica (Leidy, 1851)"
1003652,"Cristatella mucedo Cuvier, 1798",Animalia,Bryozoa,Plumatellida,Phylactolaemata,Cristatella,Cristatellidae,Cristatella mucedo,SPECIES,"1003652: Cristatella mucedo Cuvier, 1798"
1008955,"Fenestrulina delicia Winston, Hayward & Craig, 2000",Animalia,Bryozoa,Cheilostomatida,Gymnolaemata,Fenestrulina,Fenestrulinidae,Fenestrulina delicia,SPECIES,"1008955: Fenestrulina delicia Winston, Hayward & Craig, 2000"
1012292,"Ommatoiulus sabulosus (Linnaeus, 1758)",Animalia,Arthropoda,Julida,Diplopoda,Ommatoiulus,Julidae,Ommatoiulus sabulosus,SPECIES,"1012292: Ommatoiulus sabulosus (Linnaeus, 1758)"
1020607,"Polydesmus angustus Latzel, 1884",Animalia,Arthropoda,Polydesmida,Diplopoda,Polydesmus,Polydesmidae,Polydesmus angustus,SPECIES,"1020607: Polydesmus angustus Latzel, 1884"
1029148,"Cypris reptans Baird, 1836",Animalia,Arthropoda,Podocopida,Ostracoda,Cypris,Cyprididae,Cypris reptans,SPECIES,"4987736: Herpetocypris reptans (Baird, 1835)"
1029515,"Cyprideis torosa (Jones, 1850)",Animalia,Arthropoda,Podocopida,Ostracoda,Cyprideis,Cytherideidae,Cyprideis torosa,SPECIES,"1029515: Cyprideis torosa (Jones, 1850)"
1029879,"Loxoconcha elliptica Brady, 1868",Animalia,Arthropoda,Podocopida,Ostracoda,Loxoconcha,Loxoconchidae,Loxoconcha elliptica,SPECIES,"1029879: Loxoconcha elliptica Brady, 1868"
1031394,"Ectopsocus petersi Smithers, 1978",Animalia,Arthropoda,Psocodea,Insecta,Ectopsocus,Ectopsocidae,Ectopsocus petersi,SPECIES,"1031394: Ectopsocus petersi Smithers, 1978"
1031400,"Ectopsocus briggsi McLachlan, 1899",Animalia,Arthropoda,Psocodea,Insecta,Ectopsocus,Ectopsocidae,Ectopsocus briggsi,SPECIES,"1031400: Ectopsocus briggsi McLachlan, 1899"
1031437,"Amphigerontia bifasciata (Latreille, 1799)",Animalia,Arthropoda,Psocodea,Insecta,Amphigerontia,Psocidae,Amphigerontia bifasciata,SPECIES,"1031437: Amphigerontia bifasciata (Latreille, 1799)"
1031438,"Amphigerontia contaminata (Stephens, 1836)",Animalia,Arthropoda,Psocodea,Insecta,Amphigerontia,Psocidae,Amphigerontia contaminata,SPECIES,"1031438: Amphigerontia contaminata (Stephens, 1836)"
1031470,"Loensia fasciata (Fabricius & J.C., 1787)",Animalia,Arthropoda,Psocodea,Insecta,Loensia,Psocidae,Loensia fasciata,SPECIES,"1031470: Loensia fasciata (Fabricius & J.C., 1787)"
1031490,"Philotarsus picicornis (Fabricius & J.C., 1793)",Animalia,Arthropoda,Psocodea,Insecta,Philotarsus,Philotarsidae,Philotarsus picicornis,SPECIES,"1031490: Philotarsus picicornis (Fabricius & J.C., 1793)"
1031528,"Liposcelis corrodens (Heymons, 1909)",Animalia,Arthropoda,Psocodea,Insecta,Liposcelis,Liposcelididae,Liposcelis corrodens,SPECIES,"1031528: Liposcelis corrodens (Heymons, 1909)"
1031573,"Peripsocus alboguttatus (Dalman, 1823)",Animalia,Arthropoda,Psocodea,Insecta,Peripsocus,Peripsocidae,Peripsocus alboguttatus,SPECIES,"1031573: Peripsocus alboguttatus (Dalman, 1823)"
1031575,"Peripsocus subfasciatus (Rambur, 1842)",Animalia,Arthropoda,Psocodea,Insecta,Peripsocus,Peripsocidae,Peripsocus subfasciatus,SPECIES,"1031575: Peripsocus subfasciatus (Rambur, 1842)"
1031576,"Peripsocus phaeopterus (Stephens, 1836)",Animalia,Arthropoda,Psocodea,Insecta,Peripsocus,Peripsocidae,Peripsocus phaeopterus,SPECIES,"1031576: Peripsocus phaeopterus (Stephens, 1836)"
1031582,"Peripsocus milleri (Tillyard, 1923)",Animalia,Arthropoda,Psocodea,Insecta,Peripsocus,Peripsocidae,Peripsocus milleri,SPECIES,"1031582: Peripsocus milleri (Tillyard, 1923)"
1031620,"Lachesilla pedicularia (Linnaeus, 1758)",Animalia,Arthropoda,Psocodea,Insecta,Lachesilla,Lachesillidae,Lachesilla pedicularia,SPECIES,"1031620: Lachesilla pedicularia (Linnaeus, 1758)"
1031653,"Elipsocus hyalinus (Stephens, 1836)",Animalia,Arthropoda,Psocodea,Insecta,Elipsocus,Elipsocidae,Elipsocus hyalinus,SPECIES,"1031653: Elipsocus hyalinus (Stephens, 1836)"
1031667,"Cuneopalpus cyanops (Rostock, 1876)",Animalia,Arthropoda,Psocodea,Insecta,Cuneopalpus,Elipsocidae,Cuneopalpus cyanops,SPECIES,"1031667: Cuneopalpus cyanops (Rostock, 1876)"
1031679,"Cerobasis guestfalica (Kolbe, 1880)",Animalia,Arthropoda,Psocodea,Insecta,Cerobasis,Trogiidae,Cerobasis guestfalica,SPECIES,"1031679: Cerobasis guestfalica (Kolbe, 1880)"
1031684,"Lepinotus patruelis Pearman & J.V., 1931",Animalia,Arthropoda,Psocodea,Insecta,Lepinotus,Trogiidae,Lepinotus patruelis,SPECIES,"1031684: Lepinotus patruelis Pearman & J.V., 1931"
1031692,"Graphopsocus cruciatus (Linnaeus, 1768)",Animalia,Arthropoda,Psocodea,Insecta,Graphopsocus,Stenopsocidae,Graphopsocus cruciatus,SPECIES,"1031692: Graphopsocus cruciatus (Linnaeus, 1768)"
1031710,"Valenzuela flavidus (Stephens, 1836)",Animalia,Arthropoda,Psocodea,Insecta,Valenzuela,Caeciliusidae,Valenzuela flavidus,SPECIES,"1031710: Valenzuela flavidus (Stephens, 1836)"
1031715,"Valenzuela atricornis (McLachlan, 1869)",Animalia,Arthropoda,Psocodea,Insecta,Valenzuela,Caeciliusidae,Valenzuela atricornis,SPECIES,"1031715: Valenzuela atricornis (McLachlan, 1869)"
1031724,"Valenzuela burmeisteri (Brauer, 1876)",Animalia,Arthropoda,Psocodea,Insecta,Valenzuela,Caeciliusidae,Valenzuela burmeisteri,SPECIES,"1031724: Valenzuela burmeisteri (Brauer, 1876)"
1031737,"Psyllipsocus ramburii Selys-Longchamps, 1872",Animalia,Arthropoda,Psocodea,Insecta,Psyllipsocus,Psyllipsocidae,Psyllipsocus ramburii,SPECIES,"1031737: Psyllipsocus ramburii Selys-Longchamps, 1872"
1031742,"Dorypteryx domestica (Smithers & Courtenay, 1958)",Animalia,Arthropoda,Psocodea,Insecta,Dorypteryx,Psyllipsocidae,Dorypteryx domestica,SPECIES,"1031742: Dorypteryx domestica (Smithers & Courtenay, 1958)"
1033452,"Dryops luridus (Erichson, 1847)",Animalia,Arthropoda,Coleoptera,Insecta,Dryops,Dryopidae,Dryops luridus,SPECIES,"1033452: Dryops luridus (Erichson, 1847)"
1033938,"Helophorus aquaticus (Linnaeus, 1758)",Animalia,Arthropoda,Coleoptera,Insecta,Helophorus,Helophoridae,Helophorus aquaticus,SPECIES,"1033938: Helophorus aquaticus (Linnaeus, 1758)"
1033951,"Helophorus grandis (Illiger, 1798)",Animalia,Arthropoda,Coleoptera,Insecta,Helophorus,Helophoridae,Helophorus grandis,SPECIES,"1033951: Helophorus grandis (Illiger, 1798)"
1033958,"Helophorus brevipalpis Bedel, 1881",Animalia,Arthropoda,Coleoptera,Insecta,Helophorus,Helophoridae,Helophorus brevipalpis,SPECIES,"1033958: Helophorus brevipalpis Bedel, 1881"
1033999,"Enochrus melanocephalus (Olivier & A.G., 1793)",Animalia,Arthropoda,Coleoptera,Insecta,Enochrus,Hydrophilidae,Enochrus melanocephalus,SPECIES,"1033999: Enochrus melanocephalus (Olivier & A.G., 1793)"
1034063,"Anacaena globula (Paykull, 1798)",Animalia,Arthropoda,Coleoptera,Insecta,Anacaena,Hydrophilidae,Anacaena globula,SPECIES,"1034063: Anacaena globula (Paykull, 1798)"
1034064,"Anacaena limbata (Fabricius, 1792)",Animalia,Arthropoda,Coleoptera,Insecta,Anacaena,Hydrophilidae,Anacaena limbata,SPECIES,"1034064: Anacaena limbata (Fabricius, 1792)"
1034067,"Anacaena bipustulata (Marsham, 1802)",Animalia,Arthropoda,Coleoptera,Insecta,Anacaena,Hydrophilidae,Anacaena bipustulata,SPECIES,"1034067: Anacaena bipustulata (Marsham, 1802)"
1034074,"Anacaena lutescens (Stephens, 1829)",Animalia,Arthropoda,Coleoptera,Insecta,Anacaena,Hydrophilidae,Anacaena lutescens,SPECIES,"1034074: Anacaena lutescens (Stephens, 1829)"
1034244,"Cryptopleurum subtile Sharp, 1884",Animalia,Arthropoda,Coleoptera,Insecta,Cryptopleurum,Hydrophilidae,Cryptopleurum subtile,SPECIES,"1034244: Cryptopleurum subtile Sharp, 1884 | 10514108: BOLD:ABW4289"
1034329,"Sphaeridium scarabaeoides (Linnaeus, 1758)",Animalia,Arthropoda,Coleoptera,Insecta,Sphaeridium,Hydrophilidae,Sphaeridium scarabaeoides,SPECIES,"1034329: Sphaeridium scarabaeoides (Linnaeus, 1758)"
1034332,"Sphaeridium lunatum Fabricius, 1792",Animalia,Arthropoda,Coleoptera,Insecta,Sphaeridium,Hydrophilidae,Sphaeridium lunatum,SPECIES,"1034332: Sphaeridium lunatum Fabricius, 1792"
1034338,"Megasternum concinnum (Marsham, 1802)",Animalia,Arthropoda,Coleoptera,Insecta,Megasternum,Hydrophilidae,Megasternum concinnum,SPECIES,"5874546: Megasternum obscurum (Marsham, 1802)"
1034421,"Cercyon melanocephalus (Linnaeus, 1758)",Animalia,Arthropoda,Coleoptera,Insecta,Cercyon,Hydrophilidae,Cercyon melanocephalus,SPECIES,"1034421: Cercyon melanocephalus (Linnaeus, 1758)"
1034424,"Cercyon quisquilius (Linnaeus, 1760)",Animalia,Arthropoda,Coleoptera,Insecta,Cercyon,Hydrophilidae,Cercyon quisquilius,SPECIES,"1034424: Cercyon quisquilius (Linnaeus, 1760) | 4434231: Cercyon flavipennis Küster, 1848"
1034425,"Cercyon tristis (Illiger, 1801)",Animalia,Arthropoda,Coleoptera,Insecta,Cercyon,Hydrophilidae,Cercyon tristis,SPECIES,"1034425: Cercyon tristis (Illiger, 1801)"
1034428,"Cercyon marinus Thomson & C.G., 1853",Animalia,Arthropoda,Coleoptera,Insecta,Cercyon,Hydrophilidae,Cercyon marinus,SPECIES,"1034428: Cercyon marinus Thomson & C.G., 1853"
1034431,"Cercyon littoralis (Gyllenhal, 1808)",Animalia,Arthropoda,Coleoptera,Insecta,Cercyon,Hydrophilidae,Cercyon littoralis,SPECIES,"1034431: Cercyon littoralis (Gyllenhal, 1808)"
1034441,"Cercyon convexiusculus Stephens, 1829",Animalia,Arthropoda,Coleoptera,Insecta,Cercyon,Hydrophilidae,Cercyon convexiusculus,SPECIES,"1034441: Cercyon convexiusculus Stephens, 1829"
1034449,"Cercyon ustulatus (Preyssler, 1790)",Animalia,Arthropoda,Coleoptera,Insecta,Cercyon,Hydrophilidae,Cercyon ustulatus,SPECIES,"1034449: Cercyon ustulatus (Preyssler, 1790)"
1034452,"Cercyon unipunctatus (Linnaeus, 1758)",Animalia,Arthropoda,Coleoptera,Insecta,Cercyon,Hydrophilidae,Cercyon unipunctatus,SPECIES,"1034452: Cercyon unipunctatus (Linnaeus, 1758)"
1034454,"Cercyon lateralis (Marsham, 1802)",Animalia,Arthropoda,Coleoptera,Insecta,Cercyon,Hydrophilidae,Cercyon lateralis,SPECIES,"1034454: Cercyon lateralis (Marsham, 1802)"
1034462,"Cercyon terminatus (Marsham, 1802)",Animalia,Arthropoda,Coleoptera,Insecta,Cercyon,Hydrophilidae,Cercyon terminatus,SPECIES,"1034462: Cercyon terminatus (Marsham, 1802)"
1034472,"Cercyon analis (Paykull, 1798)",Animalia,Arthropoda,Coleoptera,Insecta,Cercyon,Hydrophilidae,Cercyon analis,SPECIES,"1034472: Cercyon analis (Paykull, 1798) | 10074286: BOLD:AAM0572"
1034608,"Elateroides dermestoides (Linnaeus, 1761)",Animalia,Arthropoda,Coleoptera,Insecta,Elateroides,Lymexylidae,Elateroides dermestoides,SPECIES,"1034608: Elateroides dermestoides (Linnaeus, 1761) | 1034609: Hylecoetus dermestoides Linnaeus, 1761"
1035167,"Amara lunicollis Schiødte, 1837",Animalia,Arthropoda,Coleoptera,Insecta,Amara,Carabidae,Amara lunicollis,SPECIES,"1035167: Amara lunicollis Schiødte, 1837"
1035185,"Amara aenea (DeGeer, 1774)",Animalia,Arthropoda,Coleoptera,Insecta,Amara,Carabidae,Amara aenea,SPECIES,"1035185: Amara aenea (DeGeer, 1774)"
1035194,"Amara aulica (Panzer, 1796)",Animalia,Arthropoda,Coleoptera,Insecta,Amara,Carabidae,Amara aulica,SPECIES,"1035194: Amara aulica (Panzer, 1796)"
1035195,"Amara familiaris (Duftschmid, 1812)",Animalia,Arthropoda,Coleoptera,Insecta,Amara,Carabidae,Amara familiaris,SPECIES,"1035195: Amara familiaris (Duftschmid, 1812)"
1035204,"Amara anthobia A. & G.B.Villa, 1833",Animalia,Arthropoda,Coleoptera,Insecta,Amara,Carabidae,Amara anthobia,SPECIES,"1035204: Amara anthobia A. & G.B.Villa, 1833"
1035208,"Amara bifrons (Gyllenhal, 1810)",Animalia,Arthropoda,Coleoptera,Insecta,Amara,Carabidae,Amara bifrons,SPECIES,"1035208: Amara bifrons (Gyllenhal, 1810)"
1035231,"Amara apricaria (Paykull, 1790)",Animalia,Arthropoda,Coleoptera,Insecta,Amara,Carabidae,Amara apricaria,SPECIES,"1035231: Amara apricaria (Paykull, 1790) | 10582403: BOLD:AAH2780"
1035290,"Loricera pilicornis (Fabricius, 1775)",Animalia,Arthropoda,Coleoptera,Insecta,Loricera,Carabidae,Loricera pilicornis,SPECIES,"1035290: Loricera pilicornis (Fabricius, 1775)"
1035434,"Bradycellus harpalinus (Audinet-Serville, 1821)",Animalia,Arthropoda,Coleoptera,Insecta,Bradycellus,Carabidae,Bradycellus harpalinus,SPECIES,"1035434: Bradycellus harpalinus (Audinet-Serville, 1821) | 10169302: BOLD:AAW7082"
1035551,"Elaphrus riparius (Linnaeus, 1758)",Animalia,Arthropoda,Coleoptera,Insecta,Elaphrus,Carabidae,Elaphrus riparius,SPECIES,"1035551: Elaphrus riparius (Linnaeus, 1758)"
1035556,"Tachyta nana (Gyllenhal, 1810)",Animalia,Arthropoda,Coleoptera,Insecta,Tachyta,Carabidae,Tachyta nana,SPECIES,"1035556: Tachyta nana (Gyllenhal, 1810)"
1035578,"Nebria brevicollis (Fabricius, 1792)",Animalia,Arthropoda,Coleoptera,Insecta,Nebria,Carabidae,Nebria brevicollis,SPECIES,"1035578: Nebria brevicollis (Fabricius, 1792) | 10508037: BOLD:AAH0297"
1035929,"Bembidion testaceum (Duftschmid, 1812)",Animalia,Arthropoda,Coleoptera,Insecta,Bembidion,Carabidae,Bembidion testaceum,SPECIES,"1035929: Bembidion testaceum (Duftschmid, 1812)"
1035931,"Bembidion tetracolum Say, 1823",Animalia,Arthropoda,Coleoptera,Insecta,Bembidion,Carabidae,Bembidion tetracolum,SPECIES,"1035931: Bembidion tetracolum Say, 1823"
1036066,"Bembidion semipunctatum (Donovan, 1806)",Animalia,Arthropoda,Coleoptera,Insecta,Bembidion,Carabidae,Bembidion semipunctatum,SPECIES,"1036066: Bembidion semipunctatum (Donovan, 1806)"
1036128,"Bembidion quadrimaculatum (Linnaeus, 1760)",Animalia,Arthropoda,Coleoptera,Insecta,Bembidion,Carabidae,Bembidion quadrimaculatum,SPECIES,"1036128: Bembidion quadrimaculatum (Linnaeus, 1760)"
1036154,"Bembidion guttula (Fabricius, 1792)",Animalia,Arthropoda,Coleoptera,Insecta,Bembidion,Carabidae,Bembidion guttula,SPECIES,"1036154: Bembidion guttula (Fabricius, 1792)"
1036192,"Bembidion obtusum Audinet-Serville, 1821",Animalia,Arthropoda,Coleoptera,Insecta,Bembidion,Carabidae,Bembidion obtusum,SPECIES,"1036192: Bembidion obtusum Audinet-Serville, 1821"
1036203,"Bembidion properans (Stephens, 1828)",Animalia,Arthropoda,Coleoptera,Insecta,Bembidion,Carabidae,Bembidion properans,SPECIES,"1036203: Bembidion properans (Stephens, 1828)"
1036216,"Bembidion lampros (Herbst, 1784)",Animalia,Arthropoda,Coleoptera,Insecta,Bembidion,Carabidae,Bembidion lampros,SPECIES,"1036216: Bembidion lampros (Herbst, 1784)"
1036255,"Bembidion bruxellense Wesmael, 1835",Animalia,Arthropoda,Coleoptera,Insecta,Bembidion,Carabidae,Bembidion bruxellense,SPECIES,"1036255: Bembidion bruxellense Wesmael, 1835"
1036779,"Carabus auratus Linnaeus, 1761",Animalia,Arthropoda,Coleoptera,Insecta,Carabus,Carabidae,Carabus auratus,SPECIES,"1036779: Carabus auratus Linnaeus, 1761"
1036789,"Carabus granulatus Linnaeus, 1758",Animalia,Arthropoda,Coleoptera,Insecta,Carabus,Carabidae,Carabus granulatus,SPECIES,"1036789: Carabus granulatus Linnaeus, 1758 | 4470433: Carabus granulatus granulatus"
1036796,"Asaphidion flavipes (Linnaeus, 1760)",Animalia,Arthropoda,Coleoptera,Insecta,Asaphidion,Carabidae,Asaphidion flavipes,SPECIES,"1036796: Asaphidion flavipes (Linnaeus, 1760) | 9342386: Tachypus flavipes (Linnaeus, 1760)"
1036893,"Clivina fossor (Linnaeus, 1758)",Animalia,Arthropoda,Coleoptera,Insecta,Clivina,Carabidae,Clivina fossor,SPECIES,"1036893: Clivina fossor (Linnaeus, 1758)"
1036899,"Clivina collaris (Herbst, 1784)",Animalia,Arthropoda,Coleoptera,Insecta,Clivina,Carabidae,Clivina collaris,SPECIES,"1036899: Clivina collaris (Herbst, 1784)"
1036917,"Anisodactylus binotatus (Fabricius, 1787)",Animalia,Arthropoda,Coleoptera,Insecta,Anisodactylus,Carabidae,Anisodactylus binotatus,SPECIES,"1036917: Anisodactylus binotatus (Fabricius, 1787)"
1037319,"Trechus obtusus Erichson, 1837",Animalia,Arthropoda,Coleoptera,Insecta,Trechus,Carabidae,Trechus obtusus,SPECIES,"1037319: Trechus obtusus Erichson, 1837 | 10034248: BOLD:ACC4145"
1037633,"Acupalpus meridianus (Linnaeus, 1760)",Animalia,Arthropoda,Coleoptera,Insecta,Acupalpus,Carabidae,Acupalpus meridianus,SPECIES,"1037633: Acupalpus meridianus (Linnaeus, 1760)"
1037890,"Hydrovatus cuspidatus (Kunze, 1818)",Animalia,Arthropoda,Coleoptera,Insecta,Hydrovatus,Dytiscidae,Hydrovatus cuspidatus,SPECIES,"1037890: Hydrovatus cuspidatus (Kunze, 1818)"
1037897,"Nebrioporus depressus (Fabricius, 1775)",Animalia,Arthropoda,Coleoptera,Insecta,Nebrioporus,Dytiscidae,Nebrioporus depressus,SPECIES,"7597730: Potamonectes depressus (Fabricius, 1775)"
1037908,"Graphoderus cinereus (Linnaeus, 1758)",Animalia,Arthropoda,Coleoptera,Insecta,Graphoderus,Dytiscidae,Graphoderus cinereus,SPECIES,"1037908: Graphoderus cinereus (Linnaeus, 1758) | 9880888: Graphoderes cinereus (Linnaeus, 1758)"
1037974,"Agabus undulatus (Schrank, 1776)",Animalia,Arthropoda,Coleoptera,Insecta,Agabus,Dytiscidae,Agabus undulatus,SPECIES,"1037974: Agabus undulatus (Schrank, 1776)"
1037977,"Agabus affinis (Paykull, 1798)",Animalia,Arthropoda,Coleoptera,Insecta,Agabus,Dytiscidae,Agabus affinis,SPECIES,"1037977: Agabus affinis (Paykull, 1798)"
1037986,"Agabus congener (Thunberg, 1794)",Animalia,Arthropoda,Coleoptera,Insecta,Agabus,Dytiscidae,Agabus congener,SPECIES,"1037986: Agabus congener (Thunberg, 1794)"
1038059,"Dytiscus circumcinctus Ahrens, 1811",Animalia,Arthropoda,Coleoptera,Insecta,Dytiscus,Dytiscidae,Dytiscus circumcinctus,SPECIES,"1038059: Dytiscus circumcinctus Ahrens, 1811"
1038064,"Dytiscus marginalis Linnaeus, 1758",Animalia,Arthropoda,Coleoptera,Insecta,Dytiscus,Dytiscidae,Dytiscus marginalis,SPECIES,"1038064: Dytiscus marginalis Linnaeus, 1758 | 6277497: Dytiscus marginalis marginalis"
1038118,"Oreodytes sanmarkii (C.R.Sahlberg, 1826)",Animalia,Arthropoda,Coleoptera,Insecta,Oreodytes,Dytiscidae,Oreodytes sanmarkii,SPECIES,"1038118: Oreodytes sanmarkii (C.R.Sahlberg, 1826) | 7043354: Oreodytes sanmarkii sanmarkii"
1038153,"Bidessus unistriatus (Goeze, 1777)",Animalia,Arthropoda,Coleoptera,Insecta,Bidessus,Dytiscidae,Bidessus unistriatus,SPECIES,"1038153: Bidessus unistriatus (Goeze, 1777)"
1038207,"Hydroporus striola (Gyllenhal, 1826)",Animalia,Arthropoda,Coleoptera,Insecta,Hydroporus,Dytiscidae,Hydroporus striola,SPECIES,"1038207: Hydroporus striola (Gyllenhal, 1826)"
1038219,"Hydroporus tristis (Paykull, 1798)",Animalia,Arthropoda,Coleoptera,Insecta,Hydroporus,Dytiscidae,Hydroporus tristis,SPECIES,"1038219: Hydroporus tristis (Paykull, 1798)"
1038224,"Hydroporus morio Aubé, 1838",Animalia,Arthropoda,Coleoptera,Insecta,Hydroporus,Dytiscidae,Hydroporus morio,SPECIES,"1038224: Hydroporus morio Aubé, 1838"
1038248,"Hydroporus obscurus Sturm, 1835",Animalia,Arthropoda,Coleoptera,Insecta,Hydroporus,Dytiscidae,Hydroporus obscurus,SPECIES,"1038248: Hydroporus obscurus Sturm, 1835"
1038313,"Laccophilus minutus (Linnaeus, 1758)",Animalia,Arthropoda,Coleoptera,Insecta,Laccophilus,Dytiscidae,Laccophilus minutus,SPECIES,"1038313: Laccophilus minutus (Linnaeus, 1758) | 7358380: Laccophilus obscurus"
1038376,"Neoporus vittatipennis (Gemminger & Harold, 1868)",Animalia,Arthropoda,Coleoptera,Insecta,Neoporus,Dytiscidae,Neoporus vittatipennis,SPECIES,"1038377: Hydroporus lineolatus LeConte, 1855"
1038508,"Laccornis oblongus (Stephens, 1835)",Animalia,Arthropoda,Coleoptera,Insecta,Laccornis,Dytiscidae,Laccornis oblongus,SPECIES,"1038508: Laccornis oblongus (Stephens, 1835)"
1038554,"Suphrodytes dorsalis (Fabricius, 1787)",Animalia,Arthropoda,Coleoptera,Insecta,Suphrodytes,Dytiscidae,Suphrodytes dorsalis,SPECIES,"1038554: Suphrodytes dorsalis (Fabricius, 1787)"
1038561,"Hygrotus novemlineatus (Stephens, 1829)",Animalia,Arthropoda,Coleoptera,Insecta,Hygrotus,Dytiscidae,Hygrotus novemlineatus,SPECIES,"1038561: Hygrotus novemlineatus (Stephens, 1829)"
1038574,"Hygrotus impressopunctatus (Schaller, 1783)",Animalia,Arthropoda,Coleoptera,Insecta,Hygrotus,Dytiscidae,Hygrotus impressopunctatus,SPECIES,"1038574: Hygrotus impressopunctatus (Schaller, 1783) | 6097305: Coelambus impressopunctatus (Schaller, 1783)"
1038776,"Ilybius ater (De Geer, 1774)",Animalia,Arthropoda,Coleoptera,Insecta,Ilybius,Dytiscidae,Ilybius ater,SPECIES,"1038776: Ilybius ater (De Geer, 1774)"
1038778,"Ilybius fuliginosus (Fabricius, 1792)",Animalia,Arthropoda,Coleoptera,Insecta,Ilybius,Dytiscidae,Ilybius fuliginosus,SPECIES,"1038778: Ilybius fuliginosus (Fabricius, 1792) | 7199558: Ilybius fuliginosus fuliginosus"
1038781,"Ilybius fenestratus (Fabricius, 1781)",Animalia,Arthropoda,Coleoptera,Insecta,Ilybius,Dytiscidae,Ilybius fenestratus,SPECIES,"1038781: Ilybius fenestratus (Fabricius, 1781)"
1038798,"Ilybius subaeneus Erichson, 1837",Animalia,Arthropoda,Coleoptera,Insecta,Ilybius,Dytiscidae,Ilybius subaeneus,SPECIES,"1038798: Ilybius subaeneus Erichson, 1837"
1038937,"Laricobius erichsoni Rosenhauer, 1846",Animalia,Arthropoda,Coleoptera,Insecta,Laricobius,Derodontidae,Laricobius erichsoni,SPECIES,"1038937: Laricobius erichsoni Rosenhauer, 1846"
1038996,"Nicrophorus investigator (Zetterstedt, 1824)",Animalia,Arthropoda,Coleoptera,Insecta,Nicrophorus,Silphidae,Nicrophorus investigator,SPECIES,"1038996: Nicrophorus investigator (Zetterstedt, 1824) | 6097309: Necrophorus investigator Zetterstedt, 1824"
1039003,"Nicrophorus humator (Gleditsch, 1767)",Animalia,Arthropoda,Coleoptera,Insecta,Nicrophorus,Silphidae,Nicrophorus humator,SPECIES,"1039003: Nicrophorus humator (Gleditsch, 1767) | 6097307: Necrophorus humator (Gleditsch, 1767) | 10604113: BOLD:AAF2685"
1039006,"Nicrophorus vespilloides Herbst, 1783",Animalia,Arthropoda,Coleoptera,Insecta,Nicrophorus,Silphidae,Nicrophorus vespilloides,SPECIES,"1039006: Nicrophorus vespilloides Herbst, 1783 | 6097308: Necrophorus vespilloides Herbst, 1783 | 9964094: BOLD:AAF3432"
1039017,"Nicrophorus vespillo (Linnaeus, 1758)",Animalia,Arthropoda,Coleoptera,Insecta,Nicrophorus,Silphidae,Nicrophorus vespillo,SPECIES,"1039017: Nicrophorus vespillo (Linnaeus, 1758)"
1039019,"Nicrophorus interruptus (Stephens, 1830)",Animalia,Arthropoda,Coleoptera,Insecta,Nicrophorus,Silphidae,Nicrophorus interruptus,SPECIES,"1039019: Nicrophorus interruptus (Stephens, 1830)"
1039067,"Ochthebius marinus (Paykull, 1798)",Animalia,Arthropoda,Coleoptera,Insecta,Ochthebius,Hydraenidae,Ochthebius marinus,SPECIES,"1039067: Ochthebius marinus (Paykull, 1798)"
1039254,"Creophilus maxillosus (Linnaeus, 1758)",Animalia,Arthropoda,Coleoptera,Insecta,Creophilus,Staphylinidae,Creophilus maxillosus,SPECIES,"1039254: Creophilus maxillosus (Linnaeus, 1758)"
1039424,"Gymnusa brevicollis (Paykull, 1800)",Animalia,Arthropoda,Coleoptera,Insecta,Gymnusa,Staphylinidae,Gymnusa brevicollis,SPECIES,"1039424: Gymnusa brevicollis (Paykull, 1800)"
1039457,"Trichonyx sulcicollis (Reichenbach, 1816)",Animalia,Arthropoda,Coleoptera,Insecta,Trichonyx,Staphylinidae,Trichonyx sulcicollis,SPECIES,"1039457: Trichonyx sulcicollis (Reichenbach, 1816) | 10464214: BOLD:AAO4448"
1039462,"Anotylus nitidulus (Gravenhorst, 1802)",Animalia,Arthropoda,Coleoptera,Insecta,Anotylus,Staphylinidae,Anotylus nitidulus,SPECIES,"1039462: Anotylus nitidulus (Gravenhorst, 1802) | 4440504: Oxytelus nitidulus Gravenhorst, 1802"
