taxonKey,scientificName,kingdom,phylum,order,class,genus,family,species,rank,includes
1605151,"Dolichopus brevipennis Meigen, 1824",Animalia,Arthropoda,Diptera,Insecta,Dolichopus,Dolichopodidae,Dolichopus brevipennis,SPECIES,"1605151: Dolichopus brevipennis Meigen, 1824"
1605435,"Dolichopus latilimbatus Macquart, 1827",Animalia,Arthropoda,Diptera,Insecta,Dolichopus,Dolichopodidae,Dolichopus latilimbatus,SPECIES,"1605435: Dolichopus latilimbatus Macquart, 1827"
1605608,"Dolichopus ungulatus (Linnaeus, 1758)",Animalia,Arthropoda,Diptera,Insecta,Dolichopus,Dolichopodidae,Dolichopus ungulatus,SPECIES,"1605608: Dolichopus ungulatus (Linnaeus, 1758)"
1610221,"Poecilobothrus nobilitatus (Linnaeus, 1767)",Animalia,Arthropoda,Diptera,Insecta,Poecilobothrus,Dolichopodidae,Poecilobothrus nobilitatus,SPECIES,"1610221: Poecilobothrus nobilitatus (Linnaeus, 1767)"
1611057,"Teuchophorus monacanthus Loew, 1859",Animalia,Arthropoda,Diptera,Insecta,Teuchophorus,Dolichopodidae,Teuchophorus monacanthus,SPECIES,"1611057: Teuchophorus monacanthus Loew, 1859"
1611068,"Teuchophorus calcaratus (Macquart, 1827)",Animalia,Arthropoda,Diptera,Insecta,Teuchophorus,Dolichopodidae,Teuchophorus calcaratus,SPECIES,"1611068: Teuchophorus calcaratus (Macquart, 1827)"
1611127,"Teuchophorus spinigerellus (Zetterstedt, 1843)",Animalia,Arthropoda,Diptera,Insecta,Teuchophorus,Dolichopodidae,Teuchophorus spinigerellus,SPECIES,"1611127: Teuchophorus spinigerellus (Zetterstedt, 1843)"
1622583,"Rhagoletis cerasi (Linnaeus, 1758)",Animalia,Arthropoda,Diptera,Insecta,Rhagoletis,Tephritidae,Rhagoletis cerasi,SPECIES,"1622583: Rhagoletis cerasi (Linnaeus, 1758) | 10436480: BOLD:AAD5126"
1622658,"Rhagoletis completa Cresson, 1929",Animalia,Arthropoda,Diptera,Insecta,Rhagoletis,Tephritidae,Rhagoletis completa,SPECIES,"1622658: Rhagoletis completa Cresson, 1929"
1622979,"Xyphosia miliaria (Schrank, 1781)",Animalia,Arthropoda,Diptera,Insecta,Xyphosia,Tephritidae,Xyphosia miliaria,SPECIES,"1622979: Xyphosia miliaria (Schrank, 1781)"
1627994,"Terellia tussilaginis (Fabricius, 1775)",Animalia,Arthropoda,Diptera,Insecta,Terellia,Tephritidae,Terellia tussilaginis,SPECIES,"1627994: Terellia tussilaginis (Fabricius, 1775)"
1628289,"Anomoia purmunda (Harris, 1780)",Animalia,Arthropoda,Diptera,Insecta,Anomoia,Tephritidae,Anomoia purmunda,SPECIES,"1628289: Anomoia purmunda (Harris, 1780)"
1631266,"Culicoides simulator Edwards, 1939",Animalia,Arthropoda,Diptera,Insecta,Culicoides,Ceratopogonidae,Culicoides simulator,SPECIES,"1631266: Culicoides simulator Edwards, 1939"
1631572,"Culicoides cunctans (Winnertz, 1852)",Animalia,Arthropoda,Diptera,Insecta,Culicoides,Ceratopogonidae,Culicoides cunctans,SPECIES,"1631572: Culicoides cunctans (Winnertz, 1852)"
1631634,"Culicoides pictipennis (Staeger, 1839)",Animalia,Arthropoda,Diptera,Insecta,Culicoides,Ceratopogonidae,Culicoides pictipennis,SPECIES,"1631634: Culicoides pictipennis (Staeger, 1839) | 6098122: Culicoides arcuatus (Winnertz, 1852)"
1631683,"Culicoides albicans (Winnertz, 1852)",Animalia,Arthropoda,Diptera,Insecta,Culicoides,Ceratopogonidae,Culicoides albicans,SPECIES,"1631683: Culicoides albicans (Winnertz, 1852)"
1631707,"Culicoides manchuriensis Tokunaga, 1941",Animalia,Arthropoda,Diptera,Insecta,Culicoides,Ceratopogonidae,Culicoides manchuriensis,SPECIES,"1631708: Culicoides setiger Goetghebuer, 1938"
1631721,"Culicoides pulicaris (Linnaeus, 1758)",Animalia,Arthropoda,Diptera,Insecta,Culicoides,Ceratopogonidae,Culicoides pulicaris,SPECIES,"1631721: Culicoides pulicaris (Linnaeus, 1758) | 1631727: Culicoides setosinervis Kieffer, 1913"
1631728,"Culicoides pallidicornis Kieffer, 1919",Animalia,Arthropoda,Diptera,Insecta,Culicoides,Ceratopogonidae,Culicoides pallidicornis,SPECIES,"1631728: Culicoides pallidicornis Kieffer, 1919"
1631747,"Culicoides nubeculosus (Meigen, 1830)",Animalia,Arthropoda,Diptera,Insecta,Culicoides,Ceratopogonidae,Culicoides nubeculosus,SPECIES,"1631747: Culicoides nubeculosus (Meigen, 1830)"
1631811,"Culicoides stigma (Meigen, 1818)",Animalia,Arthropoda,Diptera,Insecta,Culicoides,Ceratopogonidae,Culicoides stigma,SPECIES,"1631811: Culicoides stigma (Meigen, 1818)"
1631825,"Culicoides riethi Kieffer, 1914",Animalia,Arthropoda,Diptera,Insecta,Culicoides,Ceratopogonidae,Culicoides riethi,SPECIES,"1631825: Culicoides riethi Kieffer, 1914"
1632113,"Culicoides vexans (Staeger, 1839)",Animalia,Arthropoda,Diptera,Insecta,Culicoides,Ceratopogonidae,Culicoides vexans,SPECIES,"1632113: Culicoides vexans (Staeger, 1839)"
1632225,"Culicoides impunctatus Goetghebuer, 1920",Animalia,Arthropoda,Diptera,Insecta,Culicoides,Ceratopogonidae,Culicoides impunctatus,SPECIES,"1632225: Culicoides impunctatus Goetghebuer, 1920"
1632229,"Culicoides circumscriptus Kieffer, 1918",Animalia,Arthropoda,Diptera,Insecta,Culicoides,Ceratopogonidae,Culicoides circumscriptus,SPECIES,"1632229: Culicoides circumscriptus Kieffer, 1918"
1632338,"Culicoides obsoletus (Meigen, 1818)",Animalia,Arthropoda,Diptera,Insecta,Culicoides,Ceratopogonidae,Culicoides obsoletus,SPECIES,"1632338: Culicoides obsoletus (Meigen, 1818)"
1632375,"Culicoides chiopterus (Meigen, 1830)",Animalia,Arthropoda,Diptera,Insecta,Culicoides,Ceratopogonidae,Culicoides chiopterus,SPECIES,"1632375: Culicoides chiopterus (Meigen, 1830)"
1632523,"Culicoides festivipenis Kieffer, 1914",Animalia,Arthropoda,Diptera,Insecta,Culicoides,Ceratopogonidae,Culicoides festivipenis,SPECIES,"1632525: Culicoides odibilis Austen, 1921"
1632544,"Culicoides fascipennis (Staeger, 1839)",Animalia,Arthropoda,Diptera,Insecta,Culicoides,Ceratopogonidae,Culicoides fascipennis,SPECIES,"1632544: Culicoides fascipennis (Staeger, 1839)"
1632883,"Ceratopogon punctatus Meigen, 1804",Animalia,Arthropoda,Diptera,Insecta,Ceratopogon,Ceratopogonidae,Ceratopogon punctatus,SPECIES,"4520488: Culicoides punctatus (Meigen, 1804)"
1633466,"Serromyia atra (Meigen, 1818)",Animalia,Arthropoda,Diptera,Insecta,Serromyia,Ceratopogonidae,Serromyia atra,SPECIES,"1633466: Serromyia atra (Meigen, 1818)"
1633472,"Serromyia femorata (Meigen, 1804)",Animalia,Arthropoda,Diptera,Insecta,Serromyia,Ceratopogonidae,Serromyia femorata,SPECIES,"1633472: Serromyia femorata (Meigen, 1804) | 4520444: Serromyia rufitarsis (Meigen, 1818)"
1633479,"Serromyia ledicola Kieffer, 1925",Animalia,Arthropoda,Diptera,Insecta,Serromyia,Ceratopogonidae,Serromyia ledicola,SPECIES,"1633479: Serromyia ledicola Kieffer, 1925 | 1633481: Serromyia macronyx Goetghebuer, 1933"
1633495,"Serromyia morio (Fabricius, 1775)",Animalia,Arthropoda,Diptera,Insecta,Serromyia,Ceratopogonidae,Serromyia morio,SPECIES,"1633495: Serromyia morio (Fabricius, 1775)"
1633503,"Serromyia bispinosa Goetghebuer, 1936",Animalia,Arthropoda,Diptera,Insecta,Serromyia,Ceratopogonidae,Serromyia bispinosa,SPECIES,"1633503: Serromyia bispinosa Goetghebuer, 1936"
1633693,"Forcipomyia pallida (Winnertz, 1852)",Animalia,Arthropoda,Diptera,Insecta,Forcipomyia,Ceratopogonidae,Forcipomyia pallida,SPECIES,"1633693: Forcipomyia pallida (Winnertz, 1852)"
1633723,"Forcipomyia guilleaumei Goetghebuer, 1935",Animalia,Arthropoda,Diptera,Insecta,Forcipomyia,Ceratopogonidae,Forcipomyia guilleaumei,SPECIES,"1633723: Forcipomyia guilleaumei Goetghebuer, 1935"
1633849,"Forcipomyia ciliata (Winnertz, 1852)",Animalia,Arthropoda,Diptera,Insecta,Forcipomyia,Ceratopogonidae,Forcipomyia ciliata,SPECIES,"1633849: Forcipomyia ciliata (Winnertz, 1852)"
1633903,"Forcipomyia brevipennis (Macquart, 1826)",Animalia,Arthropoda,Diptera,Insecta,Forcipomyia,Ceratopogonidae,Forcipomyia brevipennis,SPECIES,"1633903: Forcipomyia brevipennis (Macquart, 1826)"
1633937,"Forcipomyia bipunctata (Linnaeus, 1767)",Animalia,Arthropoda,Diptera,Insecta,Forcipomyia,Ceratopogonidae,Forcipomyia bipunctata,SPECIES,"1633937: Forcipomyia bipunctata (Linnaeus, 1767) | 6098135: Forcipomyia picea (Winnertz, 1852)"
1633971,"Forcipomyia scapularis Goetghebuer, 1933",Animalia,Arthropoda,Diptera,Insecta,Forcipomyia,Ceratopogonidae,Forcipomyia scapularis,SPECIES,"1633971: Forcipomyia scapularis Goetghebuer, 1933"
1634157,"Forcipomyia halterata (Winnertz, 1852)",Animalia,Arthropoda,Diptera,Insecta,Forcipomyia,Ceratopogonidae,Forcipomyia halterata,SPECIES,"1634157: Forcipomyia halterata (Winnertz, 1852)"
1634173,"Forcipomyia laguncula Kieffer, 1925",Animalia,Arthropoda,Diptera,Insecta,Forcipomyia,Ceratopogonidae,Forcipomyia laguncula,SPECIES,"1634173: Forcipomyia laguncula Kieffer, 1925"
1634181,"Forcipomyia kaltenbachii (Winnertz, 1852)",Animalia,Arthropoda,Diptera,Insecta,Forcipomyia,Ceratopogonidae,Forcipomyia kaltenbachii,SPECIES,"1634181: Forcipomyia kaltenbachii (Winnertz, 1852)"
1634386,"Forcipomyia tonnoiri (Goetghebuer, 1920)",Animalia,Arthropoda,Diptera,Insecta,Forcipomyia,Ceratopogonidae,Forcipomyia tonnoiri,SPECIES,"1633793: Forcipomyia auronitens (Kieffer, 1910)"
1634469,"Forcipomyia eques (Johannsen, 1908)",Animalia,Arthropoda,Diptera,Insecta,Forcipomyia,Ceratopogonidae,Forcipomyia eques,SPECIES,"1634469: Forcipomyia eques (Johannsen, 1908)"
1634475,"Forcipomyia alacris (Winnertz, 1852)",Animalia,Arthropoda,Diptera,Insecta,Forcipomyia,Ceratopogonidae,Forcipomyia alacris,SPECIES,"1634475: Forcipomyia alacris (Winnertz, 1852)"
1634560,"Forcipomyia glauca Macfie, 1934",Animalia,Arthropoda,Diptera,Insecta,Forcipomyia,Ceratopogonidae,Forcipomyia glauca,SPECIES,"1634562: Forcipomyia diversipes Goetghebuer, 1936"
1634573,"Forcipomyia curticornis Goetghebuer, 1933",Animalia,Arthropoda,Diptera,Insecta,Forcipomyia,Ceratopogonidae,Forcipomyia curticornis,SPECIES,"1634573: Forcipomyia curticornis Goetghebuer, 1933"
1634607,"Forcipomyia frutetorum (Winnertz, 1852)",Animalia,Arthropoda,Diptera,Insecta,Forcipomyia,Ceratopogonidae,Forcipomyia frutetorum,SPECIES,"1634607: Forcipomyia frutetorum (Winnertz, 1852)"
1634615,"Forcipomyia knockensis Goetghebuer, 1938",Animalia,Arthropoda,Diptera,Insecta,Forcipomyia,Ceratopogonidae,Forcipomyia knockensis,SPECIES,"1634615: Forcipomyia knockensis Goetghebuer, 1938"
1634654,"Forcipomyia murina (Winnertz, 1852)",Animalia,Arthropoda,Diptera,Insecta,Forcipomyia,Ceratopogonidae,Forcipomyia murina,SPECIES,"1634654: Forcipomyia murina (Winnertz, 1852)"
1634676,"Forcipomyia velox (Winnertz, 1852)",Animalia,Arthropoda,Diptera,Insecta,Forcipomyia,Ceratopogonidae,Forcipomyia velox,SPECIES,"1634676: Forcipomyia velox (Winnertz, 1852)"
1634757,"Forcipomyia radicicola Edwards, 1924",Animalia,Arthropoda,Diptera,Insecta,Forcipomyia,Ceratopogonidae,Forcipomyia radicicola,SPECIES,"1634757: Forcipomyia radicicola Edwards, 1924"
1634774,"Forcipomyia titillans (Winnertz, 1852)",Animalia,Arthropoda,Diptera,Insecta,Forcipomyia,Ceratopogonidae,Forcipomyia titillans,SPECIES,"1634774: Forcipomyia titillans (Winnertz, 1852) | 6098133: Forcipomyia divaricata (Winnertz, 1852)"
1634794,"Forcipomyia pulchrithorax Edwards, 1924",Animalia,Arthropoda,Diptera,Insecta,Forcipomyia,Ceratopogonidae,Forcipomyia pulchrithorax,SPECIES,"1634794: Forcipomyia pulchrithorax Edwards, 1924"
1634841,"Forcipomyia fuliginosa (Meigen, 1818)",Animalia,Arthropoda,Diptera,Insecta,Forcipomyia,Ceratopogonidae,Forcipomyia fuliginosa,SPECIES,"1634841: Forcipomyia fuliginosa (Meigen, 1818) | 1634847: Ceratopogon canaliculata Goetghebuer, 1920"
1634899,"Forcipomyia nigra (Winnertz, 1852)",Animalia,Arthropoda,Diptera,Insecta,Forcipomyia,Ceratopogonidae,Forcipomyia nigra,SPECIES,"1634899: Forcipomyia nigra (Winnertz, 1852)"
1635667,"Dasyhelea semistriata Goetghebuer, 1921",Animalia,Arthropoda,Diptera,Insecta,Dasyhelea,Ceratopogonidae,Dasyhelea semistriata,SPECIES,"1635667: Dasyhelea semistriata Goetghebuer, 1921"
1635679,"Dasyhelea polita Edwards, 1921",Animalia,Arthropoda,Diptera,Insecta,Dasyhelea,Ceratopogonidae,Dasyhelea polita,SPECIES,"1635679: Dasyhelea polita Edwards, 1921"
1636078,"Dasyhelea sericata (Winnertz, 1852)",Animalia,Arthropoda,Diptera,Insecta,Dasyhelea,Ceratopogonidae,Dasyhelea sericata,SPECIES,"1636078: Dasyhelea sericata (Winnertz, 1852)"
1636592,"Stilobezzia gracilis (Haliday, 1833)",Animalia,Arthropoda,Diptera,Insecta,Stilobezzia,Ceratopogonidae,Stilobezzia gracilis,SPECIES,"1636592: Stilobezzia gracilis (Haliday, 1833)"
1636760,"Atrichopogon brunnipes (Meigen, 1804)",Animalia,Arthropoda,Diptera,Insecta,Atrichopogon,Ceratopogonidae,Atrichopogon brunnipes,SPECIES,"1636760: Atrichopogon brunnipes (Meigen, 1804)"
1636812,"Atrichopogon torgnyensis Goetghebuer, 1949",Animalia,Arthropoda,Diptera,Insecta,Atrichopogon,Ceratopogonidae,Atrichopogon torgnyensis,SPECIES,"1636812: Atrichopogon torgnyensis Goetghebuer, 1949"
1636854,"Atrichopogon rostratus (Winnertz, 1852)",Animalia,Arthropoda,Diptera,Insecta,Atrichopogon,Ceratopogonidae,Atrichopogon rostratus,SPECIES,"1636854: Atrichopogon rostratus (Winnertz, 1852)"
1636880,"Atrichopogon winnertzi Goetghebuer, 1922",Animalia,Arthropoda,Diptera,Insecta,Atrichopogon,Ceratopogonidae,Atrichopogon winnertzi,SPECIES,"1636880: Atrichopogon winnertzi Goetghebuer, 1922"
1636967,"Atrichopogon lucorum (Meigen, 1852)",Animalia,Arthropoda,Diptera,Insecta,Atrichopogon,Ceratopogonidae,Atrichopogon lucorum,SPECIES,"1636967: Atrichopogon lucorum (Meigen, 1852)"
1636988,"Atrichopogon pavidus (Winnertz, 1852)",Animalia,Arthropoda,Diptera,Insecta,Atrichopogon,Ceratopogonidae,Atrichopogon pavidus,SPECIES,"1636988: Atrichopogon pavidus (Winnertz, 1852)"
1637018,"Atrichopogon appendiculatus (Goetghebuer, 1920)",Animalia,Arthropoda,Diptera,Insecta,Atrichopogon,Ceratopogonidae,Atrichopogon appendiculatus,SPECIES,"1637018: Atrichopogon appendiculatus (Goetghebuer, 1920)"
1637039,"Atrichopogon trifasciatus Kieffer, 1918",Animalia,Arthropoda,Diptera,Insecta,Atrichopogon,Ceratopogonidae,Atrichopogon trifasciatus,SPECIES,"1637039: Atrichopogon trifasciatus Kieffer, 1918"
1637155,"Atrichopogon infuscus Goetghebuer, 1929",Animalia,Arthropoda,Diptera,Insecta,Atrichopogon,Ceratopogonidae,Atrichopogon infuscus,SPECIES,"1637155: Atrichopogon infuscus Goetghebuer, 1929"
1637167,"Atrichopogon minutus (Meigen, 1830)",Animalia,Arthropoda,Diptera,Insecta,Atrichopogon,Ceratopogonidae,Atrichopogon minutus,SPECIES,"1637167: Atrichopogon minutus (Meigen, 1830)"
1637206,"Atrichopogon fuscus (Meigen, 1804)",Animalia,Arthropoda,Diptera,Insecta,Atrichopogon,Ceratopogonidae,Atrichopogon fuscus,SPECIES,"1637206: Atrichopogon fuscus (Meigen, 1804)"
1637300,"Palpomyia nigripes (Meigen, 1830)",Animalia,Arthropoda,Diptera,Insecta,Palpomyia,Ceratopogonidae,Palpomyia nigripes,SPECIES,"1637300: Palpomyia nigripes (Meigen, 1830)"
1637325,"Palpomyia distincta (Haliday, 1833)",Animalia,Arthropoda,Diptera,Insecta,Palpomyia,Ceratopogonidae,Palpomyia distincta,SPECIES,"1637325: Palpomyia distincta (Haliday, 1833)"
1638292,"Crataerina pallida (Latreille, 1811)",Animalia,Arthropoda,Diptera,Insecta,Crataerina,Hippoboscidae,Crataerina pallida,SPECIES,"1638292: Crataerina pallida (Latreille, 1811)"
1642829,"Satchelliella trivialis (Eaton, 1893)",Animalia,Arthropoda,Diptera,Insecta,Satchelliella,Psychodidae,Satchelliella trivialis,SPECIES,"1642829: Satchelliella trivialis (Eaton, 1893)"
1643766,"Simulium vernum (Macquart, 1826)",Animalia,Arthropoda,Diptera,Insecta,Simulium,Simuliidae,Simulium vernum,SPECIES,"1643766: Simulium vernum (Macquart, 1826)"
1643883,"Simulium aureum (Fries, 1824)",Animalia,Arthropoda,Diptera,Insecta,Simulium,Simuliidae,Simulium aureum,SPECIES,"1643883: Simulium aureum (Fries, 1824)"
1644216,"Simulium ornatum (Meigen, 1818)",Animalia,Arthropoda,Diptera,Insecta,Simulium,Simuliidae,Simulium ornatum,SPECIES,"1644216: Simulium ornatum (Meigen, 1818)"
1645451,"Simulium erythrocephalum (De Geer, 1776)",Animalia,Arthropoda,Diptera,Insecta,Simulium,Simuliidae,Simulium erythrocephalum,SPECIES,"1645451: Simulium erythrocephalum (De Geer, 1776)"
1645554,"Simulium argyreatum (Meigen, 1838)",Animalia,Arthropoda,Diptera,Insecta,Simulium,Simuliidae,Simulium argyreatum,SPECIES,"1645554: Simulium argyreatum (Meigen, 1838)"
1645637,"Simulium cryophilum (Rubtsov, 1959)",Animalia,Arthropoda,Diptera,Insecta,Simulium,Simuliidae,Simulium cryophilum,SPECIES,"1645637: Simulium cryophilum (Rubtsov, 1959)"
1648899,"Coquillettidia richiardii (Ficalbi, 1889)",Animalia,Arthropoda,Diptera,Insecta,Coquillettidia,Culicidae,Coquillettidia richiardii,SPECIES,"1648899: Coquillettidia richiardii (Ficalbi, 1889)"
1649528,"Culiseta subochrea (Edwards, 1921)",Animalia,Arthropoda,Diptera,Insecta,Culiseta,Culicidae,Culiseta subochrea,SPECIES,"1649528: Culiseta subochrea (Edwards, 1921)"
1649556,"Culiseta morsitans (Theobald, 1901)",Animalia,Arthropoda,Diptera,Insecta,Culiseta,Culicidae,Culiseta morsitans,SPECIES,"1649556: Culiseta morsitans (Theobald, 1901)"
1649565,"Culiseta annulata (Schrank, 1776)",Animalia,Arthropoda,Diptera,Insecta,Culiseta,Culicidae,Culiseta annulata,SPECIES,"1649565: Culiseta annulata (Schrank, 1776) | 7767703: Theobaldia annulata (Schrank, 1776)"
1649594,"Culiseta fumipennis (Stephens, 1825)",Animalia,Arthropoda,Diptera,Insecta,Culiseta,Culicidae,Culiseta fumipennis,SPECIES,"1649594: Culiseta fumipennis (Stephens, 1825)"
1650313,"Anopheles plumbeus Stephens, 1828",Animalia,Arthropoda,Diptera,Insecta,Anopheles,Culicidae,Anopheles plumbeus,SPECIES,"1650313: Anopheles plumbeus Stephens, 1828"
1650503,"Anopheles atroparvus Thiel, 1927",Animalia,Arthropoda,Diptera,Insecta,Anopheles,Culicidae,Anopheles atroparvus,SPECIES,"1650503: Anopheles atroparvus Thiel, 1927"
1650731,"Anopheles maculipennis Meigen, 1818",Animalia,Arthropoda,Diptera,Insecta,Anopheles,Culicidae,Anopheles maculipennis,SPECIES,"1650731: Anopheles maculipennis Meigen, 1818"
1650857,"Anopheles claviger (Meigen, 1804)",Animalia,Arthropoda,Diptera,Insecta,Anopheles,Culicidae,Anopheles claviger,SPECIES,"1650857: Anopheles claviger (Meigen, 1804)"
1651187,"Aedes cantans (Meigen, 1818)",Animalia,Arthropoda,Diptera,Insecta,Aedes,Culicidae,Aedes cantans,SPECIES,"1651187: Aedes cantans (Meigen, 1818) | 4519729: Ochlerotatus cantans (Meigen, 1818)"
1651255,"Aedes communis (De Geer, 1776)",Animalia,Arthropoda,Diptera,Insecta,Aedes,Culicidae,Aedes communis,SPECIES,"1651255: Aedes communis (De Geer, 1776) | 4519719: Ochlerotatus communis (De Geer, 1776)"
1651278,"Aedes detritus (Haliday, 1833)",Animalia,Arthropoda,Diptera,Insecta,Aedes,Culicidae,Aedes detritus,SPECIES,"4519696: Ochlerotatus detritus (Haliday, 1833)"
1651405,"Aedes sticticus (Meigen, 1835)",Animalia,Arthropoda,Diptera,Insecta,Aedes,Culicidae,Aedes sticticus,SPECIES,"4519695: Ochlerotatus sticticus (Meigen, 1838)"
1651430,"Aedes albopictus Skuse, 1894",Animalia,Arthropoda,Diptera,Insecta,Aedes,Culicidae,Aedes albopictus,SPECIES,"1651430: Aedes albopictus Skuse, 1894"
1651525,"Aedes geniculatus (Olivier, 1791)",Animalia,Arthropoda,Diptera,Insecta,Aedes,Culicidae,Aedes geniculatus,SPECIES,"1651525: Aedes geniculatus (Olivier, 1791) | 4519732: Ochlerotatus geniculatus (Olivier, 1791)"
1651718,"Aedes cinereus Wiedemann, 1818",Animalia,Arthropoda,Diptera,Insecta,Aedes,Culicidae,Aedes cinereus,SPECIES,"1651718: Aedes cinereus Wiedemann, 1818"
1651877,"Aedes rusticus (Rossi, 1790)",Animalia,Arthropoda,Diptera,Insecta,Aedes,Culicidae,Aedes rusticus,SPECIES,"4519735: Ochlerotatus rusticus (Rossi, 1790)"
1652063,"Aedes caspius (Pallas, 1771)",Animalia,Arthropoda,Diptera,Insecta,Aedes,Culicidae,Aedes caspius,SPECIES,"1652063: Aedes caspius (Pallas, 1771) | 4519717: Ochlerotatus caspius (Pallas, 1771)"
1652150,"Aedes koreicus (Edwards, 1917)",Animalia,Arthropoda,Diptera,Insecta,Aedes,Culicidae,Aedes koreicus,SPECIES,"1652150: Aedes koreicus (Edwards, 1917) | 10007333: BOLD:ACB6413"
1652212,"Aedes japonicus (Theobald, 1901)",Animalia,Arthropoda,Diptera,Insecta,Aedes,Culicidae,Aedes japonicus,SPECIES,"1652212: Aedes japonicus (Theobald, 1901) | 4519733: Ochlerotatus japonicus (Theobald, 1901) | 7346173: Aedes japonicus japonicus | 10094233: BOLD:AAC5210"
1652274,"Aedes vexans (Meigen, 1830)",Animalia,Arthropoda,Diptera,Insecta,Aedes,Culicidae,Aedes vexans,SPECIES,"1652274: Aedes vexans (Meigen, 1830)"
1652347,"Aedes annulipes (Meigen, 1830)",Animalia,Arthropoda,Diptera,Insecta,Aedes,Culicidae,Aedes annulipes,SPECIES,"1652347: Aedes annulipes (Meigen, 1830) | 4519702: Ochlerotatus annulipes (Meigen, 1830)"
1652371,"Aedes punctor (Kirby, 1837)",Animalia,Arthropoda,Diptera,Insecta,Aedes,Culicidae,Aedes punctor,SPECIES,"1652371: Aedes punctor (Kirby, 1837) | 4519718: Ochlerotatus punctor (Kirby, 1837)"
1652991,"Culex pipiens Linnaeus, 1758",Animalia,Arthropoda,Diptera,Insecta,Culex,Culicidae,Culex pipiens,SPECIES,"1652991: Culex pipiens Linnaeus, 1758"
1653124,"Culex hortensis Ficalbi, 1889",Animalia,Arthropoda,Diptera,Insecta,Culex,Culicidae,Culex hortensis,SPECIES,"1653124: Culex hortensis Ficalbi, 1889 | 9247667: Culex hortensis hortensis"
1653175,"Culex territans Walker, 1856",Animalia,Arthropoda,Diptera,Insecta,Culex,Culicidae,Culex territans,SPECIES,"1653175: Culex territans Walker, 1856"
1653558,"Culex torrentium Matrini, 1925",Animalia,Arthropoda,Diptera,Insecta,Culex,Culicidae,Culex torrentium,SPECIES,"1653558: Culex torrentium Matrini, 1925"
1656153,"Machimus atricapillus (Fallen, 1814)",Animalia,Arthropoda,Diptera,Insecta,Machimus,Asilidae,Machimus atricapillus,SPECIES,"1656156: Asilus atricapillus Fallén, 1814"
1656209,"Machimus rusticus (Meigen, 1820)",Animalia,Arthropoda,Diptera,Insecta,Machimus,Asilidae,Machimus rusticus,SPECIES,"1656209: Machimus rusticus (Meigen, 1820)"
1657852,"Epitriptus cingulatus (Fabricius, 1781)",Animalia,Arthropoda,Diptera,Insecta,Epitriptus,Asilidae,Epitriptus cingulatus,SPECIES,"7572631: Tolmerus cingulatus (Fabricius, 1781)"
1659167,"Dysmachus trigonus (Meigen, 1804)",Animalia,Arthropoda,Diptera,Insecta,Dysmachus,Asilidae,Dysmachus trigonus,SPECIES,"1659167: Dysmachus trigonus (Meigen, 1804)"
1659278,"Asilus crabroniformis Linnaeus, 1758",Animalia,Arthropoda,Diptera,Insecta,Asilus,Asilidae,Asilus crabroniformis,SPECIES,"1659278: Asilus crabroniformis Linnaeus, 1758"
1661975,"Neoitamus cyanurus (Loew, 1849)",Animalia,Arthropoda,Diptera,Insecta,Neoitamus,Asilidae,Neoitamus cyanurus,SPECIES,"1661975: Neoitamus cyanurus (Loew, 1849)"
1666756,"Anthrax anthrax (Schrank, 1781)",Animalia,Arthropoda,Diptera,Insecta,Anthrax,Bombyliidae,Anthrax anthrax,SPECIES,"1666756: Anthrax anthrax (Schrank, 1781)"
1670212,"Bombylius major Linnaeus, 1758",Animalia,Arthropoda,Diptera,Insecta,Bombylius,Bombyliidae,Bombylius major,SPECIES,"1670212: Bombylius major Linnaeus, 1758"
1670312,"Bombylius venosus Mikan, 1796",Animalia,Arthropoda,Diptera,Insecta,Bombylius,Bombyliidae,Bombylius venosus,SPECIES,"1670312: Bombylius venosus Mikan, 1796"
1675969,"Sepsis cynipsea (Linnaeus, 1758)",Animalia,Arthropoda,Diptera,Insecta,Sepsis,Sepsidae,Sepsis cynipsea,SPECIES,"1675969: Sepsis cynipsea (Linnaeus, 1758)"
1676036,"Sepsis flavimana Meigen, 1826",Animalia,Arthropoda,Diptera,Insecta,Sepsis,Sepsidae,Sepsis flavimana,SPECIES,"1676036: Sepsis flavimana Meigen, 1826"
1676049,"Sepsis fulgens Meigen, 1826",Animalia,Arthropoda,Diptera,Insecta,Sepsis,Sepsidae,Sepsis fulgens,SPECIES,"1676049: Sepsis fulgens Meigen, 1826"
1676063,"Sepsis punctum (Fabricius, 1794)",Animalia,Arthropoda,Diptera,Insecta,Sepsis,Sepsidae,Sepsis punctum,SPECIES,"1676063: Sepsis punctum (Fabricius, 1794)"
1676392,"Themira annulipes (Meigen, 1826)",Animalia,Arthropoda,Diptera,Insecta,Themira,Sepsidae,Themira annulipes,SPECIES,"1676392: Themira annulipes (Meigen, 1826)"
1676414,"Themira lucida (Staeger, 1844)",Animalia,Arthropoda,Diptera,Insecta,Themira,Sepsidae,Themira lucida,SPECIES,"1676414: Themira lucida (Staeger, 1844)"
1676424,"Themira minor (Haliday, 1833)",Animalia,Arthropoda,Diptera,Insecta,Themira,Sepsidae,Themira minor,SPECIES,"1676424: Themira minor (Haliday, 1833) | 4295249: Enicomira minor (Haliday, 1833)"
1676433,"Themira superba (Haliday, 1833)",Animalia,Arthropoda,Diptera,Insecta,Themira,Sepsidae,Themira superba,SPECIES,"1676433: Themira superba (Haliday, 1833)"
